Source Audio,Part,Début (min:sec),Distance_Noise,Distance_Anomaly,Status,Detection_Reason,Human_validation,Comment
ml17_280a_0039_part46.wav,46,3:50,0.0646,0.2883,✅ NORMAL,—,To_validate,
ml17_280a_0096_part30.wav,30,2:30,0.0646,0.3691,✅ NORMAL,—,Anomaly,
ml17_280a_0015_part14.wav,14,1:10,0.0645,0.368,✅ NORMAL,—,Anomaly,
ml17_280a_0067_part6.wav,6,0:30,0.0645,0.279,✅ NORMAL,—,To_validate,
ml17_280a_0097_part10.wav,10,0:50,0.0645,0.3065,✅ NORMAL,—,To_validate,
ml17_280a_0108_part7.wav,7,0:35,0.0645,0.2627,✅ NORMAL,—,To_validate,
ml17_280a_0034_part33.wav,33,2:45,0.0645,0.3837,✅ NORMAL,—,Anomaly,
ml17_280a_0144_part17.wav,17,1:25,0.0644,0.3643,✅ NORMAL,—,To_validate,
ml17_280a_0151_part9.wav,9,0:45,0.0644,0.333,✅ NORMAL,—,To_validate,
ml17_280a_0143_part63.wav,63,5:15,0.0644,0.3683,✅ NORMAL,—,Anomaly,
ml17_280a_0001_part11.wav,11,0:55,0.0644,0.3606,✅ NORMAL,—,Anomaly,
ml17_280a_0176_part4.wav,4,0:20,0.0643,0.3618,✅ NORMAL,—,Anomaly,
ml17_280a_0136_part7.wav,7,0:35,0.0643,0.3416,✅ NORMAL,—,To_validate,
ml17_280a_0039_part38.wav,38,3:10,0.0642,0.2936,✅ NORMAL,—,To_validate,
ml17_280a_0149_part12.wav,12,1:00,0.0642,0.2893,✅ NORMAL,—,To_validate,
ml17_280a_0150_part9.wav,9,0:45,0.0642,0.3324,✅ NORMAL,—,To_validate,
ml17_280a_0015_part4.wav,4,0:20,0.0642,0.3528,✅ NORMAL,—,To_validate,
ml17_280a_0162_part39.wav,39,3:15,0.0642,0.4223,✅ NORMAL,—,To_validate,
ml17_280a_0164_part46.wav,46,3:50,0.0641,0.3273,✅ NORMAL,—,To_validate,
ml17_280a_0145_part0.wav,0,0:00,0.0641,0.3915,✅ NORMAL,—,Anomaly,
ml17_280a_0085_part10.wav,10,0:50,0.0641,0.3739,✅ NORMAL,—,Anomaly,
ml17_280a_0175_part10.wav,10,0:50,0.0641,0.3427,✅ NORMAL,—,To_validate,
ml17_280a_0051_part9.wav,9,0:45,0.064,0.3123,✅ NORMAL,—,To_validate,
ml17_280a_0003_part21.wav,21,1:45,0.064,0.4026,✅ NORMAL,—,To_validate,
ml17_280a_0135_part0.wav,0,0:00,0.064,0.3367,✅ NORMAL,—,To_validate,
ml17_280a_0094_part9.wav,9,0:45,0.064,0.2494,✅ NORMAL,—,To_validate,
ml17_280a_0014_part41.wav,41,3:25,0.0639,0.3243,✅ NORMAL,—,To_validate,
ml17_280a_0100_part9.wav,9,0:45,0.0639,0.3867,✅ NORMAL,—,Anomaly,
ml17_280a_0174_part13.wav,13,1:05,0.0639,0.3447,✅ NORMAL,—,To_validate,
ml17_280a_0101_part11.wav,11,0:55,0.0639,0.3985,✅ NORMAL,—,To_validate,
ml17_280a_0082_part5.wav,5,0:25,0.0639,0.3152,✅ NORMAL,—,To_validate,
ml17_280a_0149_part15.wav,15,1:15,0.0638,0.2776,✅ NORMAL,—,To_validate,
ml17_280a_0146_part18.wav,18,1:30,0.0638,0.4104,✅ NORMAL,—,To_validate,
ml17_280a_0160_part7.wav,7,0:35,0.0638,0.2738,✅ NORMAL,—,To_validate,
ml17_280a_0085_part23.wav,23,1:55,0.0637,0.3754,✅ NORMAL,—,Anomaly,
ml17_280a_0115_part43.wav,43,3:35,0.0637,0.4233,✅ NORMAL,—,To_validate,
ml17_280a_0142_part22.wav,22,1:50,0.0637,0.3763,✅ NORMAL,—,Anomaly,
ml17_280a_0141_part22.wav,22,1:50,0.0636,0.3709,✅ NORMAL,—,To_validate,
ml17_280a_0094_part2.wav,2,0:10,0.0636,0.2658,✅ NORMAL,—,Void,
ml17_280a_0039_part63.wav,63,5:15,0.0636,0.3353,✅ NORMAL,—,To_validate,
ml17_280a_0101_part15.wav,15,1:15,0.0636,0.3788,✅ NORMAL,—,Anomaly,
ml17_280a_0152_part13.wav,13,1:05,0.0635,0.3848,✅ NORMAL,—,To_validate,
ml17_280a_0037_part33.wav,33,2:45,0.0635,0.3321,✅ NORMAL,—,To_validate,
ml17_280a_0038_part32.wav,32,2:40,0.0635,0.3072,✅ NORMAL,—,To_validate,
ml17_280a_0033_part20.wav,20,1:40,0.0634,0.3886,✅ NORMAL,—,Anomaly,
ml17_280a_0137_part8.wav,8,0:40,0.0634,0.3419,✅ NORMAL,—,Anomaly,
ml17_280a_0158_part12.wav,12,1:00,0.0634,0.2959,✅ NORMAL,—,To_validate,
ml17_280a_0050_part6.wav,6,0:30,0.0632,0.328,✅ NORMAL,—,To_validate,
ml17_280a_0050_part9.wav,9,0:45,0.0632,0.2993,✅ NORMAL,—,To_validate,
ml17_280a_0039_part45.wav,45,3:45,0.0632,0.3276,✅ NORMAL,—,To_validate,
ml17_280a_0141_part13.wav,13,1:05,0.0632,0.4187,✅ NORMAL,—,To_validate,
ml17_280a_0037_part20.wav,20,1:40,0.0631,0.311,✅ NORMAL,—,To_validate,
ml17_280a_0050_part5.wav,5,0:25,0.0631,0.3403,✅ NORMAL,—,To_validate,
ml17_280a_0140_part2.wav,2,0:10,0.0631,0.3095,✅ NORMAL,—,To_validate,
ml17_280a_0038_part23.wav,23,1:55,0.0631,0.3444,✅ NORMAL,—,To_validate,
ml17_280a_0090_part18.wav,18,1:30,0.063,0.3525,✅ NORMAL,—,To_validate,
ml17_280a_0158_part14.wav,14,1:10,0.063,0.3451,✅ NORMAL,—,To_validate,
ml17_280a_0150_part2.wav,2,0:10,0.063,0.3475,✅ NORMAL,—,To_validate,
ml17_280a_0135_part11.wav,11,0:55,0.063,0.2399,✅ NORMAL,—,To_validate,
ml17_280a_0159_part15.wav,15,1:15,0.0629,0.2956,✅ NORMAL,—,To_validate,
ml17_280a_0149_part11.wav,11,0:55,0.0628,0.2936,✅ NORMAL,—,To_validate,
ml17_280a_0164_part4.wav,4,0:20,0.0628,0.404,✅ NORMAL,—,To_validate,
ml17_280a_0147_part9.wav,9,0:45,0.0628,0.3603,✅ NORMAL,—,Anomaly,
ml17_280a_0150_part14.wav,14,1:10,0.0627,0.3555,✅ NORMAL,—,Anomaly,
ml17_280a_0033_part37.wav,37,3:05,0.0627,0.3414,✅ NORMAL,—,To_validate,
ml17_280a_0129_part55.wav,55,4:35,0.0626,0.3998,✅ NORMAL,—,To_validate,
ml17_280a_0083_part62.wav,62,5:10,0.0626,0.3702,✅ NORMAL,—,Void,
ml17_280a_0105_part24.wav,24,2:00,0.0626,0.3818,✅ NORMAL,—,To_validate,
ml17_280a_0144_part35.wav,35,2:55,0.0626,0.3684,✅ NORMAL,—,Anomaly,
ml17_280a_0128_part22.wav,22,1:50,0.0626,0.2768,✅ NORMAL,—,To_validate,
ml17_280a_0157_part13.wav,13,1:05,0.0625,0.3171,✅ NORMAL,—,To_validate,
ml17_280a_0098_part49.wav,49,4:05,0.0625,0.3613,✅ NORMAL,—,Anomaly,
ml17_280a_0020_part16.wav,16,1:20,0.0624,0.3204,✅ NORMAL,—,To_validate,
ml17_280a_0116_part7.wav,7,0:35,0.0624,0.2379,✅ NORMAL,—,To_validate,
ml17_280a_0134_part8.wav,8,0:40,0.0624,0.2838,✅ NORMAL,—,To_validate,
ml17_280a_0104_part41.wav,41,3:25,0.0624,0.3266,✅ NORMAL,—,Anomaly,
ml17_280a_0135_part17.wav,17,1:25,0.0624,0.2911,✅ NORMAL,—,To_validate,
ml17_280a_0038_part28.wav,28,2:20,0.0624,0.3289,✅ NORMAL,—,To_validate,
ml17_280a_0071_part1.wav,1,0:05,0.0623,0.2868,✅ NORMAL,—,To_validate,
ml17_280a_0105_part13.wav,13,1:05,0.0623,0.3676,✅ NORMAL,—,Anomaly,
ml17_280a_0118_part12.wav,12,1:00,0.0622,0.3933,✅ NORMAL,—,To_validate,
ml17_280a_0072_part0.wav,0,0:00,0.0622,0.3408,✅ NORMAL,—,To_validate,
ml17_280a_0164_part7.wav,7,0:35,0.0622,0.3475,✅ NORMAL,—,To_validate,
ml17_280a_0038_part21.wav,21,1:45,0.0621,0.2997,✅ NORMAL,—,To_validate,
ml17_280a_0124_part10.wav,10,0:50,0.0621,0.3051,✅ NORMAL,—,To_validate,
ml17_280a_0141_part2.wav,2,0:10,0.0621,0.3755,✅ NORMAL,—,Anomaly,
ml17_280a_0152_part10.wav,10,0:50,0.0621,0.4062,✅ NORMAL,—,To_validate,
ml17_280a_0079_part46.wav,46,3:50,0.0621,0.3825,✅ NORMAL,—,Anomaly,
ml17_280a_0095_part37.wav,37,3:05,0.0621,0.3729,✅ NORMAL,—,Anomaly,
ml17_280a_0150_part16.wav,16,1:20,0.0621,0.3206,✅ NORMAL,—,To_validate,
ml17_280a_0175_part7.wav,7,0:35,0.0621,0.3321,✅ NORMAL,—,To_validate,
ml17_280a_0095_part38.wav,38,3:10,0.062,0.3456,✅ NORMAL,—,To_validate,
ml17_280a_0019_part8.wav,8,0:40,0.062,0.329,✅ NORMAL,—,To_validate,
ml17_280a_0144_part53.wav,53,4:25,0.062,0.399,✅ NORMAL,—,Anomaly,
ml17_280a_0095_part41.wav,41,3:25,0.062,0.3826,✅ NORMAL,—,Anomaly,
ml17_280a_0151_part8.wav,8,0:40,0.0619,0.2784,✅ NORMAL,—,To_validate,
ml17_280a_0083_part48.wav,48,4:00,0.0619,0.3357,✅ NORMAL,—,To_validate,
ml17_280a_0051_part6.wav,6,0:30,0.0619,0.2716,✅ NORMAL,—,To_validate,
ml17_280a_0117_part45.wav,45,3:45,0.0619,0.3629,✅ NORMAL,—,Anomaly,
ml17_280a_0164_part21.wav,21,1:45,0.0619,0.3276,✅ NORMAL,—,To_validate,
ml17_280a_0150_part4.wav,4,0:20,0.0619,0.417,✅ NORMAL,—,To_validate,
ml17_280a_0135_part13.wav,13,1:05,0.0619,0.2905,✅ NORMAL,—,To_validate,
ml17_280a_0176_part9.wav,9,0:45,0.0618,0.3273,✅ NORMAL,—,To_validate,
ml17_280a_0095_part24.wav,24,2:00,0.0618,0.3832,✅ NORMAL,—,Anomaly,
ml17_280a_0125_part63.wav,63,5:15,0.0618,0.3252,✅ NORMAL,—,Anomaly,
ml17_280a_0018_part13.wav,13,1:05,0.0618,0.3238,✅ NORMAL,—,To_validate,
ml17_280a_0170_part17.wav,17,1:25,0.0617,0.3518,✅ NORMAL,—,To_validate,
ml17_280a_0021_part28.wav,28,2:20,0.0617,0.3606,✅ NORMAL,—,Void,
ml17_280a_0175_part18.wav,18,1:30,0.0617,0.322,✅ NORMAL,—,To_validate,
ml17_280a_0157_part8.wav,8,0:40,0.0616,0.2797,✅ NORMAL,—,To_validate,
ml17_280a_0051_part12.wav,12,1:00,0.0616,0.2701,✅ NORMAL,—,To_validate,
ml17_280a_0148_part6.wav,6,0:30,0.0616,0.3648,✅ NORMAL,—,Anomaly,
ml17_280a_0124_part11.wav,11,0:55,0.0615,0.2797,✅ NORMAL,—,To_validate,
ml17_280a_0151_part6.wav,6,0:30,0.0615,0.319,✅ NORMAL,—,To_validate,
ml17_280a_0091_part10.wav,10,0:50,0.0615,0.3014,✅ NORMAL,—,To_validate,
ml17_280a_0132_part11.wav,11,0:55,0.0614,0.3423,✅ NORMAL,—,To_validate,
ml17_280a_0084_part44.wav,44,3:40,0.0614,0.3583,✅ NORMAL,—,Anomaly,
ml17_280a_0036_part64.wav,64,5:20,0.0613,0.3253,✅ NORMAL,—,To_validate,
ml17_280a_0097_part1.wav,1,0:05,0.0613,0.3176,✅ NORMAL,—,To_validate,
ml17_280a_0143_part50.wav,50,4:10,0.0613,0.3017,✅ NORMAL,—,To_validate,
ml17_280a_0157_part4.wav,4,0:20,0.0612,0.2998,✅ NORMAL,—,To_validate,
ml17_280a_0143_part55.wav,55,4:35,0.0612,0.3442,✅ NORMAL,—,To_validate,
ml17_280a_0157_part12.wav,12,1:00,0.0612,0.3065,✅ NORMAL,—,To_validate,
ml17_280a_0096_part27.wav,27,2:15,0.0612,0.4152,✅ NORMAL,—,To_validate,
ml17_280a_0137_part46.wav,46,3:50,0.0612,0.3659,✅ NORMAL,—,Anomaly,
ml17_280a_0167_part13.wav,13,1:05,0.0612,0.3767,✅ NORMAL,—,Anomaly,
ml17_280a_0176_part1.wav,1,0:05,0.0611,0.3226,✅ NORMAL,—,To_validate,
ml17_280a_0019_part25.wav,25,2:05,0.0611,0.3257,✅ NORMAL,—,To_validate,
ml17_280a_0123_part0.wav,0,0:00,0.0611,0.2884,✅ NORMAL,—,To_validate,
ml17_280a_0150_part8.wav,8,0:40,0.061,0.3371,✅ NORMAL,—,To_validate,
ml17_280a_0084_part12.wav,12,1:00,0.061,0.324,✅ NORMAL,—,To_validate,
ml17_280a_0166_part8.wav,8,0:40,0.061,0.2915,✅ NORMAL,—,To_validate,
ml17_280a_0076_part5.wav,5,0:25,0.061,0.2961,✅ NORMAL,—,To_validate,
ml17_280a_0143_part52.wav,52,4:20,0.061,0.3076,✅ NORMAL,—,To_validate,
ml17_280a_0143_part59.wav,59,4:55,0.061,0.3433,✅ NORMAL,—,To_validate,
ml17_280a_0094_part8.wav,8,0:40,0.0609,0.2646,✅ NORMAL,—,To_validate,
ml17_280a_0158_part10.wav,10,0:50,0.0609,0.3211,✅ NORMAL,—,To_validate,
ml17_280a_0141_part64.wav,64,5:20,0.0609,0.3587,✅ NORMAL,—,Anomaly,
ml17_280a_0144_part43.wav,43,3:35,0.0608,0.3667,✅ NORMAL,—,Anomaly,
ml17_280a_0073_part2.wav,2,0:10,0.0608,0.31,✅ NORMAL,—,To_validate,
ml17_280a_0174_part0.wav,0,0:00,0.0608,0.3316,✅ NORMAL,—,To_validate,
ml17_280a_0127_part36.wav,36,3:00,0.0608,0.3524,✅ NORMAL,—,Void,
ml17_280a_0128_part23.wav,23,1:55,0.0608,0.3094,✅ NORMAL,—,To_validate,
ml17_280a_0175_part15.wav,15,1:15,0.0608,0.3139,✅ NORMAL,—,To_validate,
ml17_280a_0139_part31.wav,31,2:35,0.0607,0.4033,✅ NORMAL,—,To_validate,
ml17_280a_0098_part30.wav,30,2:30,0.0607,0.3644,✅ NORMAL,—,Anomaly,
ml17_280a_0167_part20.wav,20,1:40,0.0606,0.3523,✅ NORMAL,—,To_validate,
ml17_280a_0098_part52.wav,52,4:20,0.0606,0.322,✅ NORMAL,—,To_validate,
ml17_280a_0149_part7.wav,7,0:35,0.0605,0.2904,✅ NORMAL,—,To_validate,
ml17_280a_0174_part19.wav,19,1:35,0.0605,0.3125,✅ NORMAL,—,To_validate,
ml17_280a_0174_part9.wav,9,0:45,0.0605,0.3373,✅ NORMAL,—,To_validate,
ml17_280a_0051_part3.wav,3,0:15,0.0605,0.3389,✅ NORMAL,—,To_validate,
ml17_280a_0144_part27.wav,27,2:15,0.0605,0.3896,✅ NORMAL,—,To_validate,
ml17_280a_0122_part5.wav,5,0:25,0.0605,0.2661,✅ NORMAL,—,To_validate,
ml17_280a_0160_part8.wav,8,0:40,0.0605,0.2907,✅ NORMAL,—,To_validate,
ml17_280a_0053_part54.wav,54,4:30,0.0604,0.3896,✅ NORMAL,—,Void,
ml17_280a_0114_part26.wav,26,2:10,0.0603,0.3368,✅ NORMAL,—,To_validate,
ml17_280a_0039_part43.wav,43,3:35,0.0603,0.3248,✅ NORMAL,—,To_validate,
ml17_280a_0119_part40.wav,40,3:20,0.0603,0.3956,✅ NORMAL,—,To_validate,
ml17_280a_0046_part1.wav,1,0:05,0.0603,0.3669,✅ NORMAL,—,Void,
ml17_280a_0139_part64.wav,64,5:20,0.0603,0.408,✅ NORMAL,—,To_validate,
ml17_280a_0063_part54.wav,54,4:30,0.0602,0.3271,✅ NORMAL,—,To_validate,
ml17_280a_0150_part19.wav,19,1:35,0.0602,0.2897,✅ NORMAL,—,To_validate,
ml17_280a_0157_part18.wav,18,1:30,0.0601,0.2844,✅ NORMAL,—,To_validate,
ml17_280a_0116_part12.wav,12,1:00,0.0601,0.3258,✅ NORMAL,—,To_validate,
ml17_280a_0084_part29.wav,29,2:25,0.0601,0.3441,✅ NORMAL,—,Anomaly,
ml17_280a_0115_part40.wav,40,3:20,0.0601,0.3706,✅ NORMAL,—,Anomaly,
ml17_280a_0057_part7.wav,7,0:35,0.06,0.308,✅ NORMAL,—,To_validate,
ml17_280a_0006_part46.wav,46,3:50,0.06,0.3744,✅ NORMAL,—,Anomaly,
ml17_280a_0139_part49.wav,49,4:05,0.06,0.3979,✅ NORMAL,—,To_validate,
ml17_280a_0139_part30.wav,30,2:30,0.06,0.3313,✅ NORMAL,—,To_validate,
ml17_280a_0076_part3.wav,3,0:15,0.06,0.2983,✅ NORMAL,—,To_validate,
ml17_280a_0095_part39.wav,39,3:15,0.0599,0.3771,✅ NORMAL,—,Anomaly,
ml17_280a_0144_part37.wav,37,3:05,0.0599,0.3109,✅ NORMAL,—,Anomaly,
ml17_280a_0019_part19.wav,19,1:35,0.0598,0.3024,✅ NORMAL,—,To_validate,
ml17_280a_0176_part20.wav,20,1:40,0.0598,0.3204,✅ NORMAL,—,To_validate,
ml17_280a_0151_part0.wav,0,0:00,0.0597,0.3977,✅ NORMAL,—,Anomaly,
ml17_280a_0131_part15.wav,15,1:15,0.0597,0.3649,✅ NORMAL,—,Anomaly,
ml17_280a_0154_part26.wav,26,2:10,0.0597,0.3679,✅ NORMAL,—,Anomaly,
ml17_280a_0066_part9.wav,9,0:45,0.0597,0.3099,✅ NORMAL,—,To_validate,
ml17_280a_0164_part52.wav,52,4:20,0.0596,0.3838,✅ NORMAL,—,Anomaly,
ml17_280a_0092_part9.wav,9,0:45,0.0596,0.3803,✅ NORMAL,—,Anomaly,
ml17_280a_0149_part8.wav,8,0:40,0.0596,0.3179,✅ NORMAL,—,To_validate,
ml17_280a_0038_part60.wav,60,5:00,0.0596,0.3334,✅ NORMAL,—,To_validate,
ml17_280a_0098_part60.wav,60,5:00,0.0596,0.3438,✅ NORMAL,—,To_validate,
ml17_280a_0050_part1.wav,1,0:05,0.0595,0.2791,✅ NORMAL,—,To_validate,
ml17_280a_0156_part12.wav,12,1:00,0.0595,0.2873,✅ NORMAL,—,To_validate,
ml17_280a_0116_part8.wav,8,0:40,0.0594,0.3191,✅ NORMAL,—,To_validate,
ml17_280a_0013_part64.wav,64,5:20,0.0594,0.3529,✅ NORMAL,—,Anomaly,
ml17_280a_0015_part9.wav,9,0:45,0.0594,0.3602,✅ NORMAL,—,To_validate,
ml17_280a_0176_part18.wav,18,1:30,0.0593,0.3226,✅ NORMAL,—,To_validate,
ml17_280a_0143_part43.wav,43,3:35,0.0593,0.3541,✅ NORMAL,—,To_validate,
ml17_280a_0038_part7.wav,7,0:35,0.0591,0.3105,✅ NORMAL,—,To_validate,
ml17_280a_0139_part51.wav,51,4:15,0.0591,0.3265,✅ NORMAL,—,To_validate,
ml17_280a_0085_part16.wav,16,1:20,0.0591,0.3734,✅ NORMAL,—,Anomaly,
ml17_280a_0033_part23.wav,23,1:55,0.0591,0.3576,✅ NORMAL,—,To_validate,
ml17_280a_0141_part42.wav,42,3:30,0.059,0.3781,✅ NORMAL,—,Anomaly,
ml17_280a_0175_part4.wav,4,0:20,0.059,0.3611,✅ NORMAL,—,Anomaly,
ml17_280a_0139_part29.wav,29,2:25,0.059,0.3462,✅ NORMAL,—,To_validate,
ml17_280a_0155_part0.wav,0,0:00,0.059,0.3103,✅ NORMAL,—,To_validate,
ml17_280a_0157_part1.wav,1,0:05,0.059,0.3159,✅ NORMAL,—,To_validate,
ml17_280a_0141_part0.wav,0,0:00,0.059,0.391,✅ NORMAL,—,To_validate,
ml17_280a_0158_part4.wav,4,0:20,0.0589,0.2677,✅ NORMAL,—,To_validate,
ml17_280a_0069_part13.wav,13,1:05,0.0589,0.3308,✅ NORMAL,—,To_validate,
ml17_280a_0149_part13.wav,13,1:05,0.0589,0.2762,✅ NORMAL,—,To_validate,
ml17_280a_0141_part41.wav,41,3:25,0.0589,0.307,✅ NORMAL,—,To_validate,
ml17_280a_0033_part26.wav,26,2:10,0.0589,0.3227,✅ NORMAL,—,To_validate,
ml17_280a_0067_part10.wav,10,0:50,0.0588,0.296,✅ NORMAL,—,To_validate,
ml17_280a_0174_part15.wav,15,1:15,0.0588,0.3104,✅ NORMAL,—,To_validate,
ml17_280a_0163_part29.wav,29,2:25,0.0588,0.3598,✅ NORMAL,—,Anomaly,
ml17_280a_0124_part8.wav,8,0:40,0.0587,0.31,✅ NORMAL,—,To_validate,
ml17_280a_0084_part27.wav,27,2:15,0.0586,0.3691,✅ NORMAL,—,Anomaly,
ml17_280a_0143_part31.wav,31,2:35,0.0586,0.3582,✅ NORMAL,—,Anomaly,
ml17_280a_0095_part48.wav,48,4:00,0.0585,0.3394,✅ NORMAL,—,Anomaly,
ml17_280a_0006_part62.wav,62,5:10,0.0585,0.3396,✅ NORMAL,—,To_validate,
ml17_280a_0038_part61.wav,61,5:05,0.0584,0.2892,✅ NORMAL,—,Anomaly,
ml17_280a_0078_part53.wav,53,4:25,0.0584,0.2646,✅ NORMAL,—,To_validate,
ml17_280a_0133_part7.wav,7,0:35,0.0584,0.2666,✅ NORMAL,—,To_validate,
ml17_280a_0134_part17.wav,17,1:25,0.0584,0.2682,✅ NORMAL,—,To_validate,
ml17_280a_0159_part11.wav,11,0:55,0.0584,0.3001,✅ NORMAL,—,To_validate,
ml17_280a_0142_part20.wav,20,1:40,0.0584,0.3888,✅ NORMAL,—,Anomaly,
ml17_280a_0063_part29.wav,29,2:25,0.0583,0.3452,✅ NORMAL,—,To_validate,
ml17_280a_0174_part21.wav,21,1:45,0.0583,0.3217,✅ NORMAL,—,To_validate,
ml17_280a_0078_part46.wav,46,3:50,0.0583,0.32,✅ NORMAL,—,To_validate,
ml17_280a_0099_part31.wav,31,2:35,0.0583,0.3887,✅ NORMAL,—,Anomaly,
ml17_280a_0164_part31.wav,31,2:35,0.0583,0.2646,✅ NORMAL,—,To_validate,
ml17_280a_0103_part41.wav,41,3:25,0.0582,0.3765,✅ NORMAL,—,To_validate,
ml17_280a_0071_part0.wav,0,0:00,0.0582,0.3138,✅ NORMAL,—,To_validate,
ml17_280a_0129_part4.wav,4,0:20,0.0582,0.3893,✅ NORMAL,—,Anomaly,
ml17_280a_0176_part15.wav,15,1:15,0.0581,0.3355,✅ NORMAL,—,To_validate,
ml17_280a_0136_part0.wav,0,0:00,0.058,0.3395,✅ NORMAL,—,To_validate,
ml17_280a_0067_part1.wav,1,0:05,0.058,0.269,✅ NORMAL,—,To_validate,
ml17_280a_0020_part54.wav,54,4:30,0.058,0.3809,✅ NORMAL,—,Void,
ml17_280a_0051_part7.wav,7,0:35,0.058,0.291,✅ NORMAL,—,To_validate,
ml17_280a_0098_part17.wav,17,1:25,0.058,0.3087,✅ NORMAL,—,To_validate,
ml17_280a_0158_part11.wav,11,0:55,0.0579,0.2725,✅ NORMAL,—,To_validate,
ml17_280a_0038_part66.wav,66,5:30,0.0579,0.2849,✅ NORMAL,—,To_validate,
ml17_280a_0044_part29.wav,29,2:25,0.0579,0.3204,✅ NORMAL,—,To_validate,
ml17_280a_0036_part22.wav,22,1:50,0.0579,0.315,✅ NORMAL,—,To_validate,
ml17_280a_0033_part12.wav,12,1:00,0.0578,0.3355,✅ NORMAL,—,To_validate,
ml17_280a_0139_part47.wav,47,3:55,0.0578,0.3104,✅ NORMAL,—,To_validate,
ml17_280a_0019_part58.wav,58,4:50,0.0577,0.3675,✅ NORMAL,—,Anomaly,
ml17_280a_0071_part16.wav,16,1:20,0.0577,0.3271,✅ NORMAL,—,To_validate,
ml17_280a_0094_part6.wav,6,0:30,0.0576,0.3035,✅ NORMAL,—,To_validate,
ml17_280a_0153_part43.wav,43,3:35,0.0575,0.3902,✅ NORMAL,—,Anomaly,
ml17_280a_0019_part38.wav,38,3:10,0.0575,0.378,✅ NORMAL,—,Void,
ml17_280a_0038_part6.wav,6,0:30,0.0575,0.2913,✅ NORMAL,—,To_validate,
ml17_280a_0066_part7.wav,7,0:35,0.0575,0.3307,✅ NORMAL,—,To_validate,
ml17_280a_0124_part7.wav,7,0:35,0.0574,0.2637,✅ NORMAL,—,To_validate,
ml17_280a_0098_part22.wav,22,1:50,0.0574,0.4079,✅ NORMAL,—,To_validate,
ml17_280a_0033_part10.wav,10,0:50,0.0574,0.3407,✅ NORMAL,—,To_validate,
ml17_280a_0050_part3.wav,3,0:15,0.0574,0.2807,✅ NORMAL,—,To_validate,
ml17_280a_0132_part12.wav,12,1:00,0.0573,0.3563,✅ NORMAL,—,Anomaly,
ml17_280a_0126_part28.wav,28,2:20,0.0573,0.3132,✅ NORMAL,—,To_validate,
ml17_280a_0038_part25.wav,25,2:05,0.0573,0.3082,✅ NORMAL,—,To_validate,
ml17_280a_0070_part27.wav,27,2:15,0.0573,0.3791,✅ NORMAL,—,Anomaly,
ml17_280a_0034_part65.wav,65,5:25,0.0573,0.3143,✅ NORMAL,—,To_validate,
ml17_280a_0043_part4.wav,4,0:20,0.0572,0.3666,✅ NORMAL,—,Anomaly,
ml17_280a_0020_part20.wav,20,1:40,0.0572,0.3164,✅ NORMAL,—,To_validate,
ml17_280a_0164_part13.wav,13,1:05,0.0572,0.3455,✅ NORMAL,—,To_validate,
ml17_280a_0153_part10.wav,10,0:50,0.0572,0.3618,✅ NORMAL,—,Anomaly,
ml17_280a_0166_part40.wav,40,3:20,0.0571,0.3541,✅ NORMAL,—,Anomaly,
ml17_280a_0140_part14.wav,14,1:10,0.0571,0.329,✅ NORMAL,—,To_validate,
ml17_280a_0174_part3.wav,3,0:15,0.0571,0.3397,✅ NORMAL,—,To_validate,
ml17_280a_0005_part9.wav,9,0:45,0.0571,0.4028,✅ NORMAL,—,To_validate,
ml17_280a_0083_part40.wav,40,3:20,0.0571,0.3574,✅ NORMAL,—,Anomaly,
ml17_280a_0154_part62.wav,62,5:10,0.057,0.3421,✅ NORMAL,—,To_validate,
ml17_280a_0101_part3.wav,3,0:15,0.057,0.3643,✅ NORMAL,—,Anomaly,
ml17_280a_0084_part54.wav,54,4:30,0.057,0.2968,✅ NORMAL,—,To_validate,
ml17_280a_0026_part5.wav,5,0:25,0.057,0.329,✅ NORMAL,—,To_validate,
ml17_280a_0157_part10.wav,10,0:50,0.057,0.3191,✅ NORMAL,—,To_validate,
ml17_280a_0045_part4.wav,4,0:20,0.0569,0.3558,✅ NORMAL,—,To_validate,
ml17_280a_0141_part24.wav,24,2:00,0.0568,0.3492,✅ NORMAL,—,Anomaly,
ml17_280a_0139_part21.wav,21,1:45,0.0568,0.3467,✅ NORMAL,—,To_validate,
ml17_280a_0095_part42.wav,42,3:30,0.0568,0.2802,✅ NORMAL,—,To_validate,
ml17_280a_0167_part40.wav,40,3:20,0.0568,0.3038,✅ NORMAL,—,Void,
ml17_280a_0039_part61.wav,61,5:05,0.0567,0.2808,✅ NORMAL,—,To_validate,
ml17_280a_0166_part20.wav,20,1:40,0.0567,0.3315,✅ NORMAL,—,To_validate,
ml17_280a_0027_part11.wav,11,0:55,0.0566,0.3554,✅ NORMAL,—,Anomaly,
ml17_280a_0155_part2.wav,2,0:10,0.0565,0.2923,✅ NORMAL,—,To_validate,
ml17_280a_0037_part36.wav,36,3:00,0.0564,0.3365,✅ NORMAL,—,To_validate,
ml17_280a_0068_part9.wav,9,0:45,0.0563,0.3569,✅ NORMAL,—,Anomaly,
ml17_280a_0066_part2.wav,2,0:10,0.0563,0.2874,✅ NORMAL,—,To_validate,
ml17_280a_0133_part1.wav,1,0:05,0.0562,0.2956,✅ NORMAL,—,To_validate,
