filename,chunk_idx,time_start_s,time_end_s,time_start_min,time_end_min,label,score_lof,score_gaussian,pred_lof_p90,pred_gauss_p90,pred_lof_ms2,pred_gauss_ms2
ml17_280a_0093_chunk0000.wav,0,0.0,5.0,0.0,0.083,0,1.3599825,1609.6624,1,1,1,1
ml17_280a_0093_chunk0001.wav,1,5.0,10.0,0.083,0.167,0,1.147526,1232.0181,1,1,0,0
ml17_280a_0093_chunk0002.wav,2,10.0,15.0,0.167,0.25,0,1.4593904,1808.9702,1,1,1,1
ml17_280a_0093_chunk0003.wav,3,15.0,20.0,0.25,0.333,0,1.1757872,1292.0176,1,1,0,1
ml17_280a_0093_chunk0004.wav,4,20.0,25.0,0.333,0.417,0,1.0483773,1087.4424,0,1,0,0
ml17_280a_0093_chunk0005.wav,5,25.0,30.0,0.417,0.5,0,1.0443488,1039.2806,0,0,0,0
ml17_280a_0093_chunk0006.wav,6,30.0,35.0,0.5,0.583,0,1.0090276,866.56433,0,0,0,0
ml17_280a_0093_chunk0007.wav,7,35.0,40.0,0.583,0.667,0,1.0078963,922.881,0,0,0,0
ml17_280a_0093_chunk0008.wav,8,40.0,45.0,0.667,0.75,0,1.0233945,928.2102,0,0,0,0
ml17_280a_0093_chunk0009.wav,9,45.0,50.0,0.75,0.833,0,1.0158975,955.2067,0,0,0,0
ml17_280a_0093_chunk0010.wav,10,50.0,55.0,0.833,0.917,0,1.0214251,950.9678,0,0,0,0
ml17_280a_0093_chunk0011.wav,11,55.0,60.0,0.917,1.0,0,0.9910034,793.8087,0,0,0,0
ml17_280a_0093_chunk0012.wav,12,60.0,65.0,1.0,1.083,0,1.0002992,735.66016,0,0,0,0
ml17_280a_0093_chunk0013.wav,13,65.0,70.0,1.083,1.167,0,1.0062964,981.73395,0,0,0,0
ml17_280a_0093_chunk0014.wav,14,70.0,75.0,1.167,1.25,0,1.0033423,840.8451,0,0,0,0
ml17_280a_0093_chunk0015.wav,15,75.0,80.0,1.25,1.333,0,0.99347526,762.81696,0,0,0,0
ml17_280a_0093_chunk0016.wav,16,80.0,85.0,1.333,1.417,0,0.9881557,722.8683,0,0,0,0
ml17_280a_0093_chunk0017.wav,17,85.0,90.0,1.417,1.5,0,0.98691195,898.7755,0,0,0,0
ml17_280a_0093_chunk0018.wav,18,90.0,95.0,1.5,1.583,0,0.98209256,840.13135,0,0,0,0
ml17_280a_0093_chunk0019.wav,19,95.0,100.0,1.583,1.667,0,0.9977819,990.3467,0,0,0,0
ml17_280a_0093_chunk0020.wav,20,100.0,105.0,1.667,1.75,0,1.0118759,1209.7905,0,1,0,0
ml17_280a_0093_chunk0021.wav,21,105.0,110.0,1.75,1.833,0,0.9733286,781.23,0,0,0,0
ml17_280a_0093_chunk0022.wav,22,110.0,115.0,1.833,1.917,0,1.0129323,1115.7211,0,1,0,0
ml17_280a_0093_chunk0023.wav,23,115.0,120.0,1.917,2.0,0,1.0158727,971.9499,0,0,0,0
ml17_280a_0093_chunk0024.wav,24,120.0,125.0,2.0,2.083,0,1.0077678,858.2053,0,0,0,0
ml17_280a_0093_chunk0025.wav,25,125.0,130.0,2.083,2.167,0,0.9669525,704.68787,0,0,0,0
ml17_280a_0093_chunk0026.wav,26,130.0,135.0,2.167,2.25,0,1.0283127,1044.0182,0,0,0,0
ml17_280a_0093_chunk0027.wav,27,135.0,140.0,2.25,2.333,0,0.99137753,929.93616,0,0,0,0
ml17_280a_0093_chunk0028.wav,28,140.0,145.0,2.333,2.417,0,0.97694826,890.8794,0,0,0,0
ml17_280a_0093_chunk0029.wav,29,145.0,150.0,2.417,2.5,0,1.0191112,1067.8315,0,1,0,0
ml17_280a_0093_chunk0030.wav,30,150.0,155.0,2.5,2.583,0,0.9862318,835.34424,0,0,0,0
ml17_280a_0093_chunk0031.wav,31,155.0,160.0,2.583,2.667,0,0.9868908,824.1173,0,0,0,0
ml17_280a_0093_chunk0032.wav,32,160.0,165.0,2.667,2.75,0,0.9950611,935.21545,0,0,0,0
