filename,chunk_idx,time_start_s,time_end_s,time_start_min,time_end_min,label,score_lof,score_gaussian,pred_lof_p90,pred_gauss_p90,pred_lof_ms2,pred_gauss_ms2
ml17_280a_0052_chunk0000.wav,0,0.0,5.0,0.0,0.083,0,1.2723436,1930.5087,1,1,1,1
ml17_280a_0052_chunk0001.wav,1,5.0,10.0,0.083,0.167,0,1.2490691,1717.009,1,1,1,1
ml17_280a_0052_chunk0002.wav,2,10.0,15.0,0.167,0.25,0,1.0573503,1039.7592,0,0,0,0
ml17_280a_0052_chunk0003.wav,3,15.0,20.0,0.25,0.333,0,1.0775679,1031.8684,0,0,0,0
ml17_280a_0052_chunk0004.wav,4,20.0,25.0,0.333,0.417,0,1.060791,1027.2848,0,0,0,0
ml17_280a_0052_chunk0005.wav,5,25.0,30.0,0.417,0.5,0,1.2042162,1658.831,1,1,1,1
ml17_280a_0052_chunk0006.wav,6,30.0,35.0,0.5,0.583,0,1.0266196,759.5107,0,0,0,0
ml17_280a_0052_chunk0007.wav,7,35.0,40.0,0.583,0.667,0,1.098205,1216.4244,0,0,0,0
ml17_280a_0052_chunk0008.wav,8,40.0,45.0,0.667,0.75,0,1.1169934,1279.437,1,1,0,0
ml17_280a_0052_chunk0009.wav,9,45.0,50.0,0.75,0.833,0,1.0581853,970.85254,0,0,0,0
ml17_280a_0052_chunk0010.wav,10,50.0,55.0,0.833,0.917,0,1.0502474,810.5069,0,0,0,0
ml17_280a_0052_chunk0011.wav,11,55.0,60.0,0.917,1.0,0,1.1109859,1337.1724,1,1,0,0
ml17_280a_0052_chunk0012.wav,12,60.0,65.0,1.0,1.083,0,1.0219554,722.613,0,0,0,0
ml17_280a_0052_chunk0013.wav,13,65.0,70.0,1.083,1.167,0,1.0111065,574.3664,0,0,0,0
ml17_280a_0052_chunk0014.wav,14,70.0,75.0,1.167,1.25,0,1.0163811,558.2715,0,0,0,0
ml17_280a_0052_chunk0015.wav,15,75.0,80.0,1.25,1.333,0,1.0047395,456.43637,0,0,0,0
ml17_280a_0052_chunk0016.wav,16,80.0,85.0,1.333,1.417,0,1.0392426,675.24,0,0,0,0
ml17_280a_0052_chunk0017.wav,17,85.0,90.0,1.417,1.5,0,1.0212553,767.4487,0,0,0,0
ml17_280a_0052_chunk0018.wav,18,90.0,95.0,1.5,1.583,0,0.9998267,562.45514,0,0,0,0
ml17_280a_0052_chunk0019.wav,19,95.0,100.0,1.583,1.667,0,1.0083274,611.5913,0,0,0,0
ml17_280a_0052_chunk0020.wav,20,100.0,105.0,1.667,1.75,0,0.9829513,334.76562,0,0,0,0
ml17_280a_0052_chunk0021.wav,21,105.0,110.0,1.75,1.833,0,1.0565281,1027.4967,0,0,0,0
ml17_280a_0052_chunk0022.wav,22,110.0,115.0,1.833,1.917,0,0.9729867,289.8554,0,0,0,0
ml17_280a_0052_chunk0023.wav,23,115.0,120.0,1.917,2.0,0,0.9826336,383.5882,0,0,0,0
ml17_280a_0052_chunk0024.wav,24,120.0,125.0,2.0,2.083,0,1.0010116,566.53845,0,0,0,0
ml17_280a_0052_chunk0025.wav,25,125.0,130.0,2.083,2.167,0,1.1071744,1002.73157,0,0,0,0
ml17_280a_0052_chunk0026.wav,26,130.0,135.0,2.167,2.25,0,1.0061992,616.587,0,0,0,0
ml17_280a_0052_chunk0027.wav,27,135.0,140.0,2.25,2.333,0,0.9844559,557.8916,0,0,0,0
ml17_280a_0052_chunk0028.wav,28,140.0,145.0,2.333,2.417,0,1.020345,733.01575,0,0,0,0
ml17_280a_0052_chunk0029.wav,29,145.0,150.0,2.417,2.5,0,0.9698725,367.633,0,0,0,0
ml17_280a_0052_chunk0030.wav,30,150.0,155.0,2.5,2.583,0,0.96980685,317.9876,0,0,0,0
ml17_280a_0052_chunk0031.wav,31,155.0,160.0,2.583,2.667,0,0.9769007,359.59415,0,0,0,0
ml17_280a_0052_chunk0032.wav,32,160.0,165.0,2.667,2.75,0,0.98693407,372.12827,0,0,0,0
ml17_280a_0052_chunk0033.wav,33,165.0,170.0,2.75,2.833,0,0.98771334,544.10815,0,0,0,0
ml17_280a_0052_chunk0034.wav,34,170.0,175.0,2.833,2.917,0,0.99510133,695.0123,0,0,0,0
ml17_280a_0052_chunk0035.wav,35,175.0,180.0,2.917,3.0,0,1.093231,988.5848,0,0,0,0
ml17_280a_0052_chunk0036.wav,36,180.0,185.0,3.0,3.083,0,0.9760785,445.8855,0,0,0,0
ml17_280a_0052_chunk0037.wav,37,185.0,190.0,3.083,3.167,0,0.98136485,483.80072,0,0,0,0
ml17_280a_0052_chunk0038.wav,38,190.0,195.0,3.167,3.25,0,1.034447,846.42346,0,0,0,0
ml17_280a_0052_chunk0039.wav,39,195.0,200.0,3.25,3.333,0,0.98464644,306.08795,0,0,0,0
ml17_280a_0052_chunk0040.wav,40,200.0,205.0,3.333,3.417,0,1.0818,879.37036,0,0,0,0
ml17_280a_0052_chunk0041.wav,41,205.0,210.0,3.417,3.5,0,0.98883116,348.8778,0,0,0,0
ml17_280a_0052_chunk0042.wav,42,210.0,215.0,3.5,3.583,0,0.9921031,507.1025,0,0,0,0
ml17_280a_0052_chunk0043.wav,43,215.0,220.0,3.583,3.667,0,0.9910742,350.1942,0,0,0,0
ml17_280a_0052_chunk0044.wav,44,220.0,225.0,3.667,3.75,0,1.2052257,1394.227,1,1,1,0
