Source Audio,Part,Début (sec),Début (min:sec),Distance,Status,Listening, ,
ml18_294b_0013_part4.wav,4,20,0:20,0.2,RAS,,,ml18_294b_00130004
ml18_294b_0013_part5.wav,5,25,0:25,0.2272,RAS,,,ml18_294b_00130005
ml18_294b_0013_part6.wav,6,30,0:30,0.1211,RAS,,,ml18_294b_00130006
ml18_294b_0013_part7.wav,7,35,0:35,0.1313,RAS,,,ml18_294b_00130007
ml18_294b_0013_part8.wav,8,40,0:40,0.0961,RAS,,,ml18_294b_00130008
ml18_294b_0013_part9.wav,9,45,0:45,0.1268,RAS,,,ml18_294b_00130009
ml18_294b_0013_part10.wav,10,50,0:50,0.1356,RAS,,,ml18_294b_00130010
ml18_294b_0013_part11.wav,11,55,0:55,0.1857,RAS,,,ml18_294b_00130011
ml18_294b_0013_part12.wav,12,60,1:00,0.1566,RAS,,,ml18_294b_00130012
ml18_294b_0013_part13.wav,13,65,1:05,0.12,RAS,,,ml18_294b_00130013
ml18_294b_0013_part14.wav,14,70,1:10,0.1596,RAS,,,ml18_294b_00130014
ml18_294b_0013_part15.wav,15,75,1:15,0.1465,RAS,,,ml18_294b_00130015
ml18_294b_0013_part16.wav,16,80,1:20,0.1351,RAS,,,ml18_294b_00130016
ml18_294b_0013_part17.wav,17,85,1:25,0.1596,RAS,,,ml18_294b_00130017
ml18_294b_0013_part18.wav,18,90,1:30,0.1321,RAS,,,ml18_294b_00130018
ml18_294b_0013_part19.wav,19,95,1:35,0.1514,RAS,,,ml18_294b_00130019
ml18_294b_0013_part20.wav,20,100,1:40,0.1265,RAS,,,ml18_294b_00130020
ml18_294b_0013_part21.wav,21,105,1:45,0.1683,RAS,,,ml18_294b_00130021
ml18_294b_0013_part22.wav,22,110,1:50,0.1408,RAS,,,ml18_294b_00130022
ml18_294b_0013_part23.wav,23,115,1:55,0.1685,RAS,,,ml18_294b_00130023
ml18_294b_0013_part24.wav,24,120,2:00,0.1235,RAS,,,ml18_294b_00130024
ml18_294b_0013_part25.wav,25,125,2:05,0.1349,RAS,,,ml18_294b_00130025
ml18_294b_0013_part26.wav,26,130,2:10,0.1543,RAS,,,ml18_294b_00130026
ml18_294b_0013_part27.wav,27,135,2:15,0.1728,RAS,,,ml18_294b_00130027
ml18_294b_0013_part28.wav,28,140,2:20,0.2262,RAS,,,ml18_294b_00130028
ml18_294b_0013_part29.wav,29,145,2:25,0.1584,RAS,,,ml18_294b_00130029
ml18_294b_0013_part30.wav,30,150,2:30,0.1153,RAS,,,ml18_294b_00130030
ml18_294b_0013_part31.wav,31,155,2:35,0.169,RAS,,,ml18_294b_00130031
ml18_294b_0013_part32.wav,32,160,2:40,0.2057,RAS,,,ml18_294b_00130032
ml18_294b_0013_part33.wav,33,165,2:45,0.1164,RAS,,,ml18_294b_00130033
ml18_294b_0013_part34.wav,34,170,2:50,0.1343,RAS,,,ml18_294b_00130034
ml18_294b_0013_part35.wav,35,175,2:55,0.1358,RAS,,,ml18_294b_00130035
ml18_294b_0013_part36.wav,36,180,3:00,0.1836,RAS,,,ml18_294b_00130036
ml18_294b_0013_part37.wav,37,185,3:05,0.1674,RAS,,,ml18_294b_00130037
ml18_294b_0013_part38.wav,38,190,3:10,0.1932,RAS,,,ml18_294b_00130038
ml18_294b_0013_part39.wav,39,195,3:15,0.1464,RAS,,,ml18_294b_00130039
ml18_294b_0013_part40.wav,40,200,3:20,0.2353,RAS,,,ml18_294b_00130040
ml18_294b_0013_part41.wav,41,205,3:25,0.1248,RAS,,,ml18_294b_00130041
ml18_294b_0013_part42.wav,42,210,3:30,0.141,RAS,,,ml18_294b_00130042
ml18_294b_0013_part43.wav,43,215,3:35,0.1943,RAS,,,ml18_294b_00130043
ml18_294b_0013_part44.wav,44,220,3:40,0.2192,RAS,,,ml18_294b_00130044
ml18_294b_0013_part45.wav,45,225,3:45,0.1554,RAS,,,ml18_294b_00130045
ml18_294b_0013_part46.wav,46,230,3:50,0.1344,RAS,,,ml18_294b_00130046
ml18_294b_0013_part47.wav,47,235,3:55,0.1991,RAS,,,ml18_294b_00130047
ml18_294b_0013_part48.wav,48,240,4:00,0.1466,RAS,,,ml18_294b_00130048
ml18_294b_0013_part49.wav,49,245,4:05,0.1861,RAS,,,ml18_294b_00130049
ml18_294b_0013_part50.wav,50,250,4:10,0.1377,RAS,,,ml18_294b_00130050
ml18_294b_0013_part51.wav,51,255,4:15,0.2578,ANOMALIE,,,ml18_294b_00130051
ml18_294b_0013_part52.wav,52,260,4:20,0.1796,RAS,,,ml18_294b_00130052
ml18_294b_0013_part53.wav,53,265,4:25,0.1585,RAS,,,ml18_294b_00130053
ml18_294b_0013_part54.wav,54,270,4:30,0.2151,RAS,,,ml18_294b_00130054
ml18_294b_0013_part55.wav,55,275,4:35,0.1358,RAS,,,ml18_294b_00130055
ml18_294b_0013_part56.wav,56,280,4:40,0.1233,RAS,,,ml18_294b_00130056
ml18_294b_0013_part57.wav,57,285,4:45,0.1309,RAS,,,ml18_294b_00130057
ml18_294b_0013_part58.wav,58,290,4:50,0.14,RAS,,,ml18_294b_00130058
ml18_294b_0013_part59.wav,59,295,4:55,0.1461,RAS,,,ml18_294b_00130059
ml18_294b_0013_part60.wav,60,300,5:00,0.1144,RAS,,,ml18_294b_00130060
ml18_294b_0013_part61.wav,61,305,5:05,0.1633,RAS,,,ml18_294b_00130061
ml18_294b_0013_part62.wav,62,310,5:10,0.1377,RAS,,,ml18_294b_00130062
ml18_294b_0013_part63.wav,63,315,5:15,0.2073,RAS,,,ml18_294b_00130063
ml18_294b_0013_part64.wav,64,320,5:20,0.1301,RAS,,,ml18_294b_00130064
ml18_294b_0013_part65.wav,65,325,5:25,0.1772,RAS,,,ml18_294b_00130065
ml18_294b_0013_part66.wav,66,330,5:30,0.1585,RAS,,,ml18_294b_00130066
ml18_294b_0013_part67.wav,67,335,5:35,0.1354,RAS,,,ml18_294b_00130067
ml18_294b_0013_part68.wav,68,340,5:40,0.1701,RAS,,,ml18_294b_00130068
ml18_294b_0013_part69.wav,69,345,5:45,0.133,RAS,,,ml18_294b_00130069
ml18_294b_0013_part70.wav,70,350,5:50,0.1512,RAS,,,ml18_294b_00130070
ml18_294b_0013_part71.wav,71,355,5:55,0.1431,RAS,,,ml18_294b_00130071
ml18_294b_0013_part72.wav,72,360,6:00,0.1159,RAS,,,ml18_294b_00130072
ml18_294b_0013_part73.wav,73,365,6:05,0.2354,RAS,,,ml18_294b_00130073
ml18_294b_0013_part74.wav,74,370,6:10,0.141,RAS,,,ml18_294b_00130074
ml18_294b_0013_part75.wav,75,375,6:15,0.2017,RAS,,,ml18_294b_00130075
ml18_294b_0013_part76.wav,76,380,6:20,0.2462,RAS,,,ml18_294b_00130076
ml18_294b_0013_part77.wav,77,385,6:25,0.2141,RAS,,,ml18_294b_00130077
ml18_294b_0013_part78.wav,78,390,6:30,0.2403,RAS,,,ml18_294b_00130078
ml18_294b_0013_part79.wav,79,395,6:35,0.1083,RAS,,,ml18_294b_00130079
ml18_294b_0013_part80.wav,80,400,6:40,0.1844,RAS,,,ml18_294b_00130080
ml18_294b_0013_part81.wav,81,405,6:45,0.1925,RAS,,,ml18_294b_00130081
ml18_294b_0013_part82.wav,82,410,6:50,0.1923,RAS,,,ml18_294b_00130082
ml18_294b_0013_part83.wav,83,415,6:55,0.1142,RAS,,,ml18_294b_00130083
ml18_294b_0013_part84.wav,84,420,7:00,0.3548,ANOMALIE,,,ml18_294b_00130084
ml18_294b_0013_part85.wav,85,425,7:05,0.2201,RAS,,,ml18_294b_00130085
ml18_294b_0013_part86.wav,86,430,7:10,0.1423,RAS,,,ml18_294b_00130086
ml18_294b_0013_part87.wav,87,435,7:15,0.1217,RAS,,,ml18_294b_00130087
ml18_294b_0013_part88.wav,88,440,7:20,0.1074,RAS,,,ml18_294b_00130088
ml18_294b_0013_part89.wav,89,445,7:25,0.1659,RAS,,,ml18_294b_00130089
ml18_294b_0013_part90.wav,90,450,7:30,0.1475,RAS,,,ml18_294b_00130090
ml18_294b_0013_part91.wav,91,455,7:35,0.2355,RAS,,,ml18_294b_00130091
ml18_294b_0013_part92.wav,92,460,7:40,0.1964,RAS,,,ml18_294b_00130092
ml18_294b_0013_part93.wav,93,465,7:45,0.1617,RAS,,,ml18_294b_00130093
ml18_294b_0013_part94.wav,94,470,7:50,0.1042,RAS,,,ml18_294b_00130094
ml18_294b_0013_part95.wav,95,475,7:55,0.1301,RAS,,,ml18_294b_00130095
ml18_294b_0013_part96.wav,96,480,8:00,0.1654,RAS,,,ml18_294b_00130096
ml18_294b_0042_part0.wav,0,0,0:00,0.1687,RAS,,,ml18_294b_00420000
ml18_294b_0042_part1.wav,1,5,0:05,0.1233,RAS,,,ml18_294b_00420001
ml18_294b_0042_part2.wav,2,10,0:10,0.1425,RAS,,,ml18_294b_00420002
ml18_294b_0042_part3.wav,3,15,0:15,0.1198,RAS,,,ml18_294b_00420003
ml18_294b_0042_part4.wav,4,20,0:20,0.2202,RAS,,,ml18_294b_00420004
ml18_294b_0042_part5.wav,5,25,0:25,0.1251,RAS,,,ml18_294b_00420005
ml18_294b_0042_part6.wav,6,30,0:30,0.1282,RAS,,,ml18_294b_00420006
ml18_294b_0042_part7.wav,7,35,0:35,0.1275,RAS,,,ml18_294b_00420007
ml18_294b_0042_part8.wav,8,40,0:40,0.2725,ANOMALIE,,,ml18_294b_00420008
ml18_294b_0042_part9.wav,9,45,0:45,0.1311,RAS,,,ml18_294b_00420009
ml18_294b_0042_part10.wav,10,50,0:50,0.1529,RAS,,,ml18_294b_00420010
ml18_294b_0042_part11.wav,11,55,0:55,0.1191,RAS,,,ml18_294b_00420011
ml18_294b_0042_part12.wav,12,60,1:00,0.1134,RAS,,,ml18_294b_00420012
ml18_294b_0042_part13.wav,13,65,1:05,0.143,RAS,,,ml18_294b_00420013
ml18_294b_0042_part14.wav,14,70,1:10,0.1565,RAS,,,ml18_294b_00420014
ml18_294b_0042_part15.wav,15,75,1:15,0.1832,RAS,,,ml18_294b_00420015
ml18_294b_0042_part16.wav,16,80,1:20,0.1505,RAS,,,ml18_294b_00420016
ml18_294b_0042_part17.wav,17,85,1:25,0.1108,RAS,,,ml18_294b_00420017
ml18_294b_0042_part18.wav,18,90,1:30,0.1538,RAS,,,ml18_294b_00420018
ml18_294b_0042_part19.wav,19,95,1:35,0.1181,RAS,,,ml18_294b_00420019
ml18_294b_0042_part20.wav,20,100,1:40,0.127,RAS,,,ml18_294b_00420020
ml18_294b_0042_part21.wav,21,105,1:45,0.1684,RAS,,,ml18_294b_00420021
ml18_294b_0042_part22.wav,22,110,1:50,0.1018,RAS,,,ml18_294b_00420022
ml18_294b_0042_part23.wav,23,115,1:55,0.1072,RAS,,,ml18_294b_00420023
ml18_294b_0042_part24.wav,24,120,2:00,0.1481,RAS,,,ml18_294b_00420024
ml18_294b_0042_part25.wav,25,125,2:05,0.1203,RAS,,,ml18_294b_00420025
ml18_294b_0042_part26.wav,26,130,2:10,0.1633,RAS,,,ml18_294b_00420026
ml18_294b_0042_part27.wav,27,135,2:15,0.1524,RAS,,,ml18_294b_00420027
ml18_294b_0042_part28.wav,28,140,2:20,0.1483,RAS,,,ml18_294b_00420028
ml18_294b_0042_part29.wav,29,145,2:25,0.1318,RAS,,,ml18_294b_00420029
ml18_294b_0042_part30.wav,30,150,2:30,0.1269,RAS,,,ml18_294b_00420030
ml18_294b_0042_part31.wav,31,155,2:35,0.1204,RAS,,,ml18_294b_00420031
ml18_294b_0042_part32.wav,32,160,2:40,0.1237,RAS,,,ml18_294b_00420032
ml18_294b_0042_part33.wav,33,165,2:45,0.1102,RAS,,,ml18_294b_00420033
ml18_294b_0042_part34.wav,34,170,2:50,0.126,RAS,,,ml18_294b_00420034
ml18_294b_0042_part35.wav,35,175,2:55,0.1378,RAS,,,ml18_294b_00420035
ml18_294b_0042_part36.wav,36,180,3:00,0.2059,RAS,,,ml18_294b_00420036
ml18_294b_0042_part37.wav,37,185,3:05,0.0993,RAS,,,ml18_294b_00420037
ml18_294b_0042_part38.wav,38,190,3:10,0.1308,RAS,,,ml18_294b_00420038
ml18_294b_0042_part39.wav,39,195,3:15,0.1141,RAS,,,ml18_294b_00420039
ml18_294b_0042_part40.wav,40,200,3:20,0.1274,RAS,,,ml18_294b_00420040
ml18_294b_0042_part41.wav,41,205,3:25,0.1556,RAS,,,ml18_294b_00420041
ml18_294b_0042_part42.wav,42,210,3:30,0.1599,RAS,,,ml18_294b_00420042
ml18_294b_0042_part43.wav,43,215,3:35,0.1693,RAS,,,ml18_294b_00420043
ml18_294b_0042_part44.wav,44,220,3:40,0.1287,RAS,,,ml18_294b_00420044
ml18_294b_0042_part45.wav,45,225,3:45,0.1372,RAS,,,ml18_294b_00420045
ml18_294b_0042_part46.wav,46,230,3:50,0.1398,RAS,,,ml18_294b_00420046
ml18_294b_0042_part47.wav,47,235,3:55,0.1185,RAS,,,ml18_294b_00420047
ml18_294b_0042_part48.wav,48,240,4:00,0.1212,RAS,,,ml18_294b_00420048
ml18_294b_0042_part49.wav,49,245,4:05,0.1046,RAS,,,ml18_294b_00420049
ml18_294b_0042_part50.wav,50,250,4:10,0.1182,RAS,,,ml18_294b_00420050
ml18_294b_0042_part51.wav,51,255,4:15,0.161,RAS,,,ml18_294b_00420051
ml18_294b_0076_part0.wav,0,0,0:00,0.1529,RAS,,,ml18_294b_00760000
ml18_294b_0076_part1.wav,1,5,0:05,0.2285,RAS,,,ml18_294b_00760001
ml18_294b_0076_part2.wav,2,10,0:10,0.1086,RAS,,,ml18_294b_00760002
ml18_294b_0076_part3.wav,3,15,0:15,0.1509,RAS,,,ml18_294b_00760003
ml18_294b_0076_part4.wav,4,20,0:20,0.1605,RAS,,,ml18_294b_00760004
ml18_294b_0076_part5.wav,5,25,0:25,0.1348,RAS,,,ml18_294b_00760005
ml18_294b_0076_part6.wav,6,30,0:30,0.1481,RAS,,,ml18_294b_00760006
ml18_294b_0076_part7.wav,7,35,0:35,0.1351,RAS,,,ml18_294b_00760007
ml18_294b_0076_part8.wav,8,40,0:40,0.1285,RAS,,,ml18_294b_00760008
ml18_294b_0076_part9.wav,9,45,0:45,0.1453,RAS,,,ml18_294b_00760009
ml18_294b_0076_part10.wav,10,50,0:50,0.1224,RAS,,,ml18_294b_00760010
ml18_294b_0076_part11.wav,11,55,0:55,0.1592,RAS,,,ml18_294b_00760011
ml18_294b_0076_part12.wav,12,60,1:00,0.137,RAS,,,ml18_294b_00760012
ml18_294b_0076_part13.wav,13,65,1:05,0.1231,RAS,,,ml18_294b_00760013
ml18_294b_0076_part14.wav,14,70,1:10,0.1103,RAS,,,ml18_294b_00760014
ml18_294b_0076_part15.wav,15,75,1:15,0.1227,RAS,,,ml18_294b_00760015
ml18_294b_0076_part16.wav,16,80,1:20,0.1668,RAS,,,ml18_294b_00760016
ml18_294b_0076_part17.wav,17,85,1:25,0.2018,RAS,,,ml18_294b_00760017
ml18_294b_0076_part18.wav,18,90,1:30,0.1136,RAS,,,ml18_294b_00760018
ml18_294b_0076_part19.wav,19,95,1:35,0.1121,RAS,,,ml18_294b_00760019
ml18_294b_0076_part20.wav,20,100,1:40,0.219,RAS,,,ml18_294b_00760020
ml18_294b_0076_part21.wav,21,105,1:45,0.1413,RAS,,,ml18_294b_00760021
ml18_294b_0076_part22.wav,22,110,1:50,0.1421,RAS,,,ml18_294b_00760022
ml18_294b_0076_part23.wav,23,115,1:55,0.1939,RAS,,,ml18_294b_00760023
ml18_294b_0076_part24.wav,24,120,2:00,0.1262,RAS,,,ml18_294b_00760024
ml18_294b_0076_part25.wav,25,125,2:05,0.1714,RAS,,,ml18_294b_00760025
ml18_294b_0076_part26.wav,26,130,2:10,0.1285,RAS,,,ml18_294b_00760026
ml18_294b_0076_part27.wav,27,135,2:15,0.1319,RAS,,,ml18_294b_00760027
ml18_294b_0076_part28.wav,28,140,2:20,0.1717,RAS,,,ml18_294b_00760028
ml18_294b_0076_part29.wav,29,145,2:25,0.1196,RAS,,,ml18_294b_00760029
ml18_294b_0076_part30.wav,30,150,2:30,0.1106,RAS,,,ml18_294b_00760030
ml18_294b_0076_part31.wav,31,155,2:35,0.1253,RAS,,,ml18_294b_00760031
ml18_294b_0076_part32.wav,32,160,2:40,0.1705,RAS,,,ml18_294b_00760032
ml18_294b_0076_part33.wav,33,165,2:45,0.1189,RAS,,,ml18_294b_00760033
ml18_294b_0076_part34.wav,34,170,2:50,0.1541,RAS,,,ml18_294b_00760034
ml18_294b_0076_part35.wav,35,175,2:55,0.1169,RAS,,,ml18_294b_00760035
ml18_294b_0076_part36.wav,36,180,3:00,0.1521,RAS,,,ml18_294b_00760036
ml18_294b_0076_part37.wav,37,185,3:05,0.1186,RAS,,,ml18_294b_00760037
ml18_294b_0076_part38.wav,38,190,3:10,0.1139,RAS,,,ml18_294b_00760038
ml18_294b_0076_part39.wav,39,195,3:15,0.1357,RAS,,,ml18_294b_00760039
ml18_294b_0076_part40.wav,40,200,3:20,0.1397,RAS,,,ml18_294b_00760040
ml18_294b_0076_part41.wav,41,205,3:25,0.0916,RAS,,,ml18_294b_00760041
ml18_294b_0076_part42.wav,42,210,3:30,0.1305,RAS,,,ml18_294b_00760042
ml18_294b_0076_part43.wav,43,215,3:35,0.1622,RAS,,,ml18_294b_00760043
ml18_294b_0076_part44.wav,44,220,3:40,0.1257,RAS,,,ml18_294b_00760044
ml18_294b_0076_part45.wav,45,225,3:45,0.121,RAS,,,ml18_294b_00760045
ml18_294b_0076_part46.wav,46,230,3:50,0.1254,RAS,,,ml18_294b_00760046
ml18_294b_0076_part47.wav,47,235,3:55,0.1036,RAS,,,ml18_294b_00760047
ml18_294b_0076_part48.wav,48,240,4:00,0.1822,RAS,,,ml18_294b_00760048
ml18_294b_0076_part49.wav,49,245,4:05,0.131,RAS,,,ml18_294b_00760049
ml18_294b_0076_part50.wav,50,250,4:10,0.1312,RAS,,,ml18_294b_00760050
ml18_294b_0076_part51.wav,51,255,4:15,0.1357,RAS,,,ml18_294b_00760051
ml18_294b_0076_part52.wav,52,260,4:20,0.1138,RAS,,,ml18_294b_00760052
ml18_294b_0076_part53.wav,53,265,4:25,0.196,RAS,,,ml18_294b_00760053
ml18_294b_0076_part54.wav,54,270,4:30,0.1556,RAS,,,ml18_294b_00760054
ml18_294b_0076_part55.wav,55,275,4:35,0.1057,RAS,,,ml18_294b_00760055
ml18_294b_0076_part56.wav,56,280,4:40,0.1291,RAS,,,ml18_294b_00760056
ml18_294b_0076_part57.wav,57,285,4:45,0.1668,RAS,,,ml18_294b_00760057
ml18_294b_0076_part58.wav,58,290,4:50,0.1408,RAS,,,ml18_294b_00760058
ml18_294b_0076_part59.wav,59,295,4:55,0.1552,RAS,,,ml18_294b_00760059
ml18_294b_0076_part60.wav,60,300,5:00,0.1324,RAS,,,ml18_294b_00760060
ml18_294b_0076_part61.wav,61,305,5:05,0.1284,RAS,,,ml18_294b_00760061
ml18_294b_0076_part62.wav,62,310,5:10,0.1287,RAS,,,ml18_294b_00760062
ml18_294b_0076_part63.wav,63,315,5:15,0.167,RAS,,,ml18_294b_00760063
ml18_294b_0076_part64.wav,64,320,5:20,0.1679,RAS,,,ml18_294b_00760064
ml18_294b_0076_part65.wav,65,325,5:25,0.1173,RAS,,,ml18_294b_00760065
ml18_294b_0076_part66.wav,66,330,5:30,0.162,RAS,,,ml18_294b_00760066
ml18_294b_0076_part67.wav,67,335,5:35,0.1457,RAS,,,ml18_294b_00760067
ml18_294b_0076_part68.wav,68,340,5:40,0.123,RAS,,,ml18_294b_00760068
ml18_294b_0076_part69.wav,69,345,5:45,0.1928,RAS,,,ml18_294b_00760069
ml18_294b_0076_part70.wav,70,350,5:50,0.2035,RAS,,,ml18_294b_00760070
ml18_294b_0076_part71.wav,71,355,5:55,0.1197,RAS,,,ml18_294b_00760071
ml18_294b_0076_part72.wav,72,360,6:00,0.1114,RAS,,,ml18_294b_00760072
ml18_294b_0076_part73.wav,73,365,6:05,0.1614,RAS,,,ml18_294b_00760073
ml18_294b_0076_part74.wav,74,370,6:10,0.1418,RAS,,,ml18_294b_00760074
ml18_294b_0076_part75.wav,75,375,6:15,0.1109,RAS,,,ml18_294b_00760075
ml18_294b_0076_part76.wav,76,380,6:20,0.1205,RAS,,,ml18_294b_00760076
ml18_294b_0076_part77.wav,77,385,6:25,0.1377,RAS,,,ml18_294b_00760077
ml18_294b_0076_part78.wav,78,390,6:30,0.0962,RAS,,,ml18_294b_00760078
