Source Audio,Part,Start(sec),Start (min:sec),Distance,Status,Human_validation,Comment
ml17_280a_0111_part25.wav,25,125,2:05,0.2303,Void,To_validate,
ml17_280a_0069_part10.wav,10,50,0:50,0.2302,Void,To_validate,
ml17_280a_0077_part48.wav,48,240,4:00,0.2302,Void,To_validate,
ml17_280a_0142_part3.wav,3,15,0:15,0.2302,Void,To_validate,
ml17_280a_0060_part23.wav,23,115,1:55,0.2302,Void,To_validate,
ml17_280a_0063_part44.wav,44,220,3:40,0.2302,Void,To_validate,
ml17_280a_0088_part15.wav,15,75,1:15,0.2301,Void,To_validate,
ml17_280a_0164_part43.wav,43,215,3:35,0.2301,Void,To_validate,
ml17_280a_0110_part24.wav,24,120,2:00,0.23,Void,To_validate,
ml17_280a_0053_part32.wav,32,160,2:40,0.23,Void,To_validate,
ml17_280a_0166_part34.wav,34,170,2:50,0.23,Void,To_validate,
ml17_280a_0068_part33.wav,33,165,2:45,0.23,Void,To_validate,
ml17_280a_0044_part36.wav,36,180,3:00,0.23,Void,To_validate,
ml17_280a_0055_part27.wav,27,135,2:15,0.23,Void,To_validate,
ml17_280a_0058_part19.wav,19,95,1:35,0.2299,Void,To_validate,
ml17_280a_0120_part42.wav,42,210,3:30,0.2299,Void,To_validate,
ml17_280a_0007_part48.wav,48,240,4:00,0.2299,Void,To_validate,
ml17_280a_0012_part0.wav,0,0,0:00,0.2299,Void,To_validate,
ml17_280a_0118_part8.wav,8,40,0:40,0.2299,Void,To_validate,
ml17_280a_0028_part18.wav,18,90,1:30,0.2299,Void,To_validate,
ml17_280a_0026_part13.wav,13,65,1:05,0.2298,Void,To_validate,
ml17_280a_0059_part18.wav,18,90,1:30,0.2298,Void,To_validate,
ml17_280a_0032_part36.wav,36,180,3:00,0.2298,Void,To_validate,
ml17_280a_0008_part58.wav,58,290,4:50,0.2298,Void,To_validate,
ml17_280a_0167_part39.wav,39,195,3:15,0.2297,Void,To_validate,
ml17_280a_0104_part43.wav,43,215,3:35,0.2297,Void,To_validate,
ml17_280a_0021_part13.wav,13,65,1:05,0.2296,Void,To_validate,
ml17_280a_0073_part28.wav,28,140,2:20,0.2296,Void,To_validate,
ml17_280a_0095_part16.wav,16,80,1:20,0.2296,Void,To_validate,
ml17_280a_0068_part2.wav,2,10,0:10,0.2296,Void,To_validate,
ml17_280a_0098_part37.wav,37,185,3:05,0.2296,Void,To_validate,
ml17_280a_0058_part56.wav,56,280,4:40,0.2296,Void,To_validate,
ml17_280a_0152_part21.wav,21,105,1:45,0.2296,Void,To_validate,
ml17_280a_0119_part4.wav,4,20,0:20,0.2296,Void,To_validate,
ml17_280a_0127_part11.wav,11,55,0:55,0.2296,Void,To_validate,
ml17_280a_0129_part42.wav,42,210,3:30,0.2295,Void,To_validate,
ml17_280a_0111_part19.wav,19,95,1:35,0.2295,Void,To_validate,
ml17_280a_0001_part12.wav,12,60,1:00,0.2295,Void,To_validate,
ml17_280a_0145_part28.wav,28,140,2:20,0.2295,Void,To_validate,
ml17_280a_0143_part12.wav,12,60,1:00,0.2295,Void,To_validate,
ml17_280a_0053_part57.wav,57,285,4:45,0.2294,Void,To_validate,
ml17_280a_0038_part17.wav,17,85,1:25,0.2294,Void,To_validate,
ml17_280a_0055_part42.wav,42,210,3:30,0.2294,Void,To_validate,
ml17_280a_0110_part8.wav,8,40,0:40,0.2294,Void,To_validate,
ml17_280a_0011_part19.wav,19,95,1:35,0.2293,Void,To_validate,
ml17_280a_0122_part6.wav,6,30,0:30,0.2293,Void,To_validate,
ml17_280a_0093_part0.wav,0,0,0:00,0.2293,Void,To_validate,
ml17_280a_0091_part27.wav,27,135,2:15,0.2293,Void,To_validate,
ml17_280a_0090_part22.wav,22,110,1:50,0.2293,Void,To_validate,
ml17_280a_0167_part44.wav,44,220,3:40,0.2293,Void,To_validate,
ml17_280a_0057_part46.wav,46,230,3:50,0.2292,Void,To_validate,
ml17_280a_0142_part46.wav,46,230,3:50,0.2292,Void,To_validate,
ml17_280a_0055_part10.wav,10,50,0:50,0.2292,Void,To_validate,
ml17_280a_0111_part27.wav,27,135,2:15,0.2291,Void,To_validate,
ml17_280a_0032_part5.wav,5,25,0:25,0.2291,Void,To_validate,
ml17_280a_0088_part20.wav,20,100,1:40,0.2291,Void,To_validate,
ml17_280a_0104_part55.wav,55,275,4:35,0.2291,Void,To_validate,
ml17_280a_0145_part55.wav,55,275,4:35,0.2291,Void,To_validate,
ml17_280a_0029_part39.wav,39,195,3:15,0.229,Void,To_validate,
ml17_280a_0013_part12.wav,12,60,1:00,0.229,Void,To_validate,
ml17_280a_0038_part22.wav,22,110,1:50,0.229,Void,To_validate,
ml17_280a_0031_part7.wav,7,35,0:35,0.229,Void,To_validate,
ml17_280a_0064_part9.wav,9,45,0:45,0.2289,Void,To_validate,
ml17_280a_0160_part2.wav,2,10,0:10,0.2289,Void,To_validate,
ml17_280a_0084_part39.wav,39,195,3:15,0.2289,Void,To_validate,
ml17_280a_0070_part43.wav,43,215,3:35,0.2288,Void,To_validate,
ml17_280a_0023_part60.wav,60,300,5:00,0.2288,Void,To_validate,
ml17_280a_0101_part12.wav,12,60,1:00,0.2287,Void,To_validate,
ml17_280a_0034_part35.wav,35,175,2:55,0.2287,Void,To_validate,
ml17_280a_0058_part7.wav,7,35,0:35,0.2286,Void,To_validate,
ml17_280a_0032_part26.wav,26,130,2:10,0.2286,Void,To_validate,
ml17_280a_0142_part42.wav,42,210,3:30,0.2286,Void,To_validate,
ml17_280a_0140_part4.wav,4,20,0:20,0.2286,Void,To_validate,
ml17_280a_0135_part8.wav,8,40,0:40,0.2285,Void,To_validate,
ml17_280a_0091_part16.wav,16,80,1:20,0.2285,Void,To_validate,
ml17_280a_0034_part61.wav,61,305,5:05,0.2285,Void,To_validate,
ml17_280a_0031_part49.wav,49,245,4:05,0.2284,Void,To_validate,
ml17_280a_0021_part31.wav,31,155,2:35,0.2284,Void,To_validate,
ml17_280a_0002_part9.wav,9,45,0:45,0.2284,Void,To_validate,
ml17_280a_0090_part23.wav,23,115,1:55,0.2284,Void,To_validate,
ml17_280a_0164_part11.wav,11,55,0:55,0.2284,Void,To_validate,
ml17_280a_0022_part66.wav,66,330,5:30,0.2283,Void,To_validate,
ml17_280a_0002_part23.wav,23,115,1:55,0.2283,Void,To_validate,
ml17_280a_0006_part45.wav,45,225,3:45,0.2283,Void,To_validate,
ml17_280a_0035_part63.wav,63,315,5:15,0.2283,Void,To_validate,
ml17_280a_0164_part20.wav,20,100,1:40,0.2283,Void,To_validate,
ml17_280a_0068_part5.wav,5,25,0:25,0.2283,Void,To_validate,
ml17_280a_0092_part5.wav,5,25,0:25,0.2283,Void,To_validate,
ml17_280a_0142_part32.wav,32,160,2:40,0.2283,Void,To_validate,
ml17_280a_0090_part14.wav,14,70,1:10,0.2283,Void,To_validate,
ml17_280a_0015_part1.wav,1,5,0:05,0.2282,Void,To_validate,
ml17_280a_0118_part47.wav,47,235,3:55,0.2282,Void,To_validate,
ml17_280a_0091_part12.wav,12,60,1:00,0.2282,Void,To_validate,
ml17_280a_0055_part55.wav,55,275,4:35,0.2282,Void,To_validate,
ml17_280a_0104_part36.wav,36,180,3:00,0.2281,Void,To_validate,
ml17_280a_0114_part66.wav,66,330,5:30,0.2281,Void,To_validate,
ml17_280a_0072_part44.wav,44,220,3:40,0.2281,Void,To_validate,
ml17_280a_0029_part51.wav,51,255,4:15,0.228,Void,To_validate,
ml17_280a_0005_part32.wav,32,160,2:40,0.228,Void,To_validate,
ml17_280a_0162_part19.wav,19,95,1:35,0.228,Void,To_validate,
ml17_280a_0103_part8.wav,8,40,0:40,0.228,Void,To_validate,
ml17_280a_0005_part57.wav,57,285,4:45,0.228,Void,To_validate,
ml17_280a_0080_part18.wav,18,90,1:30,0.228,Void,To_validate,
ml17_280a_0036_part54.wav,54,270,4:30,0.2279,Void,To_validate,
ml17_280a_0071_part25.wav,25,125,2:05,0.2279,Void,To_validate,
ml17_280a_0037_part5.wav,5,25,0:25,0.2279,Void,To_validate,
ml17_280a_0104_part8.wav,8,40,0:40,0.2279,Void,To_validate,
ml17_280a_0083_part50.wav,50,250,4:10,0.2279,Void,To_validate,
ml17_280a_0087_part38.wav,38,190,3:10,0.2278,Void,To_validate,
ml17_280a_0095_part5.wav,5,25,0:25,0.2278,Void,To_validate,
ml17_280a_0034_part1.wav,1,5,0:05,0.2278,Void,To_validate,
ml17_280a_0126_part38.wav,38,190,3:10,0.2278,Void,To_validate,
ml17_280a_0022_part61.wav,61,305,5:05,0.2278,Void,To_validate,
ml17_280a_0142_part57.wav,57,285,4:45,0.2278,Void,To_validate,
ml17_280a_0016_part1.wav,1,5,0:05,0.2277,Void,To_validate,
ml17_280a_0089_part58.wav,58,290,4:50,0.2277,Void,To_validate,
ml17_280a_0022_part43.wav,43,215,3:35,0.2276,Void,To_validate,
ml17_280a_0164_part31.wav,31,155,2:35,0.2276,Void,To_validate,
ml17_280a_0027_part22.wav,22,110,1:50,0.2276,Void,To_validate,
ml17_280a_0013_part7.wav,7,35,0:35,0.2276,Void,To_validate,
ml17_280a_0103_part30.wav,30,150,2:30,0.2275,Void,To_validate,
ml17_280a_0123_part9.wav,9,45,0:45,0.2274,Void,To_validate,
ml17_280a_0024_part9.wav,9,45,0:45,0.2274,Void,To_validate,
ml17_280a_0154_part31.wav,31,155,2:35,0.2273,Void,To_validate,
ml17_280a_0077_part2.wav,2,10,0:10,0.2273,Void,Void,
ml17_280a_0127_part21.wav,21,105,1:45,0.2273,Void,Void,
ml17_280a_0111_part0.wav,0,0,0:00,0.2273,Void,To_validate,
ml17_280a_0126_part42.wav,42,210,3:30,0.2273,Void,To_validate,
ml17_280a_0077_part29.wav,29,145,2:25,0.2273,Void,To_validate,
ml17_280a_0030_part7.wav,7,35,0:35,0.2273,Void,To_validate,
ml17_280a_0070_part28.wav,28,140,2:20,0.2273,Void,To_validate,
ml17_280a_0088_part14.wav,14,70,1:10,0.2272,Void,Void,
ml17_280a_0028_part44.wav,44,220,3:40,0.2272,Void,Void,
ml17_280a_0090_part10.wav,10,50,0:50,0.2272,Void,Void,
ml17_280a_0034_part30.wav,30,150,2:30,0.2272,Void,Void,
ml17_280a_0048_part47.wav,47,235,3:55,0.2272,Void,Void,
ml17_280a_0005_part20.wav,20,100,1:40,0.2271,Void,Void,
ml17_280a_0071_part56.wav,56,280,4:40,0.2271,Void,Void,
ml17_280a_0005_part53.wav,53,265,4:25,0.2271,Void,Anomaly,
ml17_280a_0011_part65.wav,65,325,5:25,0.2271,Void,Void,
ml17_280a_0072_part8.wav,8,40,0:40,0.227,Void,Anomaly,
ml17_280a_0055_part13.wav,13,65,1:05,0.227,Void,Void,
ml17_280a_0085_part48.wav,48,240,4:00,0.227,Void,Void,
ml17_280a_0096_part29.wav,29,145,2:25,0.227,Void,Anomaly,
ml17_280a_0011_part6.wav,6,30,0:30,0.2269,Void,Void,
ml17_280a_0130_part5.wav,5,25,0:25,0.2269,Void,Void,
ml17_280a_0077_part56.wav,56,280,4:40,0.2269,Void,Void,
ml17_280a_0032_part53.wav,53,265,4:25,0.2268,Void,Void,
ml17_280a_0013_part34.wav,34,170,2:50,0.2268,Void,To_validate,
ml17_280a_0110_part31.wav,31,155,2:35,0.2268,Void,To_validate,
ml17_280a_0021_part57.wav,57,285,4:45,0.2267,Void,To_validate,
ml17_280a_0055_part23.wav,23,115,1:55,0.2267,Void,To_validate,
ml17_280a_0032_part7.wav,7,35,0:35,0.2267,Void,To_validate,
ml17_280a_0164_part36.wav,36,180,3:00,0.2267,Void,To_validate,
ml17_280a_0071_part3.wav,3,15,0:15,0.2267,Void,To_validate,
ml17_280a_0140_part50.wav,50,250,4:10,0.2267,Void,To_validate,
ml17_280a_0027_part6.wav,6,30,0:30,0.2267,Void,To_validate,
ml17_280a_0006_part2.wav,2,10,0:10,0.2266,Void,To_validate,
ml17_280a_0011_part64.wav,64,320,5:20,0.2266,Void,To_validate,
ml17_280a_0007_part47.wav,47,235,3:55,0.2266,Void,To_validate,
ml17_280a_0163_part6.wav,6,30,0:30,0.2265,Void,To_validate,
ml17_280a_0034_part57.wav,57,285,4:45,0.2265,Void,To_validate,
ml17_280a_0053_part44.wav,44,220,3:40,0.2265,Void,To_validate,
ml17_280a_0012_part44.wav,44,220,3:40,0.2265,Void,To_validate,
ml17_280a_0036_part42.wav,42,210,3:30,0.2265,Void,To_validate,
ml17_280a_0117_part37.wav,37,185,3:05,0.2265,Void,To_validate,
ml17_280a_0094_part4.wav,4,20,0:20,0.2265,Void,To_validate,
ml17_280a_0032_part37.wav,37,185,3:05,0.2263,Void,To_validate,
ml17_280a_0083_part42.wav,42,210,3:30,0.2263,Void,To_validate,
ml17_280a_0019_part13.wav,13,65,1:05,0.2263,Void,To_validate,
ml17_280a_0012_part7.wav,7,35,0:35,0.2263,Void,To_validate,
ml17_280a_0117_part49.wav,49,245,4:05,0.2262,Void,To_validate,
ml17_280a_0087_part19.wav,19,95,1:35,0.2262,Void,To_validate,
ml17_280a_0105_part3.wav,3,15,0:15,0.2262,Void,To_validate,
ml17_280a_0007_part46.wav,46,230,3:50,0.2262,Void,To_validate,
ml17_280a_0008_part55.wav,55,275,4:35,0.2262,Void,To_validate,
ml17_280a_0059_part66.wav,66,330,5:30,0.2262,Void,To_validate,
ml17_280a_0055_part7.wav,7,35,0:35,0.2261,Void,To_validate,
ml17_280a_0064_part12.wav,12,60,1:00,0.2261,Void,To_validate,
ml17_280a_0055_part20.wav,20,100,1:40,0.2261,Void,To_validate,
ml17_280a_0146_part46.wav,46,230,3:50,0.2261,Void,To_validate,
ml17_280a_0055_part52.wav,52,260,4:20,0.2261,Void,To_validate,
ml17_280a_0049_part47.wav,47,235,3:55,0.2261,Void,To_validate,
ml17_280a_0068_part30.wav,30,150,2:30,0.2261,Void,To_validate,
ml17_280a_0078_part54.wav,54,270,4:30,0.2261,Void,To_validate,
ml17_280a_0102_part1.wav,1,5,0:05,0.2261,Void,To_validate,
ml17_280a_0034_part22.wav,22,110,1:50,0.2261,Void,To_validate,
ml17_280a_0032_part12.wav,12,60,1:00,0.226,Void,To_validate,
ml17_280a_0036_part57.wav,57,285,4:45,0.226,Void,To_validate,
ml17_280a_0022_part16.wav,16,80,1:20,0.226,Void,To_validate,
ml17_280a_0149_part0.wav,0,0,0:00,0.226,Void,To_validate,
ml17_280a_0127_part13.wav,13,65,1:05,0.226,Void,To_validate,
ml17_280a_0106_part38.wav,38,190,3:10,0.226,Void,To_validate,
ml17_280a_0072_part48.wav,48,240,4:00,0.2259,Void,To_validate,
ml17_280a_0041_part7.wav,7,35,0:35,0.2259,Void,To_validate,
ml17_280a_0072_part24.wav,24,120,2:00,0.2259,Void,To_validate,
ml17_280a_0115_part23.wav,23,115,1:55,0.2258,Void,To_validate,
ml17_280a_0003_part50.wav,50,250,4:10,0.2258,Void,To_validate,
ml17_280a_0055_part38.wav,38,190,3:10,0.2258,Void,To_validate,
ml17_280a_0103_part25.wav,25,125,2:05,0.2258,Void,To_validate,
ml17_280a_0040_part43.wav,43,215,3:35,0.2258,Void,To_validate,
ml17_280a_0141_part31.wav,31,155,2:35,0.2257,Void,To_validate,
ml17_280a_0065_part22.wav,22,110,1:50,0.2257,Void,To_validate,
ml17_280a_0086_part13.wav,13,65,1:05,0.2257,Void,To_validate,
ml17_280a_0013_part47.wav,47,235,3:55,0.2256,Void,To_validate,
ml17_280a_0117_part30.wav,30,150,2:30,0.2255,Void,To_validate,
ml17_280a_0038_part50.wav,50,250,4:10,0.2254,Void,To_validate,
ml17_280a_0139_part42.wav,42,210,3:30,0.2254,Void,To_validate,
ml17_280a_0045_part42.wav,42,210,3:30,0.2254,Void,To_validate,
ml17_280a_0041_part38.wav,38,190,3:10,0.2254,Void,To_validate,
ml17_280a_0025_part59.wav,59,295,4:55,0.2254,Void,To_validate,
ml17_280a_0009_part33.wav,33,165,2:45,0.2254,Void,To_validate,
ml17_280a_0137_part63.wav,63,315,5:15,0.2253,Void,To_validate,
ml17_280a_0101_part19.wav,19,95,1:35,0.2253,Void,To_validate,
ml17_280a_0141_part62.wav,62,310,5:10,0.2253,Void,To_validate,
ml17_280a_0025_part6.wav,6,30,0:30,0.2252,Void,To_validate,
ml17_280a_0140_part55.wav,55,275,4:35,0.2252,Void,To_validate,
ml17_280a_0104_part4.wav,4,20,0:20,0.2252,Void,To_validate,
ml17_280a_0110_part1.wav,1,5,0:05,0.2252,Void,To_validate,
ml17_280a_0042_part6.wav,6,30,0:30,0.2251,Void,To_validate,
ml17_280a_0104_part5.wav,5,25,0:25,0.2249,Void,To_validate,
ml17_280a_0057_part55.wav,55,275,4:35,0.2249,Void,To_validate,
ml17_280a_0119_part1.wav,1,5,0:05,0.2249,Void,To_validate,
ml17_280a_0014_part22.wav,22,110,1:50,0.2248,Void,To_validate,
ml17_280a_0106_part31.wav,31,155,2:35,0.2248,Void,To_validate,
ml17_280a_0058_part31.wav,31,155,2:35,0.2247,Void,To_validate,
ml17_280a_0114_part33.wav,33,165,2:45,0.2247,Void,To_validate,
ml17_280a_0034_part44.wav,44,220,3:40,0.2247,Void,To_validate,
ml17_280a_0012_part36.wav,36,180,3:00,0.2247,Void,To_validate,
ml17_280a_0126_part23.wav,23,115,1:55,0.2246,Void,To_validate,
ml17_280a_0048_part49.wav,49,245,4:05,0.2246,Void,To_validate,
ml17_280a_0120_part6.wav,6,30,0:30,0.2246,Void,To_validate,
ml17_280a_0004_part0.wav,0,0,0:00,0.2246,Void,To_validate,
ml17_280a_0152_part16.wav,16,80,1:20,0.2246,Void,To_validate,
ml17_280a_0048_part45.wav,45,225,3:45,0.2245,Void,To_validate,
ml17_280a_0053_part26.wav,26,130,2:10,0.2245,Void,To_validate,
ml17_280a_0033_part13.wav,13,65,1:05,0.2245,Void,To_validate,
ml17_280a_0052_part27.wav,27,135,2:15,0.2244,Void,To_validate,
ml17_280a_0011_part44.wav,44,220,3:40,0.2244,Void,To_validate,
ml17_280a_0145_part15.wav,15,75,1:15,0.2244,Void,To_validate,
ml17_280a_0024_part24.wav,24,120,2:00,0.2243,Void,To_validate,
ml17_280a_0145_part26.wav,26,130,2:10,0.2243,Void,To_validate,
ml17_280a_0114_part23.wav,23,115,1:55,0.2243,Void,To_validate,
ml17_280a_0144_part56.wav,56,280,4:40,0.2242,Void,To_validate,
ml17_280a_0144_part2.wav,2,10,0:10,0.2242,Void,To_validate,
ml17_280a_0120_part58.wav,58,290,4:50,0.2242,Void,To_validate,
ml17_280a_0023_part47.wav,47,235,3:55,0.2242,Void,To_validate,
ml17_280a_0054_part21.wav,21,105,1:45,0.2242,Void,To_validate,
ml17_280a_0103_part3.wav,3,15,0:15,0.2242,Void,To_validate,
ml17_280a_0126_part9.wav,9,45,0:45,0.2242,Void,To_validate,
ml17_280a_0026_part6.wav,6,30,0:30,0.2241,Void,To_validate,
ml17_280a_0126_part45.wav,45,225,3:45,0.2241,Void,To_validate,
ml17_280a_0009_part14.wav,14,70,1:10,0.2241,Void,To_validate,
ml17_280a_0094_part9.wav,9,45,0:45,0.2241,Void,To_validate,
ml17_280a_0117_part13.wav,13,65,1:05,0.224,Void,To_validate,
ml17_280a_0041_part57.wav,57,285,4:45,0.224,Void,To_validate,
ml17_280a_0011_part56.wav,56,280,4:40,0.224,Void,To_validate,
ml17_280a_0095_part15.wav,15,75,1:15,0.224,Void,To_validate,
ml17_280a_0020_part15.wav,15,75,1:15,0.2239,Void,To_validate,
ml17_280a_0034_part38.wav,38,190,3:10,0.2239,Void,To_validate,
ml17_280a_0118_part65.wav,65,325,5:25,0.2239,Void,To_validate,
ml17_280a_0098_part4.wav,4,20,0:20,0.2239,Void,To_validate,
ml17_280a_0041_part16.wav,16,80,1:20,0.2239,Void,To_validate,
ml17_280a_0007_part56.wav,56,280,4:40,0.2238,Void,To_validate,
ml17_280a_0049_part24.wav,24,120,2:00,0.2238,Void,To_validate,
ml17_280a_0143_part0.wav,0,0,0:00,0.2238,Void,To_validate,
ml17_280a_0098_part9.wav,9,45,0:45,0.2238,Void,To_validate,
ml17_280a_0077_part14.wav,14,70,1:10,0.2238,Void,To_validate,
ml17_280a_0016_part15.wav,15,75,1:15,0.2238,Void,To_validate,
ml17_280a_0088_part9.wav,9,45,0:45,0.2238,Void,To_validate,
ml17_280a_0007_part35.wav,35,175,2:55,0.2237,Void,To_validate,
ml17_280a_0072_part39.wav,39,195,3:15,0.2237,Void,To_validate,
ml17_280a_0162_part22.wav,22,110,1:50,0.2236,Void,To_validate,
ml17_280a_0111_part30.wav,30,150,2:30,0.2236,Void,To_validate,
ml17_280a_0088_part13.wav,13,65,1:05,0.2236,Void,To_validate,
ml17_280a_0023_part2.wav,2,10,0:10,0.2236,Void,To_validate,
ml17_280a_0033_part29.wav,29,145,2:25,0.2236,Void,To_validate,
ml17_280a_0166_part13.wav,13,65,1:05,0.2236,Void,To_validate,
ml17_280a_0023_part14.wav,14,70,1:10,0.2236,Void,To_validate,
ml17_280a_0092_part6.wav,6,30,0:30,0.2236,Void,To_validate,
ml17_280a_0125_part4.wav,4,20,0:20,0.2236,Void,To_validate,
ml17_280a_0010_part44.wav,44,220,3:40,0.2236,Void,To_validate,
ml17_280a_0077_part44.wav,44,220,3:40,0.2235,Void,To_validate,
ml17_280a_0085_part38.wav,38,190,3:10,0.2235,Void,To_validate,
ml17_280a_0105_part0.wav,0,0,0:00,0.2234,Void,To_validate,
ml17_280a_0139_part11.wav,11,55,0:55,0.2234,Void,To_validate,
ml17_280a_0163_part34.wav,34,170,2:50,0.2234,Void,To_validate,
ml17_280a_0002_part17.wav,17,85,1:25,0.2234,Void,To_validate,
ml17_280a_0032_part64.wav,64,320,5:20,0.2234,Void,To_validate,
ml17_280a_0023_part9.wav,9,45,0:45,0.2234,Void,To_validate,
ml17_280a_0110_part44.wav,44,220,3:40,0.2233,Void,To_validate,
ml17_280a_0143_part13.wav,13,65,1:05,0.2233,Void,To_validate,
ml17_280a_0002_part0.wav,0,0,0:00,0.2232,Void,To_validate,
ml17_280a_0038_part34.wav,34,170,2:50,0.2232,Void,To_validate,
ml17_280a_0063_part47.wav,47,235,3:55,0.2232,Void,To_validate,
ml17_280a_0137_part33.wav,33,165,2:45,0.2231,Void,To_validate,
ml17_280a_0016_part0.wav,0,0,0:00,0.2231,Void,To_validate,
ml17_280a_0054_part52.wav,52,260,4:20,0.2231,Void,To_validate,
ml17_280a_0153_part46.wav,46,230,3:50,0.223,Void,To_validate,
ml17_280a_0091_part29.wav,29,145,2:25,0.223,Void,To_validate,
ml17_280a_0083_part43.wav,43,215,3:35,0.223,Void,To_validate,
ml17_280a_0011_part3.wav,3,15,0:15,0.223,Void,To_validate,
ml17_280a_0107_part1.wav,1,5,0:05,0.2229,Void,To_validate,
ml17_280a_0019_part22.wav,22,110,1:50,0.2229,Void,To_validate,
ml17_280a_0145_part39.wav,39,195,3:15,0.2228,Void,To_validate,
ml17_280a_0114_part56.wav,56,280,4:40,0.2228,Void,To_validate,
ml17_280a_0140_part21.wav,21,105,1:45,0.2228,Void,To_validate,
ml17_280a_0032_part54.wav,54,270,4:30,0.2227,Void,To_validate,
ml17_280a_0163_part0.wav,0,0,0:00,0.2227,Void,To_validate,
ml17_280a_0089_part2.wav,2,10,0:10,0.2227,Void,To_validate,
ml17_280a_0160_part1.wav,1,5,0:05,0.2227,Void,To_validate,
ml17_280a_0010_part25.wav,25,125,2:05,0.2227,Void,To_validate,
ml17_280a_0080_part50.wav,50,250,4:10,0.2227,Void,To_validate,
ml17_280a_0060_part8.wav,8,40,0:40,0.2227,Void,To_validate,
ml17_280a_0057_part20.wav,20,100,1:40,0.2226,Void,To_validate,
ml17_280a_0101_part9.wav,9,45,0:45,0.2225,Void,To_validate,
ml17_280a_0036_part27.wav,27,135,2:15,0.2225,Void,To_validate,
ml17_280a_0066_part0.wav,0,0,0:00,0.2224,Void,To_validate,
ml17_280a_0032_part46.wav,46,230,3:50,0.2224,Void,To_validate,
ml17_280a_0054_part12.wav,12,60,1:00,0.2224,Void,To_validate,
ml17_280a_0085_part35.wav,35,175,2:55,0.2224,Void,To_validate,
ml17_280a_0033_part52.wav,52,260,4:20,0.2224,Void,To_validate,
ml17_280a_0105_part19.wav,19,95,1:35,0.2223,Void,To_validate,
ml17_280a_0025_part17.wav,17,85,1:25,0.2223,Void,To_validate,
ml17_280a_0023_part30.wav,30,150,2:30,0.2223,Void,To_validate,
ml17_280a_0104_part65.wav,65,325,5:25,0.2223,Void,To_validate,
ml17_280a_0073_part29.wav,29,145,2:25,0.2223,Void,To_validate,
ml17_280a_0059_part6.wav,6,30,0:30,0.2222,Void,To_validate,
ml17_280a_0089_part61.wav,61,305,5:05,0.2222,Void,To_validate,
ml17_280a_0117_part25.wav,25,125,2:05,0.2222,Void,To_validate,
ml17_280a_0127_part31.wav,31,155,2:35,0.2221,Void,To_validate,
ml17_280a_0122_part9.wav,9,45,0:45,0.2221,Void,To_validate,
ml17_280a_0112_part9.wav,9,45,0:45,0.222,Void,To_validate,
ml17_280a_0120_part34.wav,34,170,2:50,0.222,Void,To_validate,
ml17_280a_0073_part33.wav,33,165,2:45,0.2219,Void,To_validate,
ml17_280a_0153_part11.wav,11,55,0:55,0.2219,Void,To_validate,
ml17_280a_0117_part63.wav,63,315,5:15,0.2219,Void,To_validate,
ml17_280a_0114_part52.wav,52,260,4:20,0.2219,Void,To_validate,
ml17_280a_0019_part51.wav,51,255,4:15,0.2219,Void,To_validate,
ml17_280a_0011_part59.wav,59,295,4:55,0.2219,Void,To_validate,
ml17_280a_0087_part41.wav,41,205,3:25,0.2219,Void,To_validate,
ml17_280a_0143_part16.wav,16,80,1:20,0.2219,Void,To_validate,
ml17_280a_0031_part37.wav,37,185,3:05,0.2219,Void,To_validate,
ml17_280a_0154_part4.wav,4,20,0:20,0.2219,Void,To_validate,
ml17_280a_0065_part7.wav,7,35,0:35,0.2218,Void,To_validate,
ml17_280a_0072_part47.wav,47,235,3:55,0.2218,Void,To_validate,
ml17_280a_0015_part2.wav,2,10,0:10,0.2218,Void,To_validate,
ml17_280a_0038_part37.wav,37,185,3:05,0.2218,Void,To_validate,
ml17_280a_0112_part6.wav,6,30,0:30,0.2218,Void,To_validate,
ml17_280a_0071_part54.wav,54,270,4:30,0.2216,Void,To_validate,
ml17_280a_0154_part48.wav,48,240,4:00,0.2216,Void,To_validate,
ml17_280a_0015_part36.wav,36,180,3:00,0.2216,Void,To_validate,
ml17_280a_0115_part51.wav,51,255,4:15,0.2216,Void,To_validate,
ml17_280a_0036_part50.wav,50,250,4:10,0.2216,Void,To_validate,
ml17_280a_0048_part63.wav,63,315,5:15,0.2215,Void,To_validate,
ml17_280a_0093_part61.wav,61,305,5:05,0.2215,Void,To_validate,
ml17_280a_0016_part7.wav,7,35,0:35,0.2215,Void,To_validate,
ml17_280a_0093_part3.wav,3,15,0:15,0.2215,Void,To_validate,
ml17_280a_0106_part19.wav,19,95,1:35,0.2215,Void,To_validate,
ml17_280a_0078_part20.wav,20,100,1:40,0.2215,Void,To_validate,
ml17_280a_0115_part33.wav,33,165,2:45,0.2214,Void,To_validate,
ml17_280a_0032_part63.wav,63,315,5:15,0.2214,Void,To_validate,
ml17_280a_0080_part36.wav,36,180,3:00,0.2214,Void,To_validate,
ml17_280a_0072_part5.wav,5,25,0:25,0.2214,Void,To_validate,
ml17_280a_0114_part14.wav,14,70,1:10,0.2213,Void,To_validate,
ml17_280a_0010_part34.wav,34,170,2:50,0.2213,Void,To_validate,
ml17_280a_0134_part1.wav,1,5,0:05,0.2212,Void,To_validate,
ml17_280a_0087_part40.wav,40,200,3:20,0.2212,Void,To_validate,
ml17_280a_0164_part27.wav,27,135,2:15,0.2212,Void,To_validate,
