Source Audio,Part,Début (min:sec),Distance_Noise,Distance_Anomaly,Status,Detection_Reason,Validation_Humaine
ml19_294a_0011_part16.wav,16,1:20,0.1964,0.2053,RAS,,A_VALIDER
ml17_280a_0144_part84.wav,84,7:00,0.1962,0.2132,RAS,,A_VALIDER
ml19_293a_0066_part20.wav,20,1:40,0.196,0.2187,RAS,,A_VALIDER
ml19_294a_0011_part40.wav,40,3:20,0.1959,0.2018,RAS,,A_VALIDER
ml19_292b_0026_part37.wav,37,3:05,0.1957,0.2077,RAS,,A_VALIDER
ml18_296a_0007_part4.wav,4,0:20,0.1956,0.2159,RAS,,A_VALIDER
ml19_294a_0011_part51.wav,51,4:15,0.1955,0.2094,RAS,,A_VALIDER
ml19_292b_0026_part124.wav,124,10:20,0.1954,0.2101,RAS,,A_VALIDER
ml19_292b_0026_part69.wav,69,5:45,0.1952,0.2081,RAS,,A_VALIDER
ml19_293a_0015_part48.wav,48,4:00,0.1946,0.2276,RAS,,A_VALIDER
ml17_280a_0083_part65.wav,65,5:25,0.1942,0.1788,RAS,,A_VALIDER
ml19_292a_0007_part7.wav,7,0:35,0.194,0.2241,RAS,,A_VALIDER
ml19_292b_0026_part12.wav,12,1:00,0.1939,0.2061,RAS,,A_VALIDER
ml19_292b_0026_part68.wav,68,5:40,0.1935,0.2077,RAS,,A_VALIDER
ml19_294a_0011_part2.wav,2,0:10,0.1934,0.2038,RAS,,A_VALIDER
ml18_294b_0013_part92.wav,92,7:40,0.1934,0.2072,RAS,,A_VALIDER
ml18_294b_0076_part53.wav,53,4:25,0.193,0.2125,RAS,,A_VALIDER
ml18_294b_0013_part43.wav,43,3:35,0.1927,0.1985,RAS,,A_VALIDER
ml19_294a_0011_part10.wav,10,0:50,0.1923,0.2029,RAS,,A_VALIDER
ml19_292a_0007_part34.wav,34,2:50,0.1923,0.2198,RAS,,A_VALIDER
ml18_294b_0013_part38.wav,38,3:10,0.1921,0.2201,RAS,,A_VALIDER
ml19_292b_0026_part111.wav,111,9:15,0.192,0.2024,RAS,,A_VALIDER
ml19_292b_0026_part13.wav,13,1:05,0.1919,0.2042,RAS,,A_VALIDER
ml18_294b_0076_part23.wav,23,1:55,0.1918,0.2207,RAS,,A_VALIDER
ml18_294b_0013_part81.wav,81,6:45,0.1917,0.1989,RAS,,A_VALIDER
ml19_293a_0066_part32.wav,32,2:40,0.1913,0.2117,RAS,,A_VALIDER
ml19_292b_0026_part70.wav,70,5:50,0.1912,0.2089,RAS,,A_VALIDER
ml18_296a_0007_part22.wav,22,1:50,0.1909,0.2101,RAS,,A_VALIDER
ml19_294a_0011_part56.wav,56,4:40,0.1906,0.1959,RAS,,A_VALIDER
ml17_280a_0144_part145.wav,145,12:05,0.1905,0.2071,RAS,,A_VALIDER
ml19_293a_0066_part43.wav,43,3:35,0.1903,0.2108,RAS,,A_VALIDER
ml19_292a_0007_part30.wav,30,2:30,0.1902,0.2165,RAS,,A_VALIDER
ml18_294b_0013_part82.wav,82,6:50,0.1901,0.2012,RAS,,A_VALIDER
ml17_280a_0144_part106.wav,106,8:50,0.1898,0.2081,RAS,,A_VALIDER
ml19_294a_0011_part12.wav,12,1:00,0.1898,0.1978,RAS,,A_VALIDER
ml18_294b_0076_part69.wav,69,5:45,0.1897,0.2123,RAS,,A_VALIDER
ml19_292a_0007_part1.wav,1,0:05,0.189,0.2206,RAS,,A_VALIDER
ml19_294a_0011_part27.wav,27,2:15,0.1886,0.2026,RAS,,A_VALIDER
ml19_292a_0030_part69.wav,69,5:45,0.1885,0.2071,RAS,,A_VALIDER
ml19_292b_0026_part41.wav,41,3:25,0.1884,0.1983,RAS,,A_VALIDER
ml19_292b_0026_part118.wav,118,9:50,0.188,0.1974,RAS,,A_VALIDER
ml19_293a_0066_part17.wav,17,1:25,0.1878,0.2151,RAS,,A_VALIDER
ml17_280a_0088_part165.wav,165,13:45,0.1876,0.2118,RAS,,A_VALIDER
ml17_280a_0088_part128.wav,128,10:40,0.1876,0.2113,RAS,,A_VALIDER
ml19_294a_0011_part8.wav,8,0:40,0.1875,0.1974,RAS,,A_VALIDER
ml17_280a_0088_part142.wav,142,11:50,0.1874,0.2095,RAS,,A_VALIDER
ml17_280a_0144_part114.wav,114,9:30,0.1872,0.1952,RAS,,A_VALIDER
ml17_280a_0144_part14.wav,14,1:10,0.1867,0.1906,RAS,,A_VALIDER
ml19_292b_0026_part81.wav,81,6:45,0.1864,0.2003,RAS,,A_VALIDER
ml19_293a_0015_part141.wav,141,11:45,0.1863,0.2038,RAS,,A_VALIDER
ml19_292a_0030_part14.wav,14,1:10,0.1858,0.2106,RAS,,A_VALIDER
ml19_293a_0066_part62.wav,62,5:10,0.1857,0.2089,RAS,,A_VALIDER
ml19_294a_0011_part32.wav,32,2:40,0.1856,0.1966,RAS,,A_VALIDER
ml17_280a_0083_part5.wav,5,0:25,0.1853,0.1651,RAS,,A_VALIDER
ml19_292b_0026_part72.wav,72,6:00,0.1851,0.1986,RAS,,A_VALIDER
ml19_292b_0026_part32.wav,32,2:40,0.185,0.1968,RAS,,A_VALIDER
ml19_292b_0026_part104.wav,104,8:40,0.185,0.2071,RAS,,A_VALIDER
ml18_294b_0013_part11.wav,11,0:55,0.1849,0.2011,RAS,,A_VALIDER
ml17_280a_0144_part136.wav,136,11:20,0.1847,0.1948,RAS,,A_VALIDER
ml18_294b_0013_part49.wav,49,4:05,0.1841,0.1944,RAS,,A_VALIDER
ml19_294a_0011_part5.wav,5,0:25,0.1839,0.1924,RAS,,A_VALIDER
ml19_292b_0026_part29.wav,29,2:25,0.1839,0.1916,RAS,,A_VALIDER
ml19_292a_0030_part91.wav,91,7:35,0.1839,0.2068,RAS,,A_VALIDER
ml17_280a_0144_part10.wav,10,0:50,0.1839,0.1899,RAS,,A_VALIDER
ml18_294b_0013_part80.wav,80,6:40,0.183,0.2118,RAS,,A_VALIDER
ml19_294a_0011_part19.wav,19,1:35,0.183,0.1931,RAS,,A_VALIDER
ml19_292a_0030_part33.wav,33,2:45,0.1828,0.2087,RAS,,A_VALIDER
ml19_294a_0011_part45.wav,45,3:45,0.1826,0.1963,RAS,,A_VALIDER
ml17_280a_0083_part59.wav,59,4:55,0.1825,0.175,RAS,,A_VALIDER
ml18_294b_0013_part36.wav,36,3:00,0.1823,0.202,RAS,,A_VALIDER
ml17_280a_0088_part30.wav,30,2:30,0.1817,0.2073,RAS,,A_VALIDER
ml18_294b_0042_part15.wav,15,1:15,0.1813,0.2096,RAS,,A_VALIDER
ml19_292b_0026_part122.wav,122,10:10,0.1811,0.1934,RAS,,A_VALIDER
ml19_292b_0026_part43.wav,43,3:35,0.181,0.1938,RAS,,A_VALIDER
ml17_280a_0144_part127.wav,127,10:35,0.181,0.1955,RAS,,A_VALIDER
ml17_280a_0144_part12.wav,12,1:00,0.181,0.1923,RAS,,A_VALIDER
ml19_294a_0011_part34.wav,34,2:50,0.181,0.1941,RAS,,A_VALIDER
ml18_296a_0007_part14.wav,14,1:10,0.1806,0.1942,RAS,,A_VALIDER
ml19_293a_0015_part107.wav,107,8:55,0.1805,0.2039,RAS,,A_VALIDER
ml19_292b_0026_part54.wav,54,4:30,0.1805,0.1957,RAS,,A_VALIDER
ml19_294a_0011_part38.wav,38,3:10,0.1796,0.1861,RAS,,A_VALIDER
ml18_294b_0076_part48.wav,48,4:00,0.1794,0.2092,RAS,,A_VALIDER
ml19_293a_0015_part109.wav,109,9:05,0.1791,0.1991,RAS,,A_VALIDER
ml19_292b_0026_part97.wav,97,8:05,0.1791,0.19,RAS,,A_VALIDER
ml17_280a_0144_part79.wav,79,6:35,0.1789,0.1929,RAS,,A_VALIDER
ml19_293a_0015_part18.wav,18,1:30,0.1788,0.2157,RAS,,A_VALIDER
ml19_294a_0011_part35.wav,35,2:55,0.1784,0.1847,RAS,,A_VALIDER
ml19_292a_0007_part23.wav,23,1:55,0.1782,0.2116,RAS,,A_VALIDER
ml17_280a_0144_part156.wav,156,13:00,0.1782,0.1938,RAS,,A_VALIDER
ml19_292b_0026_part61.wav,61,5:05,0.1782,0.1905,RAS,,A_VALIDER
ml19_293a_0066_part14.wav,14,1:10,0.1777,0.1977,RAS,,A_VALIDER
ml19_293a_0066_part73.wav,73,6:05,0.1776,0.1957,RAS,,A_VALIDER
ml19_292b_0026_part71.wav,71,5:55,0.1776,0.1908,RAS,,A_VALIDER
ml19_292b_0026_part99.wav,99,8:15,0.1776,0.1889,RAS,,A_VALIDER
ml19_292b_0026_part94.wav,94,7:50,0.1775,0.1861,RAS,,A_VALIDER
ml19_293a_0066_part91.wav,91,7:35,0.1775,0.1971,RAS,,A_VALIDER
ml19_292b_0026_part109.wav,109,9:05,0.1773,0.184,RAS,,A_VALIDER
ml17_280a_0144_part24.wav,24,2:00,0.1772,0.1968,RAS,,A_VALIDER
ml18_294b_0013_part65.wav,65,5:25,0.1771,0.1999,RAS,,A_VALIDER
ml19_292a_0007_part15.wav,15,1:15,0.1765,0.2092,RAS,,A_VALIDER
ml19_293a_0066_part18.wav,18,1:30,0.1765,0.1998,RAS,,A_VALIDER
ml17_280a_0144_part108.wav,108,9:00,0.1764,0.1914,RAS,,A_VALIDER
ml19_292a_0030_part21.wav,21,1:45,0.1762,0.201,RAS,,A_VALIDER
ml19_294a_0011_part29.wav,29,2:25,0.1762,0.1924,RAS,,A_VALIDER
ml19_293a_0015_part3.wav,3,0:15,0.1758,0.2061,RAS,,A_VALIDER
ml17_280a_0144_part159.wav,159,13:15,0.1756,0.1914,RAS,,A_VALIDER
ml17_280a_0144_part122.wav,122,10:10,0.1754,0.1949,RAS,,A_VALIDER
ml18_294b_0013_part52.wav,52,4:20,0.1753,0.1921,RAS,,A_VALIDER
ml19_294a_0011_part61.wav,61,5:05,0.1753,0.1868,RAS,,A_VALIDER
ml19_293a_0015_part108.wav,108,9:00,0.1751,0.1968,RAS,,A_VALIDER
ml19_292b_0026_part105.wav,105,8:45,0.175,0.1907,RAS,,A_VALIDER
ml19_292a_0030_part43.wav,43,3:35,0.175,0.1998,RAS,,A_VALIDER
ml19_292b_0026_part76.wav,76,6:20,0.1748,0.1959,RAS,,A_VALIDER
ml19_293a_0015_part35.wav,35,2:55,0.1747,0.2101,RAS,,A_VALIDER
ml17_280a_0144_part129.wav,129,10:45,0.1743,0.1865,RAS,,A_VALIDER
ml17_280a_0144_part112.wav,112,9:20,0.1743,0.1828,RAS,,A_VALIDER
ml19_292a_0007_part37.wav,37,3:05,0.174,0.2075,RAS,,A_VALIDER
ml17_280a_0088_part161.wav,161,13:25,0.174,0.1968,RAS,,A_VALIDER
ml17_280a_0144_part31.wav,31,2:35,0.1733,0.1932,RAS,,A_VALIDER
ml18_296a_0007_part7.wav,7,0:35,0.1731,0.1874,RAS,,A_VALIDER
ml17_280a_0088_part111.wav,111,9:15,0.173,0.2055,RAS,,A_VALIDER
ml17_280a_0088_part60.wav,60,5:00,0.1728,0.2064,RAS,,A_VALIDER
ml17_280a_0144_part33.wav,33,2:45,0.1725,0.1828,RAS,,A_VALIDER
ml19_294a_0011_part13.wav,13,1:05,0.1725,0.1837,RAS,,A_VALIDER
ml19_292b_0026_part8.wav,8,0:40,0.1724,0.1816,RAS,,A_VALIDER
ml17_280a_0144_part9.wav,9,0:45,0.1723,0.1913,RAS,,A_VALIDER
ml19_293a_0066_part92.wav,92,7:40,0.1723,0.1827,RAS,,A_VALIDER
ml19_292b_0026_part53.wav,53,4:25,0.1722,0.1919,RAS,,A_VALIDER
ml19_294a_0011_part9.wav,9,0:45,0.1722,0.1873,RAS,,A_VALIDER
ml19_292a_0007_part25.wav,25,2:05,0.1717,0.1997,RAS,,A_VALIDER
ml19_292b_0026_part57.wav,57,4:45,0.1715,0.1824,RAS,,A_VALIDER
ml19_293a_0066_part80.wav,80,6:40,0.1715,0.1912,RAS,,A_VALIDER
ml17_280a_0088_part58.wav,58,4:50,0.1708,0.2015,RAS,,A_VALIDER
ml19_292b_0026_part47.wav,47,3:55,0.1703,0.1806,RAS,,A_VALIDER
ml19_294a_0011_part28.wav,28,2:20,0.1701,0.176,RAS,,A_VALIDER
ml17_280a_0144_part29.wav,29,2:25,0.1699,0.1868,RAS,,A_VALIDER
ml19_293a_0015_part64.wav,64,5:20,0.1699,0.1946,RAS,,A_VALIDER
ml18_294b_0013_part68.wav,68,5:40,0.1698,0.1979,RAS,,A_VALIDER
ml19_292b_0026_part106.wav,106,8:50,0.1697,0.1811,RAS,,A_VALIDER
ml17_280a_0088_part34.wav,34,2:50,0.1697,0.2037,RAS,,A_VALIDER
ml19_293a_0015_part131.wav,131,10:55,0.1697,0.1889,RAS,,A_VALIDER
ml17_280a_0144_part4.wav,4,0:20,0.1696,0.1731,RAS,,A_VALIDER
ml17_280a_0144_part131.wav,131,10:55,0.1693,0.1822,RAS,,A_VALIDER
ml19_294a_0011_part39.wav,39,3:15,0.1691,0.1767,RAS,,A_VALIDER
ml19_294a_0011_part20.wav,20,1:40,0.169,0.1781,RAS,,A_VALIDER
ml18_296a_0007_part24.wav,24,2:00,0.169,0.1851,RAS,,A_VALIDER
ml18_294b_0076_part25.wav,25,2:05,0.1689,0.1934,RAS,,A_VALIDER
ml18_294b_0042_part0.wav,0,0:00,0.1688,0.1962,RAS,,A_VALIDER
ml19_293a_0015_part94.wav,94,7:50,0.1688,0.1868,RAS,,A_VALIDER
ml19_294a_0011_part17.wav,17,1:25,0.1686,0.1751,RAS,,A_VALIDER
ml18_294b_0013_part27.wav,27,2:15,0.1685,0.1796,RAS,,A_VALIDER
ml19_292b_0026_part101.wav,101,8:25,0.1683,0.1806,RAS,,A_VALIDER
ml18_294b_0076_part32.wav,32,2:40,0.1682,0.1935,RAS,,A_VALIDER
ml19_294a_0011_part62.wav,62,5:10,0.168,0.1768,RAS,,A_VALIDER
ml19_293a_0015_part47.wav,47,3:55,0.168,0.2018,RAS,,A_VALIDER
ml17_280a_0144_part87.wav,87,7:15,0.1679,0.1712,RAS,,A_VALIDER
ml18_294b_0076_part28.wav,28,2:20,0.1678,0.1905,RAS,,A_VALIDER
ml17_280a_0144_part139.wav,139,11:35,0.1678,0.177,RAS,,A_VALIDER
ml19_294a_0011_part4.wav,4,0:20,0.1678,0.1776,RAS,,A_VALIDER
ml18_294b_0042_part43.wav,43,3:35,0.1676,0.1975,RAS,,A_VALIDER
ml19_292a_0030_part49.wav,49,4:05,0.1675,0.1934,RAS,,A_VALIDER
ml17_280a_0083_part47.wav,47,3:55,0.1674,0.1502,RAS,,A_VALIDER
ml19_293a_0015_part5.wav,5,0:25,0.1673,0.1949,RAS,,A_VALIDER
ml17_280a_0088_part4.wav,4,0:20,0.1672,0.1989,RAS,,A_VALIDER
ml18_294b_0013_part31.wav,31,2:35,0.1672,0.1911,RAS,,A_VALIDER
ml18_294b_0013_part23.wav,23,1:55,0.167,0.1799,RAS,,A_VALIDER
ml18_296a_0007_part1.wav,1,0:05,0.1667,0.181,RAS,,A_VALIDER
ml19_292b_0026_part48.wav,48,4:00,0.1667,0.1774,RAS,,A_VALIDER
ml18_296a_0007_part10.wav,10,0:50,0.1666,0.1868,RAS,,A_VALIDER
ml19_292a_0030_part39.wav,39,3:15,0.1666,0.197,RAS,,A_VALIDER
ml18_294b_0013_part89.wav,89,7:25,0.1664,0.1921,RAS,,A_VALIDER
ml18_294b_0013_part21.wav,21,1:45,0.1663,0.1829,RAS,,A_VALIDER
ml18_294b_0076_part16.wav,16,1:20,0.1662,0.194,RAS,,A_VALIDER
ml17_280a_0088_part153.wav,153,12:45,0.1661,0.1885,RAS,,A_VALIDER
ml17_280a_0144_part22.wav,22,1:50,0.1657,0.1799,RAS,,A_VALIDER
ml18_294b_0042_part21.wav,21,1:45,0.1655,0.2028,RAS,,A_VALIDER
ml19_294a_0011_part1.wav,1,0:05,0.1652,0.1771,RAS,,A_VALIDER
ml19_294a_0011_part3.wav,3,0:15,0.1652,0.1757,RAS,,A_VALIDER
ml17_280a_0144_part56.wav,56,4:40,0.1649,0.197,RAS,,A_VALIDER
ml18_294b_0013_part37.wav,37,3:05,0.1649,0.1886,RAS,,A_VALIDER
ml17_280a_0083_part60.wav,60,5:00,0.1648,0.1531,RAS,,A_VALIDER
ml17_280a_0144_part107.wav,107,8:55,0.1645,0.1811,RAS,,A_VALIDER
ml18_294b_0076_part63.wav,63,5:15,0.1644,0.1864,RAS,,A_VALIDER
ml19_293a_0066_part34.wav,34,2:50,0.1643,0.1862,RAS,,A_VALIDER
ml19_292a_0030_part6.wav,6,0:30,0.1643,0.2003,RAS,,A_VALIDER
ml19_292b_0026_part2.wav,2,0:10,0.1641,0.1746,RAS,,A_VALIDER
ml19_294a_0011_part15.wav,15,1:15,0.1641,0.1743,RAS,,A_VALIDER
ml18_294b_0013_part96.wav,96,8:00,0.1637,0.1854,RAS,,A_VALIDER
ml19_293a_0015_part89.wav,89,7:25,0.1635,0.1936,RAS,,A_VALIDER
ml19_292b_0026_part19.wav,19,1:35,0.1635,0.1778,RAS,,A_VALIDER
ml19_293a_0015_part104.wav,104,8:40,0.1634,0.185,RAS,,A_VALIDER
ml19_294a_0011_part11.wav,11,0:55,0.1631,0.1754,RAS,,A_VALIDER
ml19_294a_0011_part57.wav,57,4:45,0.1629,0.1729,RAS,,A_VALIDER
ml18_296a_0007_part18.wav,18,1:30,0.1628,0.1753,RAS,,A_VALIDER
ml19_294a_0011_part6.wav,6,0:30,0.1627,0.1728,RAS,,A_VALIDER
ml19_293a_0015_part103.wav,103,8:35,0.1626,0.1884,RAS,,A_VALIDER
ml19_292a_0007_part32.wav,32,2:40,0.1626,0.1871,RAS,,A_VALIDER
ml18_296a_0007_part3.wav,3,0:15,0.1624,0.1829,RAS,,A_VALIDER
ml18_294b_0013_part61.wav,61,5:05,0.1622,0.1772,RAS,,A_VALIDER
ml19_293a_0015_part8.wav,8,0:40,0.1621,0.1918,RAS,,A_VALIDER
ml19_293a_0015_part110.wav,110,9:10,0.162,0.1883,RAS,,A_VALIDER
ml17_280a_0088_part137.wav,137,11:25,0.1618,0.1836,RAS,,A_VALIDER
ml17_280a_0083_part58.wav,58,4:50,0.1618,0.1561,RAS,,A_VALIDER
ml17_280a_0088_part75.wav,75,6:15,0.1616,0.1862,RAS,,A_VALIDER
ml19_293a_0015_part36.wav,36,3:00,0.1615,0.1993,RAS,,A_VALIDER
ml18_294b_0013_part93.wav,93,7:45,0.1614,0.1873,RAS,,A_VALIDER
ml17_280a_0144_part73.wav,73,6:05,0.1614,0.1844,RAS,,A_VALIDER
ml17_280a_0144_part76.wav,76,6:20,0.1614,0.178,RAS,,A_VALIDER
ml19_292b_0026_part96.wav,96,8:00,0.1611,0.175,RAS,,A_VALIDER
ml19_292a_0007_part19.wav,19,1:35,0.1606,0.1983,RAS,,A_VALIDER
ml17_280a_0088_part121.wav,121,10:05,0.1603,0.1909,RAS,,A_VALIDER
ml18_294b_0042_part26.wav,26,2:10,0.1603,0.1907,RAS,,A_VALIDER
ml19_293a_0015_part117.wav,117,9:45,0.16,0.1839,RAS,,A_VALIDER
ml18_294b_0042_part51.wav,51,4:15,0.1598,0.1849,RAS,,A_VALIDER
ml17_280a_0088_part96.wav,96,8:00,0.1596,0.1851,RAS,,A_VALIDER
ml18_294b_0076_part57.wav,57,4:45,0.1596,0.1836,RAS,,A_VALIDER
ml19_294a_0011_part55.wav,55,4:35,0.1595,0.1743,RAS,,A_VALIDER
ml18_294b_0013_part14.wav,14,1:10,0.1593,0.1887,RAS,,A_VALIDER
ml19_293a_0015_part78.wav,78,6:30,0.1593,0.19,RAS,,A_VALIDER
ml19_294a_0011_part49.wav,49,4:05,0.1593,0.1751,RAS,,A_VALIDER
ml18_294b_0076_part11.wav,11,0:55,0.159,0.1814,RAS,,A_VALIDER
ml18_294b_0076_part43.wav,43,3:35,0.1588,0.1929,RAS,,A_VALIDER
ml19_294a_0011_part46.wav,46,3:50,0.1587,0.1733,RAS,,A_VALIDER
ml18_294b_0076_part4.wav,4,0:20,0.1585,0.1816,RAS,,A_VALIDER
ml19_294a_0011_part21.wav,21,1:45,0.1582,0.1688,RAS,,A_VALIDER
ml18_294b_0076_part73.wav,73,6:05,0.1581,0.1822,RAS,,A_VALIDER
ml17_280a_0088_part11.wav,11,0:55,0.158,0.1838,RAS,,A_VALIDER
ml17_280a_0144_part39.wav,39,3:15,0.1579,0.1744,RAS,,A_VALIDER
ml18_294b_0076_part66.wav,66,5:30,0.1577,0.1804,RAS,,A_VALIDER
ml19_293a_0066_part1.wav,1,0:05,0.1577,0.1872,RAS,,A_VALIDER
ml19_293a_0015_part140.wav,140,11:40,0.1576,0.1776,RAS,,A_VALIDER
ml17_280a_0144_part0.wav,0,0:00,0.1575,0.1757,RAS,,A_VALIDER
ml19_293a_0015_part112.wav,112,9:20,0.1574,0.1816,RAS,,A_VALIDER
ml19_293a_0066_part2.wav,2,0:10,0.1572,0.1788,RAS,,A_VALIDER
ml17_280a_0144_part95.wav,95,7:55,0.1571,0.1691,RAS,,A_VALIDER
ml18_294b_0013_part66.wav,66,5:30,0.1565,0.1677,RAS,,A_VALIDER
ml19_293a_0066_part13.wav,13,1:05,0.1565,0.1839,RAS,,A_VALIDER
ml19_292a_0007_part28.wav,28,2:20,0.1563,0.18,RAS,,A_VALIDER
ml19_292a_0030_part44.wav,44,3:40,0.1563,0.1817,RAS,,A_VALIDER
ml19_294a_0011_part47.wav,47,3:55,0.1562,0.1671,RAS,,A_VALIDER
ml19_292b_0026_part88.wav,88,7:20,0.156,0.1729,RAS,,A_VALIDER
ml19_292a_0030_part90.wav,90,7:30,0.1559,0.18,RAS,,A_VALIDER
ml19_292a_0030_part85.wav,85,7:05,0.1557,0.1824,RAS,,A_VALIDER
ml17_280a_0144_part78.wav,78,6:30,0.1554,0.1732,RAS,,A_VALIDER
ml19_293a_0066_part77.wav,77,6:25,0.1554,0.1724,RAS,,A_VALIDER
ml19_293a_0066_part28.wav,28,2:20,0.1554,0.181,RAS,,A_VALIDER
ml19_293a_0015_part1.wav,1,0:05,0.1553,0.1884,RAS,,A_VALIDER
ml19_293a_0066_part40.wav,40,3:20,0.1552,0.1711,RAS,,A_VALIDER
ml18_294b_0013_part12.wav,12,1:00,0.1551,0.1698,RAS,,A_VALIDER
ml19_294a_0011_part53.wav,53,4:25,0.1548,0.1684,RAS,,A_VALIDER
ml18_294b_0013_part29.wav,29,2:25,0.1546,0.1853,RAS,,A_VALIDER
ml19_294a_0011_part25.wav,25,2:05,0.1545,0.1647,RAS,,A_VALIDER
ml19_294a_0011_part14.wav,14,1:10,0.1545,0.17,RAS,,A_VALIDER
ml18_294b_0042_part14.wav,14,1:10,0.1544,0.1818,RAS,,A_VALIDER
ml18_294b_0013_part53.wav,53,4:25,0.1544,0.1704,RAS,,A_VALIDER
ml19_293a_0066_part12.wav,12,1:00,0.1543,0.1841,RAS,,A_VALIDER
ml19_293a_0066_part87.wav,87,7:15,0.1541,0.1738,RAS,,A_VALIDER
ml19_292a_0030_part81.wav,81,6:45,0.1539,0.1794,RAS,,A_VALIDER
ml17_280a_0144_part154.wav,154,12:50,0.1539,0.1547,RAS,,A_VALIDER
ml18_296a_0007_part6.wav,6,0:30,0.1539,0.1699,RAS,,A_VALIDER
ml18_294b_0013_part45.wav,45,3:45,0.1539,0.1779,RAS,,A_VALIDER
ml17_280a_0088_part73.wav,73,6:05,0.1539,0.1806,RAS,,A_VALIDER
ml19_293a_0015_part114.wav,114,9:30,0.1535,0.1753,RAS,,A_VALIDER
ml17_280a_0144_part104.wav,104,8:40,0.1535,0.17,RAS,,A_VALIDER
ml18_294b_0013_part26.wav,26,2:10,0.1534,0.1848,RAS,,A_VALIDER
ml18_294b_0076_part59.wav,59,4:55,0.1533,0.1721,RAS,,A_VALIDER
ml19_294a_0011_part0.wav,0,0:00,0.1531,0.1605,RAS,,A_VALIDER
ml19_292b_0026_part40.wav,40,3:20,0.153,0.1713,RAS,,A_VALIDER
ml17_280a_0088_part85.wav,85,7:05,0.1528,0.1881,RAS,,A_VALIDER
ml17_280a_0144_part2.wav,2,0:10,0.1526,0.1706,RAS,,A_VALIDER
ml18_294b_0042_part41.wav,41,3:25,0.1524,0.1843,RAS,,A_VALIDER
ml19_293a_0066_part86.wav,86,7:10,0.1524,0.1698,RAS,,A_VALIDER
ml19_293a_0066_part75.wav,75,6:15,0.1523,0.1756,RAS,,A_VALIDER
ml19_292b_0026_part60.wav,60,5:00,0.1523,0.1656,RAS,,A_VALIDER
ml17_280a_0144_part16.wav,16,1:20,0.152,0.1756,RAS,,A_VALIDER
ml18_294b_0076_part80.wav,80,6:40,0.152,0.1774,RAS,,A_VALIDER
ml18_294b_0042_part18.wav,18,1:30,0.1519,0.1827,RAS,,A_VALIDER
ml19_293a_0015_part139.wav,139,11:35,0.1518,0.1703,RAS,,A_VALIDER
ml17_280a_0083_part48.wav,48,4:00,0.1516,0.1377,ANOMALIE,Similitude expertise,A_VALIDER
ml18_294b_0076_part0.wav,0,0:00,0.1516,0.1696,RAS,,A_VALIDER
ml19_294a_0011_part59.wav,59,4:55,0.1515,0.1684,RAS,,A_VALIDER
ml19_292a_0007_part16.wav,16,1:20,0.1514,0.1949,RAS,,A_VALIDER
ml19_293a_0015_part92.wav,92,7:40,0.1514,0.1844,RAS,,A_VALIDER
ml17_280a_0144_part18.wav,18,1:30,0.1513,0.1752,RAS,,A_VALIDER
ml19_293a_0066_part50.wav,50,4:10,0.1513,0.1751,RAS,,A_VALIDER
ml19_292b_0026_part85.wav,85,7:05,0.1507,0.1679,RAS,,A_VALIDER
ml19_294a_0011_part23.wav,23,1:55,0.1507,0.1612,RAS,,A_VALIDER
ml17_280a_0144_part149.wav,149,12:25,0.1506,0.1593,RAS,,A_VALIDER
ml17_280a_0088_part2.wav,2,0:10,0.1506,0.1854,RAS,,A_VALIDER
ml18_294b_0013_part70.wav,70,5:50,0.1503,0.1738,RAS,,A_VALIDER
ml19_292a_0030_part87.wav,87,7:15,0.1503,0.17,RAS,,A_VALIDER
ml19_293a_0015_part17.wav,17,1:25,0.1503,0.1832,RAS,,A_VALIDER
ml18_294b_0042_part27.wav,27,2:15,0.1501,0.1802,RAS,,A_VALIDER
ml19_292b_0026_part83.wav,83,6:55,0.15,0.1631,RAS,,A_VALIDER
ml18_294b_0013_part19.wav,19,1:35,0.1499,0.1757,RAS,,A_VALIDER
ml18_294b_0076_part83.wav,83,6:55,0.1499,0.178,RAS,,A_VALIDER
ml19_292a_0030_part2.wav,2,0:10,0.1498,0.1836,RAS,,A_VALIDER
ml18_294b_0076_part3.wav,3,0:15,0.1498,0.1726,RAS,,A_VALIDER
ml19_292a_0007_part17.wav,17,1:25,0.1498,0.175,RAS,,A_VALIDER
ml19_292b_0026_part35.wav,35,2:55,0.1497,0.1721,RAS,,A_VALIDER
ml19_292b_0026_part1.wav,1,0:05,0.1494,0.1635,RAS,,A_VALIDER
ml17_280a_0144_part74.wav,74,6:10,0.1492,0.1619,RAS,,A_VALIDER
ml19_293a_0066_part30.wav,30,2:30,0.1491,0.1714,RAS,,A_VALIDER
ml18_294b_0042_part10.wav,10,0:50,0.1491,0.1836,RAS,,A_VALIDER
ml18_294b_0076_part36.wav,36,3:00,0.1491,0.1776,RAS,,A_VALIDER
ml18_294b_0076_part81.wav,81,6:45,0.1491,0.1722,RAS,,A_VALIDER
ml18_294b_0076_part54.wav,54,4:30,0.149,0.168,RAS,,A_VALIDER
ml19_293a_0066_part64.wav,64,5:20,0.1487,0.1651,RAS,,A_VALIDER
ml18_294b_0076_part34.wav,34,2:50,0.1486,0.1715,RAS,,A_VALIDER
ml17_280a_0083_part42.wav,42,3:30,0.1485,0.1295,ANOMALIE,Similitude expertise,A_VALIDER
