Source Audio,Part,Début (sec),Début (min:sec),Distance,Status
ml19_293a_0066_part18.wav,18,90,1:30,0.177,RAS
ml17_280a_0144_part108.wav,108,540,9:00,0.1769,RAS
ml19_292b_0026_part109.wav,109,545,9:05,0.1767,RAS
ml19_292a_0030_part21.wav,21,105,1:45,0.1766,RAS
ml19_293a_0015_part3.wav,3,15,0:15,0.1764,RAS
ml17_280a_0144_part122.wav,122,610,10:10,0.176,RAS
ml18_294b_0013_part52.wav,52,260,4:20,0.1759,RAS
ml19_293a_0015_part108.wav,108,540,9:00,0.1759,RAS
ml19_294a_0011_part29.wav,29,145,2:25,0.1754,RAS
ml19_293a_0015_part35.wav,35,175,2:55,0.1753,RAS
ml17_280a_0144_part159.wav,159,795,13:15,0.1753,RAS
ml19_292a_0030_part43.wav,43,215,3:35,0.1752,RAS
ml19_294a_0011_part61.wav,61,305,5:05,0.1752,RAS
ml17_280a_0144_part112.wav,112,560,9:20,0.1747,RAS
ml19_292a_0007_part37.wav,37,185,3:05,0.1746,RAS
ml17_280a_0144_part129.wav,129,645,10:45,0.1745,RAS
ml17_280a_0088_part161.wav,161,805,13:25,0.1743,RAS
ml19_292b_0026_part76.wav,76,380,6:20,0.1742,RAS
ml19_292b_0026_part105.wav,105,525,8:45,0.1741,RAS
ml17_280a_0088_part111.wav,111,555,9:15,0.1733,RAS
ml17_280a_0144_part31.wav,31,155,2:35,0.1732,RAS
ml18_296a_0007_part7.wav,7,35,0:35,0.1731,RAS
ml19_293a_0066_part92.wav,92,460,7:40,0.1729,RAS
ml17_280a_0144_part9.wav,9,45,0:45,0.1729,RAS
ml17_280a_0088_part60.wav,60,300,5:00,0.1728,RAS
ml17_280a_0144_part33.wav,33,165,2:45,0.1728,RAS
ml19_292a_0007_part25.wav,25,125,2:05,0.1724,RAS
ml19_292b_0026_part8.wav,8,40,0:40,0.1722,RAS
ml19_293a_0066_part80.wav,80,400,6:40,0.172,RAS
ml19_294a_0011_part13.wav,13,65,1:05,0.1717,RAS
ml19_294a_0011_part9.wav,9,45,0:45,0.1716,RAS
ml19_292b_0026_part53.wav,53,265,4:25,0.1713,RAS
ml17_280a_0088_part58.wav,58,290,4:50,0.1711,RAS
ml19_292b_0026_part57.wav,57,285,4:45,0.1708,RAS
ml19_293a_0015_part64.wav,64,320,5:20,0.1707,RAS
ml19_293a_0015_part131.wav,131,655,10:55,0.1704,RAS
ml18_294b_0013_part68.wav,68,340,5:40,0.1703,RAS
ml17_280a_0144_part131.wav,131,655,10:55,0.1699,RAS
ml19_294a_0011_part28.wav,28,140,2:20,0.1698,RAS
ml17_280a_0144_part29.wav,29,145,2:25,0.1698,RAS
ml19_292b_0026_part47.wav,47,235,3:55,0.1697,RAS
ml19_293a_0015_part94.wav,94,470,7:50,0.1697,RAS
ml17_280a_0088_part34.wav,34,170,2:50,0.1696,RAS
ml17_280a_0144_part4.wav,4,20,0:20,0.1694,RAS
ml19_292b_0026_part106.wav,106,530,8:50,0.169,RAS
ml18_294b_0076_part25.wav,25,125,2:05,0.169,RAS
ml19_294a_0011_part39.wav,39,195,3:15,0.169,RAS
ml18_294b_0013_part27.wav,27,135,2:15,0.1687,RAS
ml18_296a_0007_part24.wav,24,120,2:00,0.1687,RAS
ml18_294b_0042_part0.wav,0,0,0:00,0.1686,RAS
ml19_294a_0011_part20.wav,20,100,1:40,0.1686,RAS
ml19_292a_0030_part49.wav,49,245,4:05,0.1685,RAS
ml19_293a_0015_part47.wav,47,235,3:55,0.1685,RAS
ml17_280a_0144_part87.wav,87,435,7:15,0.1684,RAS
ml19_294a_0011_part17.wav,17,85,1:25,0.1684,RAS
ml18_294b_0076_part32.wav,32,160,2:40,0.1683,RAS
ml19_294a_0011_part50.wav,50,250,4:10,0.1682,RAS
ml18_294b_0076_part28.wav,28,140,2:20,0.1682,RAS
ml18_294b_0042_part43.wav,43,215,3:35,0.168,RAS
ml17_280a_0083_part47.wav,47,235,3:55,0.1679,RAS
ml17_280a_0144_part139.wav,139,695,11:35,0.1679,RAS
ml19_294a_0011_part62.wav,62,310,5:10,0.1679,RAS
ml19_293a_0015_part5.wav,5,25,0:25,0.1676,RAS
ml19_292b_0026_part101.wav,101,505,8:25,0.1676,RAS
ml19_292a_0030_part39.wav,39,195,3:15,0.1675,RAS
ml18_294b_0013_part31.wav,31,155,2:35,0.1674,RAS
ml18_294b_0013_part23.wav,23,115,1:55,0.1673,RAS
ml17_280a_0088_part4.wav,4,20,0:20,0.1671,RAS
ml18_296a_0007_part10.wav,10,50,0:50,0.167,RAS
ml18_294b_0013_part89.wav,89,445,7:25,0.167,RAS
ml19_294a_0011_part4.wav,4,20,0:20,0.167,RAS
ml18_296a_0007_part1.wav,1,5,0:05,0.1666,RAS
ml17_280a_0088_part153.wav,153,765,12:45,0.1665,RAS
ml18_294b_0076_part16.wav,16,80,1:20,0.1664,RAS
ml18_294b_0013_part21.wav,21,105,1:45,0.1662,RAS
ml17_280a_0144_part22.wav,22,110,1:50,0.1661,RAS
ml19_292b_0026_part48.wav,48,240,4:00,0.166,RAS
ml18_294b_0042_part21.wav,21,105,1:45,0.1657,RAS
ml17_280a_0083_part60.wav,60,300,5:00,0.1654,RAS
ml18_294b_0076_part64.wav,64,320,5:20,0.1651,RAS
ml17_280a_0144_part56.wav,56,280,4:40,0.1651,RAS
ml19_294a_0011_part3.wav,3,15,0:15,0.1651,RAS
ml19_292a_0030_part6.wav,6,30,0:30,0.165,RAS
ml18_294b_0076_part63.wav,63,315,5:15,0.1649,RAS
ml17_280a_0144_part107.wav,107,535,8:55,0.1649,RAS
ml18_294b_0013_part37.wav,37,185,3:05,0.1649,RAS
ml19_294a_0011_part1.wav,1,5,0:05,0.1646,RAS
ml19_293a_0066_part34.wav,34,170,2:50,0.1645,RAS
ml19_293a_0015_part89.wav,89,445,7:25,0.1645,RAS
ml19_293a_0015_part104.wav,104,520,8:40,0.1643,RAS
ml18_294b_0013_part96.wav,96,480,8:00,0.1642,RAS
ml19_294a_0011_part15.wav,15,75,1:15,0.1638,RAS
ml19_292b_0026_part19.wav,19,95,1:35,0.1633,RAS
ml19_292a_0007_part32.wav,32,160,2:40,0.1633,RAS
ml19_293a_0015_part103.wav,103,515,8:35,0.1632,RAS
ml19_292b_0026_part2.wav,2,10,0:10,0.1632,RAS
ml18_294b_0013_part61.wav,61,305,5:05,0.163,RAS
ml19_293a_0015_part110.wav,110,550,9:10,0.1629,RAS
ml19_294a_0011_part11.wav,11,55,0:55,0.1626,RAS
ml18_296a_0007_part18.wav,18,90,1:30,0.1626,RAS
ml19_294a_0011_part57.wav,57,285,4:45,0.1625,RAS
ml19_293a_0015_part8.wav,8,40,0:40,0.1624,RAS
ml17_280a_0088_part137.wav,137,685,11:25,0.1623,RAS
ml17_280a_0144_part76.wav,76,380,6:20,0.1623,RAS
ml17_280a_0083_part58.wav,58,290,4:50,0.1622,RAS
ml18_296a_0007_part3.wav,3,15,0:15,0.1621,RAS
ml19_294a_0011_part6.wav,6,30,0:30,0.162,RAS
ml18_294b_0013_part93.wav,93,465,7:45,0.162,RAS
ml17_280a_0144_part73.wav,73,365,6:05,0.1619,RAS
ml19_293a_0015_part36.wav,36,180,3:00,0.1618,RAS
ml17_280a_0088_part75.wav,75,375,6:15,0.1618,RAS
ml19_292a_0007_part19.wav,19,95,1:35,0.1611,RAS
ml19_294a_0011_part44.wav,44,220,3:40,0.161,RAS
ml19_293a_0015_part117.wav,117,585,9:45,0.1609,RAS
ml18_294b_0042_part26.wav,26,130,2:10,0.1608,RAS
ml19_292b_0026_part96.wav,96,480,8:00,0.1607,RAS
ml17_280a_0088_part121.wav,121,605,10:05,0.1603,RAS
ml18_294b_0042_part51.wav,51,255,4:15,0.1601,RAS
ml19_293a_0015_part78.wav,78,390,6:30,0.1601,RAS
ml18_294b_0076_part57.wav,57,285,4:45,0.1599,RAS
ml17_280a_0088_part96.wav,96,480,8:00,0.1597,RAS
ml18_294b_0013_part14.wav,14,70,1:10,0.1594,RAS
ml18_294b_0076_part43.wav,43,215,3:35,0.1593,RAS
ml19_294a_0011_part55.wav,55,275,4:35,0.1592,RAS
ml18_294b_0076_part11.wav,11,55,0:55,0.1592,RAS
ml19_294a_0011_part49.wav,49,245,4:05,0.1588,RAS
ml18_294b_0076_part4.wav,4,20,0:20,0.1587,RAS
ml18_294b_0076_part73.wav,73,365,6:05,0.1585,RAS
ml18_294b_0042_part42.wav,42,210,3:30,0.1583,RAS
ml18_294b_0076_part66.wav,66,330,5:30,0.1583,RAS
ml19_293a_0015_part140.wav,140,700,11:40,0.1583,RAS
ml19_293a_0015_part112.wav,112,560,9:20,0.1582,RAS
ml19_293a_0066_part1.wav,1,5,0:05,0.1582,RAS
ml17_280a_0144_part39.wav,39,195,3:15,0.1582,RAS
ml19_294a_0011_part46.wav,46,230,3:50,0.158,RAS
ml17_280a_0088_part11.wav,11,55,0:55,0.1578,RAS
ml17_280a_0144_part95.wav,95,475,7:55,0.1578,RAS
ml19_293a_0066_part2.wav,2,10,0:10,0.1577,RAS
ml19_294a_0011_part21.wav,21,105,1:45,0.1574,RAS
ml17_280a_0144_part0.wav,0,0,0:00,0.1574,RAS
ml18_294b_0013_part66.wav,66,330,5:30,0.1571,RAS
ml19_292a_0007_part28.wav,28,140,2:20,0.157,RAS
ml19_292a_0030_part44.wav,44,220,3:40,0.157,RAS
ml19_293a_0066_part13.wav,13,65,1:05,0.157,RAS
ml19_292a_0030_part90.wav,90,450,7:30,0.1568,RAS
ml18_294b_0013_part17.wav,17,85,1:25,0.1565,RAS
ml19_292a_0030_part85.wav,85,425,7:05,0.1561,RAS
ml17_280a_0144_part78.wav,78,390,6:30,0.156,RAS
ml19_293a_0066_part77.wav,77,385,6:25,0.156,RAS
ml19_294a_0011_part47.wav,47,235,3:55,0.1559,RAS
ml19_293a_0015_part1.wav,1,5,0:05,0.1559,RAS
ml19_293a_0066_part40.wav,40,200,3:20,0.1559,RAS
ml19_293a_0066_part28.wav,28,140,2:20,0.1557,RAS
ml19_292b_0026_part88.wav,88,440,7:20,0.1554,RAS
ml18_294b_0013_part12.wav,12,60,1:00,0.1553,RAS
ml18_294b_0013_part53.wav,53,265,4:25,0.155,RAS
ml19_293a_0066_part12.wav,12,60,1:00,0.155,RAS
ml19_292a_0030_part81.wav,81,405,6:45,0.1549,RAS
ml18_294b_0013_part29.wav,29,145,2:25,0.1548,RAS
ml17_280a_0144_part154.wav,154,770,12:50,0.1548,RAS
ml18_294b_0042_part14.wav,14,70,1:10,0.1547,RAS
ml19_294a_0011_part53.wav,53,265,4:25,0.1544,RAS
ml17_280a_0144_part104.wav,104,520,8:40,0.1544,RAS
ml19_293a_0015_part114.wav,114,570,9:30,0.1542,RAS
ml19_294a_0011_part25.wav,25,125,2:05,0.1542,RAS
ml19_293a_0066_part87.wav,87,435,7:15,0.1542,RAS
ml18_294b_0013_part45.wav,45,225,3:45,0.1542,RAS
ml19_294a_0011_part14.wav,14,70,1:10,0.1541,RAS
ml17_280a_0088_part73.wav,73,365,6:05,0.154,RAS
ml18_296a_0007_part6.wav,6,30,0:30,0.1539,RAS
ml18_294b_0076_part59.wav,59,295,4:55,0.1537,RAS
ml18_294b_0013_part26.wav,26,130,2:10,0.1535,RAS
ml19_293a_0066_part86.wav,86,430,7:10,0.1532,RAS
ml19_293a_0066_part75.wav,75,375,6:15,0.153,RAS
ml17_280a_0088_part85.wav,85,425,7:05,0.1529,RAS
ml19_294a_0011_part0.wav,0,0,0:00,0.1528,RAS
ml19_292b_0026_part40.wav,40,200,3:20,0.1527,RAS
ml19_293a_0015_part139.wav,139,695,11:35,0.1526,RAS
ml17_280a_0144_part2.wav,2,10,0:10,0.1525,RAS
ml18_294b_0042_part41.wav,41,205,3:25,0.1524,RAS
ml18_294b_0076_part80.wav,80,400,6:40,0.1524,RAS
ml17_280a_0083_part48.wav,48,240,4:00,0.1524,RAS
ml19_293a_0066_part50.wav,50,250,4:10,0.1522,RAS
ml19_293a_0015_part92.wav,92,460,7:40,0.1522,RAS
ml18_294b_0042_part18.wav,18,90,1:30,0.1521,RAS
ml17_280a_0144_part18.wav,18,90,1:30,0.1519,RAS
ml17_280a_0144_part16.wav,16,80,1:20,0.1519,RAS
ml19_292b_0026_part60.wav,60,300,5:00,0.1519,RAS
ml18_294b_0076_part0.wav,0,0,0:00,0.1518,RAS
ml19_292a_0007_part16.wav,16,80,1:20,0.1518,RAS
ml17_280a_0144_part149.wav,149,745,12:25,0.1517,RAS
ml19_294a_0011_part59.wav,59,295,4:55,0.1512,RAS
ml19_292a_0030_part87.wav,87,435,7:15,0.1511,RAS
ml18_294b_0013_part70.wav,70,350,5:50,0.1509,RAS
ml19_293a_0015_part17.wav,17,85,1:25,0.1509,RAS
ml17_280a_0088_part2.wav,2,10,0:10,0.1507,RAS
ml18_294b_0076_part83.wav,83,415,6:55,0.1507,RAS
ml19_292a_0007_part17.wav,17,85,1:25,0.1506,RAS
ml19_292a_0030_part2.wav,2,10,0:10,0.1505,RAS
ml19_294a_0011_part23.wav,23,115,1:55,0.1504,RAS
ml18_294b_0042_part27.wav,27,135,2:15,0.1503,RAS
ml19_292b_0026_part85.wav,85,425,7:05,0.1502,RAS
ml18_294b_0013_part19.wav,19,95,1:35,0.1501,RAS
ml18_294b_0076_part3.wav,3,15,0:15,0.15,RAS
ml17_280a_0144_part74.wav,74,370,6:10,0.1499,RAS
ml19_293a_0066_part30.wav,30,150,2:30,0.1498,RAS
ml19_293a_0066_part64.wav,64,320,5:20,0.1497,RAS
ml19_292b_0026_part83.wav,83,415,6:55,0.1495,RAS
ml18_294b_0076_part81.wav,81,405,6:45,0.1495,RAS
ml18_294b_0076_part54.wav,54,270,4:30,0.1495,RAS
ml19_292b_0026_part35.wav,35,175,2:55,0.1492,RAS
ml19_293a_0015_part101.wav,101,505,8:25,0.1491,RAS
ml19_293a_0015_part88.wav,88,440,7:20,0.1491,RAS
ml18_294b_0042_part10.wav,10,50,0:50,0.1491,RAS
ml17_280a_0083_part42.wav,42,210,3:30,0.149,RAS
ml19_292b_0026_part1.wav,1,5,0:05,0.149,RAS
ml18_294b_0076_part34.wav,34,170,2:50,0.149,RAS
ml18_294b_0076_part36.wav,36,180,3:00,0.149,RAS
ml18_294b_0013_part90.wav,90,450,7:30,0.1488,RAS
ml19_292a_0030_part83.wav,83,415,6:55,0.1487,RAS
ml18_294b_0076_part6.wav,6,30,0:30,0.1484,RAS
ml17_280a_0144_part91.wav,91,455,7:35,0.1481,RAS
ml18_296a_0007_part16.wav,16,80,1:20,0.148,RAS
ml19_293a_0015_part82.wav,82,410,6:50,0.1478,RAS
ml19_292b_0026_part110.wav,110,550,9:10,0.1477,RAS
ml17_280a_0088_part90.wav,90,450,7:30,0.1476,RAS
ml17_280a_0144_part13.wav,13,65,1:05,0.1476,RAS
ml17_280a_0088_part139.wav,139,695,11:35,0.1474,RAS
ml18_294b_0042_part16.wav,16,80,1:20,0.1473,RAS
ml17_280a_0088_part36.wav,36,180,3:00,0.1473,RAS
ml17_280a_0144_part128.wav,128,640,10:40,0.1472,RAS
ml18_296a_0007_part15.wav,15,75,1:15,0.1469,RAS
ml17_280a_0088_part61.wav,61,305,5:05,0.1468,RAS
ml19_292a_0007_part12.wav,12,60,1:00,0.1468,RAS
ml17_280a_0088_part152.wav,152,760,12:40,0.1468,RAS
ml19_292b_0026_part39.wav,39,195,3:15,0.1468,RAS
ml19_294a_0011_part60.wav,60,300,5:00,0.1468,RAS
ml19_292b_0026_part44.wav,44,220,3:40,0.1465,RAS
ml18_296a_0007_part17.wav,17,85,1:25,0.1464,RAS
ml19_292a_0030_part22.wav,22,110,1:50,0.1464,RAS
ml17_280a_0144_part163.wav,163,815,13:35,0.1463,RAS
ml18_294b_0013_part59.wav,59,295,4:55,0.1461,RAS
ml18_294b_0013_part15.wav,15,75,1:15,0.146,RAS
ml18_294b_0013_part39.wav,39,195,3:15,0.146,RAS
ml19_294a_0011_part7.wav,7,35,0:35,0.146,RAS
ml19_292a_0030_part67.wav,67,335,5:35,0.1459,RAS
ml19_292a_0030_part70.wav,70,350,5:50,0.1458,RAS
ml19_292b_0026_part10.wav,10,50,0:50,0.1456,RAS
ml19_294a_0011_part54.wav,54,270,4:30,0.1455,RAS
ml19_293a_0066_part15.wav,15,75,1:15,0.1455,RAS
ml17_280a_0144_part36.wav,36,180,3:00,0.1453,RAS
ml18_294b_0042_part28.wav,28,140,2:20,0.1451,RAS
ml19_294a_0011_part58.wav,58,290,4:50,0.1451,RAS
ml18_294b_0042_part24.wav,24,120,2:00,0.145,RAS
ml19_293a_0015_part83.wav,83,415,6:55,0.1449,RAS
ml17_280a_0088_part8.wav,8,40,0:40,0.1448,RAS
ml17_280a_0144_part138.wav,138,690,11:30,0.1447,RAS
ml19_292a_0007_part33.wav,33,165,2:45,0.1447,RAS
ml17_280a_0144_part143.wav,143,715,11:55,0.1447,RAS
ml17_280a_0088_part134.wav,134,670,11:10,0.1446,RAS
ml19_293a_0015_part97.wav,97,485,8:05,0.1446,RAS
ml18_294b_0013_part48.wav,48,240,4:00,0.1445,RAS
ml19_292b_0026_part36.wav,36,180,3:00,0.1445,RAS
ml19_293a_0066_part55.wav,55,275,4:35,0.1444,RAS
ml19_293a_0015_part90.wav,90,450,7:30,0.1444,RAS
ml17_280a_0088_part120.wav,120,600,10:00,0.1443,RAS
ml19_294a_0011_part18.wav,18,90,1:30,0.1443,RAS
ml19_293a_0015_part75.wav,75,375,6:15,0.1442,RAS
ml19_293a_0066_part89.wav,89,445,7:25,0.1442,RAS
ml19_293a_0015_part125.wav,125,625,10:25,0.1442,RAS
ml19_292a_0007_part35.wav,35,175,2:55,0.1441,RAS
ml19_293a_0015_part129.wav,129,645,10:45,0.144,RAS
ml19_292b_0026_part31.wav,31,155,2:35,0.144,RAS
ml19_293a_0015_part118.wav,118,590,9:50,0.144,RAS
ml19_293a_0066_part42.wav,42,210,3:30,0.1435,RAS
ml19_294a_0011_part22.wav,22,110,1:50,0.1435,RAS
ml19_293a_0066_part66.wav,66,330,5:30,0.1435,RAS
ml17_280a_0144_part71.wav,71,355,5:55,0.1435,RAS
ml18_294b_0076_part9.wav,9,45,0:45,0.1433,RAS
ml19_293a_0015_part58.wav,58,290,4:50,0.1432,RAS
ml19_293a_0066_part79.wav,79,395,6:35,0.1431,RAS
ml17_280a_0144_part20.wav,20,100,1:40,0.1429,RAS
ml17_280a_0088_part93.wav,93,465,7:45,0.1428,RAS
ml19_292a_0030_part71.wav,71,355,5:55,0.1426,RAS
ml18_294b_0013_part71.wav,71,355,5:55,0.1426,RAS
ml17_280a_0144_part26.wav,26,130,2:10,0.1425,RAS
ml19_293a_0015_part87.wav,87,435,7:15,0.1425,RAS
ml19_292b_0026_part0.wav,0,0,0:00,0.1423,RAS
ml19_293a_0015_part133.wav,133,665,11:05,0.1422,RAS
ml19_293a_0015_part116.wav,116,580,9:40,0.1421,RAS
ml18_296a_0007_part9.wav,9,45,0:45,0.1421,RAS
ml17_280a_0088_part14.wav,14,70,1:10,0.142,RAS
ml19_292a_0030_part86.wav,86,430,7:10,0.142,RAS
ml18_294b_0013_part86.wav,86,430,7:10,0.1418,RAS
ml17_280a_0088_part13.wav,13,65,1:05,0.1417,RAS
ml17_280a_0144_part66.wav,66,330,5:30,0.1416,RAS
ml19_292b_0026_part5.wav,5,25,0:25,0.1415,RAS
ml17_280a_0088_part122.wav,122,610,10:10,0.1415,RAS
ml18_294b_0013_part74.wav,74,370,6:10,0.1415,RAS
ml19_292a_0030_part55.wav,55,275,4:35,0.1413,RAS
ml19_294a_0011_part52.wav,52,260,4:20,0.1412,RAS
ml17_280a_0088_part102.wav,102,510,8:30,0.1411,RAS
ml19_293a_0066_part65.wav,65,325,5:25,0.141,RAS
ml19_293a_0066_part27.wav,27,135,2:15,0.1407,RAS
ml18_294b_0076_part74.wav,74,370,6:10,0.1406,RAS
ml17_280a_0088_part138.wav,138,690,11:30,0.1406,RAS
ml17_280a_0144_part121.wav,121,605,10:05,0.1405,RAS
ml18_294b_0076_part67.wav,67,335,5:35,0.1404,RAS
ml19_292a_0030_part11.wav,11,55,0:55,0.1403,RAS
ml19_292b_0026_part92.wav,92,460,7:40,0.1402,RAS
ml17_280a_0144_part64.wav,64,320,5:20,0.1402,RAS
ml18_294b_0013_part22.wav,22,110,1:50,0.1402,RAS
ml19_293a_0066_part22.wav,22,110,1:50,0.14,RAS
ml17_280a_0088_part127.wav,127,635,10:35,0.1399,RAS
ml18_294b_0013_part58.wav,58,290,4:50,0.1397,RAS
ml18_294b_0013_part42.wav,42,210,3:30,0.1397,RAS
ml19_292a_0030_part20.wav,20,100,1:40,0.1394,RAS
ml19_293a_0015_part119.wav,119,595,9:55,0.1393,RAS
ml19_293a_0015_part62.wav,62,310,5:10,0.1392,RAS
ml17_280a_0088_part82.wav,82,410,6:50,0.1392,RAS
ml17_280a_0088_part20.wav,20,100,1:40,0.139,RAS
ml18_294b_0076_part22.wav,22,110,1:50,0.139,RAS
ml17_280a_0088_part41.wav,41,205,3:25,0.1384,RAS
ml18_294b_0076_part21.wav,21,105,1:45,0.1382,RAS
ml19_293a_0015_part61.wav,61,305,5:05,0.1381,RAS
ml17_280a_0144_part40.wav,40,200,3:20,0.1379,RAS
ml17_280a_0144_part62.wav,62,310,5:10,0.1379,RAS
ml17_280a_0088_part12.wav,12,60,1:00,0.1377,RAS
ml18_294b_0013_part50.wav,50,250,4:10,0.1377,RAS
ml19_292b_0026_part14.wav,14,70,1:10,0.1375,RAS
ml19_292b_0026_part20.wav,20,100,1:40,0.1374,RAS
ml18_296a_0007_part20.wav,20,100,1:40,0.1374,RAS
ml18_294b_0042_part13.wav,13,65,1:05,0.1371,RAS
ml19_293a_0066_part9.wav,9,45,0:45,0.137,RAS
ml17_280a_0088_part9.wav,9,45,0:45,0.137,RAS
ml17_280a_0144_part30.wav,30,150,2:30,0.1369,RAS
ml17_280a_0088_part3.wav,3,15,0:15,0.1367,RAS
ml18_294b_0076_part77.wav,77,385,6:25,0.1364,RAS
ml18_294b_0042_part35.wav,35,175,2:55,0.1364,RAS
ml19_293a_0015_part79.wav,79,395,6:35,0.1363,RAS
ml17_280a_0088_part118.wav,118,590,9:50,0.1362,RAS
ml17_280a_0088_part166.wav,166,830,13:50,0.1362,RAS
ml18_294b_0042_part2.wav,2,10,0:10,0.1361,RAS
ml18_294b_0042_part46.wav,46,230,3:50,0.1359,RAS
ml19_293a_0066_part5.wav,5,25,0:25,0.1359,RAS
ml18_294b_0076_part40.wav,40,200,3:20,0.1359,RAS
ml19_292b_0026_part115.wav,115,575,9:35,0.1355,RAS
ml19_293a_0066_part36.wav,36,180,3:00,0.1354,RAS
ml19_292b_0026_part7.wav,7,35,0:35,0.1354,RAS
ml19_293a_0015_part49.wav,49,245,4:05,0.1354,RAS
ml19_293a_0066_part10.wav,10,50,0:50,0.1354,RAS
ml17_280a_0088_part32.wav,32,160,2:40,0.1353,RAS
ml19_292a_0030_part92.wav,92,460,7:40,0.1353,RAS
ml18_294b_0076_part12.wav,12,60,1:00,0.1352,RAS
ml17_280a_0088_part51.wav,51,255,4:15,0.1351,RAS
ml18_294b_0076_part58.wav,58,290,4:50,0.135,RAS
ml18_294b_0042_part45.wav,45,225,3:45,0.135,RAS
ml18_294b_0076_part5.wav,5,25,0:25,0.1347,RAS
ml18_294b_0013_part10.wav,10,50,0:50,0.1346,RAS
ml17_280a_0144_part85.wav,85,425,7:05,0.1346,RAS
ml18_294b_0013_part35.wav,35,175,2:55,0.1345,RAS
ml19_293a_0015_part28.wav,28,140,2:20,0.1343,RAS
ml17_280a_0144_part81.wav,81,405,6:45,0.1342,RAS
ml17_280a_0144_part60.wav,60,300,5:00,0.1342,RAS
ml18_294b_0013_part67.wav,67,335,5:35,0.1341,RAS
ml18_294b_0013_part25.wav,25,125,2:05,0.134,RAS
ml19_293a_0015_part6.wav,6,30,0:30,0.1337,RAS
ml18_294b_0013_part55.wav,55,275,4:35,0.1336,RAS
ml19_293a_0015_part99.wav,99,495,8:15,0.1336,RAS
ml19_293a_0066_part37.wav,37,185,3:05,0.1335,RAS
ml19_293a_0015_part91.wav,91,455,7:35,0.1335,RAS
ml19_293a_0066_part90.wav,90,450,7:30,0.1335,RAS
ml18_294b_0013_part46.wav,46,230,3:50,0.1335,RAS
ml19_293a_0015_part76.wav,76,380,6:20,0.1334,RAS
ml19_293a_0015_part32.wav,32,160,2:40,0.1333,RAS
ml19_292a_0030_part26.wav,26,130,2:10,0.1332,RAS
ml18_294b_0013_part69.wav,69,345,5:45,0.1329,RAS
ml18_294b_0076_part7.wav,7,35,0:35,0.1328,RAS
ml19_292b_0026_part86.wav,86,430,7:10,0.1326,RAS
ml17_280a_0083_part43.wav,43,215,3:35,0.1326,RAS
ml19_292a_0007_part6.wav,6,30,0:30,0.1325,RAS
ml19_293a_0066_part26.wav,26,130,2:10,0.1324,RAS
ml19_292b_0026_part84.wav,84,420,7:00,0.1322,RAS
ml18_294b_0013_part62.wav,62,310,5:10,0.1322,RAS
ml18_294b_0076_part39.wav,39,195,3:15,0.1322,RAS
ml17_280a_0144_part46.wav,46,230,3:50,0.1322,RAS
ml18_294b_0013_part16.wav,16,80,1:20,0.1321,RAS
ml17_280a_0088_part126.wav,126,630,10:30,0.132,RAS
ml17_280a_0144_part63.wav,63,315,5:15,0.132,RAS
ml19_293a_0015_part137.wav,137,685,11:25,0.1319,RAS
ml18_294b_0013_part34.wav,34,170,2:50,0.1319,RAS
ml17_280a_0144_part21.wav,21,105,1:45,0.1313,RAS
ml17_280a_0088_part67.wav,67,335,5:35,0.1312,RAS
ml19_293a_0015_part72.wav,72,360,6:00,0.1311,RAS
ml17_280a_0144_part93.wav,93,465,7:45,0.131,RAS
ml17_280a_0088_part19.wav,19,95,1:35,0.131,RAS
ml19_293a_0066_part83.wav,83,415,6:55,0.1309,RAS
ml19_292a_0007_part10.wav,10,50,0:50,0.1309,RAS
ml19_292a_0030_part51.wav,51,255,4:15,0.1309,RAS
ml18_294b_0076_part85.wav,85,425,7:05,0.1309,RAS
ml17_280a_0144_part146.wav,146,730,12:10,0.1308,RAS
ml17_280a_0088_part48.wav,48,240,4:00,0.1307,RAS
ml18_294b_0013_part18.wav,18,90,1:30,0.1307,RAS
ml18_294b_0013_part57.wav,57,285,4:45,0.1304,RAS
ml19_293a_0066_part3.wav,3,15,0:15,0.1303,RAS
ml18_296a_0007_part13.wav,13,65,1:05,0.1302,RAS
ml19_293a_0066_part76.wav,76,380,6:20,0.1302,RAS
ml17_280a_0144_part109.wav,109,545,9:05,0.1301,RAS
ml17_280a_0144_part19.wav,19,95,1:35,0.13,RAS
ml17_280a_0088_part62.wav,62,310,5:10,0.1298,RAS
ml17_280a_0088_part103.wav,103,515,8:35,0.1297,RAS
ml19_293a_0015_part53.wav,53,265,4:25,0.1296,RAS
ml19_292a_0030_part5.wav,5,25,0:25,0.1296,RAS
ml18_294b_0013_part7.wav,7,35,0:35,0.1295,RAS
ml19_292a_0007_part3.wav,3,15,0:15,0.1295,RAS
ml18_294b_0076_part27.wav,27,135,2:15,0.1295,RAS
ml19_293a_0015_part121.wav,121,605,10:05,0.1295,RAS
ml19_293a_0066_part33.wav,33,165,2:45,0.1294,RAS
ml19_293a_0066_part53.wav,53,265,4:25,0.1292,RAS
ml18_294b_0013_part95.wav,95,475,7:55,0.1291,RAS
ml19_293a_0015_part39.wav,39,195,3:15,0.1291,RAS
ml18_296a_0007_part21.wav,21,105,1:45,0.129,RAS
ml18_294b_0076_part51.wav,51,255,4:15,0.1289,RAS
ml18_294b_0042_part38.wav,38,190,3:10,0.1288,RAS
ml19_293a_0015_part93.wav,93,465,7:45,0.1287,RAS
