Source Audio,Part,Début (sec),Début (min:sec),Distance,Status
ml18_296a_0007_part19.wav,19,95,1:35,0.1287,RAS
ml18_294b_0013_part64.wav,64,320,5:20,0.1285,RAS
ml17_280a_0088_part27.wav,27,135,2:15,0.1285,RAS
ml17_280a_0083_part61.wav,61,305,5:05,0.1285,RAS
ml19_293a_0066_part82.wav,82,410,6:50,0.1282,RAS
ml18_294b_0076_part50.wav,50,250,4:10,0.1282,RAS
ml17_280a_0144_part89.wav,89,445,7:25,0.1278,RAS
ml19_293a_0066_part8.wav,8,40,0:40,0.1275,RAS
ml17_280a_0088_part25.wav,25,125,2:05,0.1275,RAS
ml17_280a_0088_part155.wav,155,775,12:55,0.1274,RAS
ml17_280a_0088_part147.wav,147,735,12:15,0.1274,RAS
ml17_280a_0088_part148.wav,148,740,12:20,0.1273,RAS
ml17_280a_0144_part72.wav,72,360,6:00,0.1273,RAS
ml19_292b_0026_part23.wav,23,115,1:55,0.1271,RAS
ml18_294b_0042_part9.wav,9,45,0:45,0.1271,RAS
ml17_280a_0088_part56.wav,56,280,4:40,0.1271,RAS
ml18_294b_0076_part49.wav,49,245,4:05,0.127,RAS
ml19_292b_0026_part16.wav,16,80,1:20,0.127,RAS
ml19_293a_0015_part120.wav,120,600,10:00,0.127,RAS
ml18_294b_0042_part44.wav,44,220,3:40,0.1269,RAS
ml18_294b_0076_part8.wav,8,40,0:40,0.1269,RAS
ml18_294b_0076_part60.wav,60,300,5:00,0.1268,RAS
ml19_292a_0007_part14.wav,14,70,1:10,0.1268,RAS
ml18_294b_0076_part62.wav,62,310,5:10,0.1267,RAS
ml19_292b_0026_part78.wav,78,390,6:30,0.1266,RAS
ml19_293a_0066_part41.wav,41,205,3:25,0.1266,RAS
ml17_280a_0088_part164.wav,164,820,13:40,0.1266,RAS
ml19_292b_0026_part49.wav,49,245,4:05,0.1266,RAS
ml18_294b_0076_part42.wav,42,210,3:30,0.1265,RAS
ml17_280a_0088_part21.wav,21,105,1:45,0.1263,RAS
ml18_294b_0076_part56.wav,56,280,4:40,0.1263,RAS
ml17_280a_0144_part68.wav,68,340,5:40,0.1262,RAS
ml19_293a_0015_part2.wav,2,10,0:10,0.1261,RAS
ml19_292a_0030_part77.wav,77,385,6:25,0.1261,RAS
ml18_294b_0042_part6.wav,6,30,0:30,0.1261,RAS
ml18_294b_0076_part82.wav,82,410,6:50,0.1261,RAS
ml19_292b_0026_part26.wav,26,130,2:10,0.126,RAS
ml18_294b_0042_part29.wav,29,145,2:25,0.1258,RAS
ml17_280a_0144_part111.wav,111,555,9:15,0.1257,RAS
ml19_293a_0015_part37.wav,37,185,3:05,0.1255,RAS
ml19_292b_0026_part3.wav,3,15,0:15,0.1254,RAS
ml18_294b_0076_part26.wav,26,130,2:10,0.1251,RAS
ml19_293a_0015_part42.wav,42,210,3:30,0.125,RAS
ml18_294b_0013_part9.wav,9,45,0:45,0.125,RAS
ml18_294b_0042_part20.wav,20,100,1:40,0.1249,RAS
ml18_294b_0042_part30.wav,30,150,2:30,0.1249,RAS
ml19_292b_0026_part33.wav,33,165,2:45,0.1247,RAS
ml17_280a_0088_part78.wav,78,390,6:30,0.1246,RAS
ml19_293a_0066_part78.wav,78,390,6:30,0.1244,RAS
ml19_293a_0066_part21.wav,21,105,1:45,0.1242,RAS
ml17_280a_0144_part34.wav,34,170,2:50,0.1242,RAS
ml19_293a_0015_part21.wav,21,105,1:45,0.1242,RAS
ml18_294b_0042_part34.wav,34,170,2:50,0.1242,RAS
ml17_280a_0088_part106.wav,106,530,8:50,0.124,RAS
ml19_292b_0026_part24.wav,24,120,2:00,0.1239,RAS
ml17_280a_0144_part126.wav,126,630,10:30,0.1237,RAS
ml19_292a_0030_part54.wav,54,270,4:30,0.1237,RAS
ml19_293a_0015_part44.wav,44,220,3:40,0.1236,RAS
ml18_294b_0042_part7.wav,7,35,0:35,0.1235,RAS
ml18_294b_0013_part41.wav,41,205,3:25,0.1235,RAS
ml19_292a_0007_part18.wav,18,90,1:30,0.1235,RAS
ml17_280a_0088_part94.wav,94,470,7:50,0.1235,RAS
ml17_280a_0144_part83.wav,83,415,6:55,0.1234,RAS
ml17_280a_0088_part79.wav,79,395,6:35,0.1234,RAS
ml17_280a_0144_part25.wav,25,125,2:05,0.1232,RAS
ml18_294b_0013_part20.wav,20,100,1:40,0.1232,RAS
ml19_293a_0066_part88.wav,88,440,7:20,0.1231,RAS
ml19_293a_0015_part106.wav,106,530,8:50,0.123,RAS
ml19_293a_0015_part84.wav,84,420,7:00,0.1228,RAS
ml18_294b_0076_part61.wav,61,305,5:05,0.1227,RAS
ml19_293a_0015_part113.wav,113,565,9:25,0.1227,RAS
ml17_280a_0144_part7.wav,7,35,0:35,0.1227,RAS
ml19_292a_0030_part13.wav,13,65,1:05,0.1226,RAS
ml19_293a_0015_part57.wav,57,285,4:45,0.1226,RAS
ml18_294b_0042_part40.wav,40,200,3:20,0.1225,RAS
ml18_294b_0042_part5.wav,5,25,0:25,0.1225,RAS
ml18_294b_0076_part13.wav,13,65,1:05,0.1225,RAS
ml18_294b_0076_part44.wav,44,220,3:40,0.1225,RAS
ml19_292a_0030_part84.wav,84,420,7:00,0.1225,RAS
ml18_296a_0007_part12.wav,12,60,1:00,0.1224,RAS
ml17_280a_0144_part41.wav,41,205,3:25,0.1224,RAS
ml19_292a_0030_part17.wav,17,85,1:25,0.1224,RAS
ml18_294b_0076_part68.wav,68,340,5:40,0.1223,RAS
ml19_293a_0066_part4.wav,4,20,0:20,0.1222,RAS
ml17_280a_0088_part35.wav,35,175,2:55,0.1221,RAS
ml18_294b_0076_part46.wav,46,230,3:50,0.1221,RAS
ml18_294b_0013_part24.wav,24,120,2:00,0.1221,RAS
ml17_280a_0088_part49.wav,49,245,4:05,0.122,RAS
ml19_293a_0066_part19.wav,19,95,1:35,0.1219,RAS
ml18_294b_0013_part56.wav,56,280,4:40,0.1219,RAS
ml19_292a_0030_part60.wav,60,300,5:00,0.1218,RAS
ml18_294b_0042_part32.wav,32,160,2:40,0.1218,RAS
ml19_293a_0015_part115.wav,115,575,9:35,0.1216,RAS
ml19_292b_0026_part22.wav,22,110,1:50,0.1216,RAS
ml17_280a_0144_part120.wav,120,600,10:00,0.1216,RAS
ml17_280a_0088_part18.wav,18,90,1:30,0.1216,RAS
ml19_293a_0066_part11.wav,11,55,0:55,0.1216,RAS
ml17_280a_0088_part68.wav,68,340,5:40,0.1216,RAS
ml18_294b_0076_part24.wav,24,120,2:00,0.1215,RAS
ml18_294b_0076_part31.wav,31,155,2:35,0.1214,RAS
ml17_280a_0088_part119.wav,119,595,9:55,0.1212,RAS
ml19_292a_0030_part9.wav,9,45,0:45,0.1212,RAS
ml17_280a_0088_part70.wav,70,350,5:50,0.1211,RAS
ml17_280a_0144_part158.wav,158,790,13:10,0.121,RAS
ml17_280a_0088_part105.wav,105,525,8:45,0.1208,RAS
ml19_292b_0026_part15.wav,15,75,1:15,0.1207,RAS
ml19_293a_0015_part43.wav,43,215,3:35,0.1206,RAS
ml19_293a_0015_part98.wav,98,490,8:10,0.1206,RAS
ml19_292a_0030_part0.wav,0,0,0:00,0.1204,RAS
ml19_292a_0030_part58.wav,58,290,4:50,0.1199,RAS
ml19_292b_0026_part17.wav,17,85,1:25,0.1199,RAS
ml19_293a_0015_part126.wav,126,630,10:30,0.1199,RAS
ml17_280a_0088_part7.wav,7,35,0:35,0.1197,RAS
ml17_280a_0088_part132.wav,132,660,11:00,0.1197,RAS
ml18_294b_0076_part15.wav,15,75,1:15,0.1197,RAS
ml18_294b_0076_part10.wav,10,50,0:50,0.1196,RAS
ml19_292a_0007_part27.wav,27,135,2:15,0.1196,RAS
ml19_293a_0015_part63.wav,63,315,5:15,0.1196,RAS
ml18_294b_0013_part87.wav,87,435,7:15,0.1194,RAS
ml17_280a_0088_part123.wav,123,615,10:15,0.1193,RAS
ml18_294b_0013_part6.wav,6,30,0:30,0.1193,RAS
ml19_293a_0066_part52.wav,52,260,4:20,0.1193,RAS
ml17_280a_0088_part74.wav,74,370,6:10,0.1191,RAS
ml19_293a_0015_part71.wav,71,355,5:55,0.119,RAS
ml18_294b_0042_part1.wav,1,5,0:05,0.1189,RAS
ml17_280a_0088_part0.wav,0,0,0:00,0.1189,RAS
ml18_294b_0042_part48.wav,48,240,4:00,0.1189,RAS
ml19_293a_0015_part124.wav,124,620,10:20,0.1189,RAS
ml19_292a_0007_part41.wav,41,205,3:25,0.1189,RAS
ml19_292b_0026_part25.wav,25,125,2:05,0.1188,RAS
ml17_280a_0144_part5.wav,5,25,0:25,0.1187,RAS
ml19_293a_0015_part46.wav,46,230,3:50,0.1187,RAS
ml19_292a_0030_part64.wav,64,320,5:20,0.1186,RAS
ml17_280a_0088_part109.wav,109,545,9:05,0.1186,RAS
ml18_294b_0042_part47.wav,47,235,3:55,0.1181,RAS
ml18_294b_0042_part3.wav,3,15,0:15,0.118,RAS
ml18_294b_0042_part31.wav,31,155,2:35,0.118,RAS
ml19_293a_0015_part65.wav,65,325,5:25,0.118,RAS
ml17_280a_0144_part147.wav,147,735,12:15,0.118,RAS
ml19_292a_0007_part11.wav,11,55,0:55,0.1179,RAS
ml19_293a_0066_part56.wav,56,280,4:40,0.1178,RAS
ml19_293a_0015_part136.wav,136,680,11:20,0.1178,RAS
ml19_293a_0015_part20.wav,20,100,1:40,0.1177,RAS
ml18_294b_0042_part25.wav,25,125,2:05,0.1176,RAS
ml17_280a_0088_part100.wav,100,500,8:20,0.1176,RAS
ml19_292b_0026_part6.wav,6,30,0:30,0.1175,RAS
ml19_292a_0030_part74.wav,74,370,6:10,0.1174,RAS
ml19_293a_0015_part54.wav,54,270,4:30,0.1174,RAS
ml17_280a_0088_part160.wav,160,800,13:20,0.1174,RAS
ml17_280a_0088_part22.wav,22,110,1:50,0.1174,RAS
ml19_293a_0015_part111.wav,111,555,9:15,0.1173,RAS
ml18_294b_0013_part13.wav,13,65,1:05,0.1173,RAS
ml17_280a_0088_part141.wav,141,705,11:45,0.1173,RAS
ml17_280a_0088_part15.wav,15,75,1:15,0.1173,RAS
ml18_294b_0076_part76.wav,76,380,6:20,0.1172,RAS
ml17_280a_0088_part23.wav,23,115,1:55,0.1172,RAS
ml18_296a_0007_part8.wav,8,40,0:40,0.1171,RAS
ml17_280a_0088_part116.wav,116,580,9:40,0.1171,RAS
ml17_280a_0088_part54.wav,54,270,4:30,0.1171,RAS
ml18_294b_0042_part11.wav,11,55,0:55,0.117,RAS
ml17_280a_0088_part113.wav,113,565,9:25,0.1168,RAS
ml17_280a_0088_part145.wav,145,725,12:05,0.1165,RAS
ml19_293a_0015_part100.wav,100,500,8:20,0.1164,RAS
ml17_280a_0083_part50.wav,50,250,4:10,0.1163,RAS
ml18_294b_0076_part71.wav,71,355,5:55,0.1162,RAS
ml19_292b_0026_part82.wav,82,410,6:50,0.1162,RAS
ml17_280a_0088_part159.wav,159,795,13:15,0.1162,RAS
ml18_294b_0076_part33.wav,33,165,2:45,0.1161,RAS
ml17_280a_0144_part58.wav,58,290,4:50,0.1161,RAS
ml17_280a_0088_part107.wav,107,535,8:55,0.116,RAS
ml18_294b_0042_part50.wav,50,250,4:10,0.1159,RAS
ml19_293a_0066_part6.wav,6,30,0:30,0.1157,RAS
ml19_293a_0015_part7.wav,7,35,0:35,0.1156,RAS
ml19_293a_0015_part77.wav,77,385,6:25,0.1156,RAS
ml19_292a_0030_part30.wav,30,150,2:30,0.1153,RAS
ml19_293a_0066_part61.wav,61,305,5:05,0.1153,RAS
ml18_294b_0076_part79.wav,79,395,6:35,0.1152,RAS
ml19_292a_0030_part1.wav,1,5,0:05,0.1152,RAS
ml17_280a_0088_part135.wav,135,675,11:15,0.1151,RAS
ml19_293a_0015_part96.wav,96,480,8:00,0.1151,RAS
ml18_294b_0076_part65.wav,65,325,5:25,0.115,RAS
ml18_294b_0076_part37.wav,37,185,3:05,0.1149,RAS
ml19_292a_0030_part80.wav,80,400,6:40,0.1149,RAS
ml18_294b_0076_part45.wav,45,225,3:45,0.1148,RAS
ml19_293a_0015_part0.wav,0,0,0:00,0.1147,RAS
ml17_280a_0088_part163.wav,163,815,13:35,0.1147,RAS
ml19_293a_0015_part122.wav,122,610,10:10,0.1147,RAS
ml18_294b_0042_part19.wav,19,95,1:35,0.1146,RAS
ml19_292b_0026_part38.wav,38,190,3:10,0.1146,RAS
ml17_280a_0144_part28.wav,28,140,2:20,0.1146,RAS
ml18_294b_0013_part72.wav,72,360,6:00,0.1144,RAS
ml19_292a_0030_part32.wav,32,160,2:40,0.1144,RAS
ml17_280a_0144_part125.wav,125,625,10:25,0.1144,RAS
ml19_293a_0015_part10.wav,10,50,0:50,0.1143,RAS
ml18_294b_0013_part60.wav,60,300,5:00,0.1141,RAS
ml18_294b_0076_part29.wav,29,145,2:25,0.114,RAS
ml17_280a_0088_part130.wav,130,650,10:50,0.1139,RAS
ml18_294b_0076_part35.wav,35,175,2:55,0.1139,RAS
ml17_280a_0083_part53.wav,53,265,4:25,0.1135,RAS
ml17_280a_0088_part92.wav,92,460,7:40,0.1135,RAS
ml17_280a_0144_part117.wav,117,585,9:45,0.1134,RAS
ml17_280a_0088_part143.wav,143,715,11:55,0.1131,RAS
ml19_293a_0066_part45.wav,45,225,3:45,0.1127,RAS
ml18_294b_0013_part30.wav,30,150,2:30,0.1126,RAS
ml18_294b_0013_part83.wav,83,415,6:55,0.1125,RAS
ml19_293a_0015_part130.wav,130,650,10:50,0.1125,RAS
ml18_294b_0042_part39.wav,39,195,3:15,0.1124,RAS
ml18_294b_0013_part33.wav,33,165,2:45,0.1124,RAS
ml19_292a_0030_part41.wav,41,205,3:25,0.1124,RAS
ml18_294b_0076_part38.wav,38,190,3:10,0.1121,RAS
ml19_292a_0030_part34.wav,34,170,2:50,0.1121,RAS
ml17_280a_0088_part88.wav,88,440,7:20,0.112,RAS
ml19_292b_0026_part27.wav,27,135,2:15,0.112,RAS
ml19_293a_0015_part80.wav,80,400,6:40,0.112,RAS
ml19_293a_0066_part71.wav,71,355,5:55,0.112,RAS
ml19_293a_0015_part14.wav,14,70,1:10,0.112,RAS
ml17_280a_0088_part86.wav,86,430,7:10,0.1119,RAS
ml17_280a_0088_part55.wav,55,275,4:35,0.1119,RAS
ml19_292a_0030_part65.wav,65,325,5:25,0.1117,RAS
ml19_292a_0007_part29.wav,29,145,2:25,0.1117,RAS
ml17_280a_0144_part47.wav,47,235,3:55,0.1117,RAS
ml19_293a_0066_part68.wav,68,340,5:40,0.1114,RAS
ml19_292a_0030_part35.wav,35,175,2:55,0.1113,RAS
ml17_280a_0088_part87.wav,87,435,7:15,0.1111,RAS
ml17_280a_0144_part57.wav,57,285,4:45,0.111,RAS
ml17_280a_0144_part42.wav,42,210,3:30,0.111,RAS
ml19_292a_0007_part9.wav,9,45,0:45,0.111,RAS
ml18_294b_0076_part18.wav,18,90,1:30,0.1109,RAS
ml19_292a_0007_part4.wav,4,20,0:20,0.1108,RAS
ml17_280a_0088_part38.wav,38,190,3:10,0.1108,RAS
ml18_294b_0076_part52.wav,52,260,4:20,0.1107,RAS
ml17_280a_0083_part56.wav,56,280,4:40,0.1105,RAS
ml18_294b_0042_part12.wav,12,60,1:00,0.1105,RAS
ml17_280a_0144_part118.wav,118,590,9:50,0.1103,RAS
ml17_280a_0088_part129.wav,129,645,10:45,0.1101,RAS
ml17_280a_0088_part124.wav,124,620,10:20,0.11,RAS
ml18_294b_0076_part19.wav,19,95,1:35,0.11,RAS
ml17_280a_0088_part97.wav,97,485,8:05,0.11,RAS
ml17_280a_0144_part3.wav,3,15,0:15,0.1099,RAS
ml19_292a_0030_part50.wav,50,250,4:10,0.1099,RAS
ml19_292b_0026_part28.wav,28,140,2:20,0.1098,RAS
ml19_293a_0015_part13.wav,13,65,1:05,0.1096,RAS
ml19_293a_0015_part95.wav,95,475,7:55,0.1092,RAS
ml17_280a_0144_part70.wav,70,350,5:50,0.1091,RAS
ml17_280a_0088_part46.wav,46,230,3:50,0.1091,RAS
ml19_293a_0015_part16.wav,16,80,1:20,0.109,RAS
ml17_280a_0144_part38.wav,38,190,3:10,0.109,RAS
ml17_280a_0088_part28.wav,28,140,2:20,0.1089,RAS
ml18_294b_0076_part14.wav,14,70,1:10,0.1089,RAS
ml17_280a_0088_part37.wav,37,185,3:05,0.1089,RAS
ml18_294b_0076_part75.wav,75,375,6:15,0.1088,RAS
ml19_292a_0007_part8.wav,8,40,0:40,0.1087,RAS
ml18_294b_0042_part33.wav,33,165,2:45,0.1086,RAS
ml19_292b_0026_part34.wav,34,170,2:50,0.1085,RAS
ml18_294b_0076_part30.wav,30,150,2:30,0.1085,RAS
ml18_294b_0013_part79.wav,79,395,6:35,0.1084,RAS
ml18_294b_0042_part17.wav,17,85,1:25,0.1081,RAS
ml17_280a_0088_part5.wav,5,25,0:25,0.108,RAS
ml18_294b_0076_part2.wav,2,10,0:10,0.108,RAS
ml17_280a_0088_part84.wav,84,420,7:00,0.1077,RAS
ml19_292a_0030_part40.wav,40,200,3:20,0.1075,RAS
ml19_293a_0066_part31.wav,31,155,2:35,0.1074,RAS
ml17_280a_0088_part50.wav,50,250,4:10,0.1074,RAS
ml18_294b_0076_part72.wav,72,360,6:00,0.1072,RAS
ml19_292a_0030_part88.wav,88,440,7:20,0.1066,RAS
ml19_293a_0066_part46.wav,46,230,3:50,0.1066,RAS
ml17_280a_0088_part63.wav,63,315,5:15,0.1065,RAS
ml19_293a_0015_part59.wav,59,295,4:55,0.1063,RAS
ml19_292a_0030_part12.wav,12,60,1:00,0.1062,RAS
ml19_292a_0030_part27.wav,27,135,2:15,0.1061,RAS
ml19_293a_0015_part69.wav,69,345,5:45,0.106,RAS
ml19_293a_0015_part51.wav,51,255,4:15,0.106,RAS
ml18_294b_0013_part88.wav,88,440,7:20,0.1059,RAS
ml19_293a_0066_part44.wav,44,220,3:40,0.1059,RAS
ml19_292a_0007_part24.wav,24,120,2:00,0.1057,RAS
ml17_280a_0088_part24.wav,24,120,2:00,0.1057,RAS
ml19_292a_0030_part47.wav,47,235,3:55,0.1057,RAS
ml19_293a_0015_part85.wav,85,425,7:05,0.1054,RAS
ml19_292a_0007_part40.wav,40,200,3:20,0.1054,RAS
ml19_293a_0015_part66.wav,66,330,5:30,0.1053,RAS
ml17_280a_0088_part144.wav,144,720,12:00,0.1048,RAS
ml19_293a_0015_part105.wav,105,525,8:45,0.1046,RAS
ml19_292a_0007_part5.wav,5,25,0:25,0.104,RAS
ml19_292a_0030_part59.wav,59,295,4:55,0.1039,RAS
ml19_293a_0015_part74.wav,74,370,6:10,0.1038,RAS
ml17_280a_0144_part65.wav,65,325,5:25,0.1038,RAS
ml19_292a_0030_part28.wav,28,140,2:20,0.1037,RAS
ml17_280a_0144_part141.wav,141,705,11:45,0.1037,RAS
ml17_280a_0088_part150.wav,150,750,12:30,0.1036,RAS
ml19_293a_0066_part93.wav,93,465,7:45,0.1035,RAS
ml18_294b_0013_part94.wav,94,470,7:50,0.1033,RAS
ml18_296a_0007_part0.wav,0,0,0:00,0.1033,RAS
ml19_293a_0066_part54.wav,54,270,4:30,0.1032,RAS
ml19_293a_0015_part73.wav,73,365,6:05,0.1031,RAS
ml17_280a_0088_part65.wav,65,325,5:25,0.1028,RAS
ml17_280a_0088_part156.wav,156,780,13:00,0.1028,RAS
ml19_293a_0015_part86.wav,86,430,7:10,0.1025,RAS
ml19_292a_0030_part24.wav,24,120,2:00,0.1025,RAS
ml17_280a_0083_part71.wav,71,355,5:55,0.1025,RAS
ml18_296a_0007_part23.wav,23,115,1:55,0.1024,RAS
ml18_294b_0042_part23.wav,23,115,1:55,0.102,RAS
ml19_292b_0026_part21.wav,21,105,1:45,0.102,RAS
ml17_280a_0088_part52.wav,52,260,4:20,0.102,RAS
ml17_280a_0088_part71.wav,71,355,5:55,0.1019,RAS
ml17_280a_0088_part99.wav,99,495,8:15,0.1019,RAS
ml17_280a_0088_part44.wav,44,220,3:40,0.1019,RAS
ml19_292a_0030_part89.wav,89,445,7:25,0.1018,RAS
ml17_280a_0088_part136.wav,136,680,11:20,0.1017,RAS
ml17_280a_0144_part51.wav,51,255,4:15,0.1017,RAS
ml19_293a_0015_part55.wav,55,275,4:35,0.1016,RAS
ml17_280a_0144_part61.wav,61,305,5:05,0.1016,RAS
ml19_293a_0015_part60.wav,60,300,5:00,0.1016,RAS
ml17_280a_0144_part45.wav,45,225,3:45,0.1015,RAS
ml19_292a_0030_part18.wav,18,90,1:30,0.1015,RAS
ml19_292a_0030_part16.wav,16,80,1:20,0.1014,RAS
ml19_292a_0030_part31.wav,31,155,2:35,0.1011,RAS
ml17_280a_0083_part62.wav,62,310,5:10,0.1011,RAS
ml17_280a_0088_part1.wav,1,5,0:05,0.101,RAS
ml19_292a_0030_part45.wav,45,225,3:45,0.101,RAS
ml17_280a_0088_part91.wav,91,455,7:35,0.1009,RAS
ml19_293a_0066_part69.wav,69,345,5:45,0.1008,RAS
ml19_292a_0030_part25.wav,25,125,2:05,0.1007,RAS
ml18_294b_0042_part49.wav,49,245,4:05,0.1006,RAS
ml19_292a_0007_part26.wav,26,130,2:10,0.1005,RAS
ml17_280a_0088_part47.wav,47,235,3:55,0.1005,RAS
ml18_294b_0076_part47.wav,47,235,3:55,0.1004,RAS
ml17_280a_0088_part95.wav,95,475,7:55,0.1004,RAS
ml19_293a_0066_part23.wav,23,115,1:55,0.1002,RAS
ml19_293a_0015_part45.wav,45,225,3:45,0.1001,RAS
ml19_293a_0015_part9.wav,9,45,0:45,0.1001,RAS
ml19_293a_0066_part48.wav,48,240,4:00,0.0999,RAS
ml19_293a_0015_part40.wav,40,200,3:20,0.0997,RAS
ml19_292a_0030_part57.wav,57,285,4:45,0.0997,RAS
ml17_280a_0088_part89.wav,89,445,7:25,0.0996,RAS
ml19_293a_0015_part56.wav,56,280,4:40,0.0996,RAS
ml19_292a_0030_part36.wav,36,180,3:00,0.0996,RAS
ml19_293a_0015_part23.wav,23,115,1:55,0.0995,RAS
ml17_280a_0083_part54.wav,54,270,4:30,0.0992,RAS
ml18_294b_0042_part22.wav,22,110,1:50,0.0992,RAS
ml19_293a_0015_part12.wav,12,60,1:00,0.0992,RAS
ml19_293a_0066_part29.wav,29,145,2:25,0.0991,RAS
ml17_280a_0088_part43.wav,43,215,3:35,0.0991,RAS
ml18_294b_0076_part55.wav,55,275,4:35,0.099,RAS
ml19_293a_0015_part68.wav,68,340,5:40,0.0987,RAS
ml19_293a_0015_part29.wav,29,145,2:25,0.0986,RAS
ml17_280a_0088_part16.wav,16,80,1:20,0.0985,RAS
ml19_293a_0015_part22.wav,22,110,1:50,0.0983,RAS
ml19_292a_0030_part48.wav,48,240,4:00,0.0981,RAS
ml17_280a_0088_part10.wav,10,50,0:50,0.0979,RAS
ml19_293a_0015_part50.wav,50,250,4:10,0.0979,RAS
ml17_280a_0088_part81.wav,81,405,6:45,0.0979,RAS
ml17_280a_0144_part140.wav,140,700,11:40,0.0975,RAS
ml17_280a_0088_part101.wav,101,505,8:25,0.0975,RAS
ml17_280a_0088_part40.wav,40,200,3:20,0.0974,RAS
ml19_292a_0007_part0.wav,0,0,0:00,0.0972,RAS
ml17_280a_0088_part45.wav,45,225,3:45,0.0972,RAS
ml19_292a_0030_part3.wav,3,15,0:15,0.0969,RAS
ml17_280a_0088_part131.wav,131,655,10:55,0.0968,RAS
ml19_292a_0030_part7.wav,7,35,0:35,0.0967,RAS
ml17_280a_0144_part23.wav,23,115,1:55,0.0966,RAS
ml19_293a_0015_part41.wav,41,205,3:25,0.0966,RAS
ml17_280a_0088_part112.wav,112,560,9:20,0.0962,RAS
ml17_280a_0088_part108.wav,108,540,9:00,0.0958,RAS
ml19_292a_0030_part79.wav,79,395,6:35,0.0955,RAS
ml17_280a_0088_part6.wav,6,30,0:30,0.0953,RAS
ml17_280a_0088_part26.wav,26,130,2:10,0.0953,RAS
ml17_280a_0088_part77.wav,77,385,6:25,0.0951,RAS
ml19_293a_0066_part74.wav,74,370,6:10,0.0945,RAS
ml17_280a_0088_part162.wav,162,810,13:30,0.0945,RAS
ml18_294b_0042_part37.wav,37,185,3:05,0.0943,RAS
ml17_280a_0088_part104.wav,104,520,8:40,0.0942,RAS
ml19_293a_0066_part63.wav,63,315,5:15,0.0941,RAS
ml17_280a_0088_part149.wav,149,745,12:25,0.094,RAS
ml19_293a_0015_part52.wav,52,260,4:20,0.0938,RAS
ml17_280a_0088_part57.wav,57,285,4:45,0.0938,RAS
ml17_280a_0088_part98.wav,98,490,8:10,0.0937,RAS
ml19_293a_0015_part19.wav,19,95,1:35,0.0937,RAS
ml19_293a_0015_part102.wav,102,510,8:30,0.0935,RAS
ml17_280a_0088_part157.wav,157,785,13:05,0.0935,RAS
ml17_280a_0088_part59.wav,59,295,4:55,0.0933,RAS
ml17_280a_0083_part44.wav,44,220,3:40,0.0933,RAS
ml17_280a_0088_part53.wav,53,265,4:25,0.0933,RAS
ml18_294b_0013_part8.wav,8,40,0:40,0.0932,RAS
ml19_293a_0066_part39.wav,39,195,3:15,0.0932,RAS
ml17_280a_0088_part125.wav,125,625,10:25,0.0927,RAS
ml19_292a_0030_part38.wav,38,190,3:10,0.0922,RAS
ml17_280a_0088_part69.wav,69,345,5:45,0.0918,RAS
ml19_293a_0015_part81.wav,81,405,6:45,0.0915,RAS
ml17_280a_0088_part140.wav,140,700,11:40,0.0913,RAS
ml19_292a_0030_part56.wav,56,280,4:40,0.0913,RAS
ml19_293a_0015_part27.wav,27,135,2:15,0.0912,RAS
ml17_280a_0088_part31.wav,31,155,2:35,0.0911,RAS
ml19_293a_0015_part24.wav,24,120,2:00,0.0909,RAS
ml19_293a_0066_part49.wav,49,245,4:05,0.0909,RAS
ml17_280a_0088_part17.wav,17,85,1:25,0.0904,RAS
ml18_294b_0076_part78.wav,78,390,6:30,0.0904,RAS
ml19_293a_0015_part26.wav,26,130,2:10,0.0897,RAS
ml19_292a_0030_part10.wav,10,50,0:50,0.0897,RAS
ml17_280a_0144_part59.wav,59,295,4:55,0.0896,RAS
ml17_280a_0088_part64.wav,64,320,5:20,0.0894,RAS
ml19_293a_0066_part67.wav,67,335,5:35,0.0893,RAS
ml17_280a_0088_part76.wav,76,380,6:20,0.089,RAS
ml17_280a_0088_part114.wav,114,570,9:30,0.0887,RAS
ml19_292a_0030_part29.wav,29,145,2:25,0.0886,RAS
ml17_280a_0144_part49.wav,49,245,4:05,0.0884,RAS
ml17_280a_0088_part66.wav,66,330,5:30,0.0881,RAS
ml19_293a_0066_part51.wav,51,255,4:15,0.0881,RAS
ml19_293a_0015_part30.wav,30,150,2:30,0.0878,RAS
ml19_293a_0015_part11.wav,11,55,0:55,0.0873,RAS
ml19_292a_0030_part19.wav,19,95,1:35,0.0868,RAS
ml19_293a_0015_part4.wav,4,20,0:20,0.0866,RAS
ml17_280a_0088_part42.wav,42,210,3:30,0.0865,RAS
ml18_294b_0076_part41.wav,41,205,3:25,0.0865,RAS
ml17_280a_0144_part113.wav,113,565,9:25,0.0863,RAS
ml19_292a_0030_part8.wav,8,40,0:40,0.0854,RAS
ml17_280a_0088_part146.wav,146,730,12:10,0.085,RAS
ml19_292a_0007_part31.wav,31,155,2:35,0.084,RAS
ml17_280a_0088_part115.wav,115,575,9:35,0.084,RAS
ml19_293a_0015_part15.wav,15,75,1:15,0.0837,RAS
ml17_280a_0088_part29.wav,29,145,2:25,0.0834,RAS
ml17_280a_0088_part133.wav,133,665,11:05,0.0824,RAS
ml19_292a_0030_part53.wav,53,265,4:25,0.082,RAS
ml17_280a_0083_part46.wav,46,230,3:50,0.0817,RAS
ml19_293a_0066_part24.wav,24,120,2:00,0.0816,RAS
